test,loss,k_on,superhelical_op,spread,k_closed,k_open,width,threshold,k_ini,gamma,kappa,velocity,stall_torque,k_off
36,0.8804716870666078,0.17923051248220606,-0.09932051490397747,0.016365434343053736,0.044597120678676494,0.4994635753651128,0.008982728896412821,-0.07376554902612806,0.12476050030012766,0.1574466530036881,0.5,30.0,12.0,0.3285987813367582
37,0.17011721533376595,0.12601751536842967,-0.011628495541776813,0.046939242300238174,0.29850907594504184,0.33735462352166906,0.008982728896412821,-0.07376554902612806,0.046806842609574906,0.1574466530036881,0.5,30.0,12.0,0.38798874277647727
38,0.27712905725499376,0.09695224935955025,-0.02430781983015235,0.030292363921038144,0.18846105546470168,0.2846662044757755,0.008982728896412821,-0.07376554902612806,0.012813481584599454,0.1574466530036881,0.5,30.0,12.0,0.4966810072859008
39,0.21681486576138725,0.04908272084753233,-0.03523002041595612,0.012218463336923106,0.4167088787071389,0.46186378989807686,0.008982728896412821,-0.07376554902612806,0.2624730723291953,0.1574466530036881,0.5,30.0,12.0,0.010699296138290904
40,0.18746687709283907,0.31586276321038187,-0.055621535336455794,0.015286709859810808,0.36046122720233975,0.024085656569575342,0.008982728896412821,-0.07376554902612806,0.20252322201652379,0.1574466530036881,0.5,30.0,12.0,0.08219600783829623
41,0.23877566388517174,0.45706303477099064,-0.08733889634576883,0.01892478061378447,0.14000367259864643,0.4148693332487513,0.008982728896412821,-0.07376554902612806,0.1467098600750223,0.1574466530036881,0.5,30.0,12.0,0.22944768621979672
42,0.3042863452555985,0.14139345348569277,-0.0744695303172746,0.010419795631084,0.08351882990781923,0.4800469245205492,0.008982728896412821,-0.07376554902612806,0.09115561928017024,0.1574466530036881,0.5,30.0,12.0,0.2706472944696241
43,0.13682199813284665,0.1596419845039941,-0.050008558156991935,0.03489415601341647,0.23301953586692625,0.3639653793101551,0.008982728896412821,-0.07376554902612806,0.04532393318220038,0.1574466530036881,0.5,30.0,12.0,0.16305968224984912
44,0.13151642135612923,0.3680848940145594,-0.06122423402771149,0.021794526964300127,0.02532721501998708,0.4536408906858198,0.008982728896412821,-0.07376554902612806,0.37369586011844813,0.1574466530036881,0.5,30.0,12.0,0.37559888855632945
45,0.3638473133771116,0.21790942397590035,-0.08527812818772468,0.018289710544608283,0.43716966400036916,0.20227317029323125,0.008982728896412821,-0.07376554902612806,0.2268878183292485,0.1574466530036881,0.5,30.0,12.0,0.32679514934001685
46,2.076831075472156,0.19105426833294836,-0.009725748039664119,0.013691295426017117,0.30881572164741344,0.2692479130319477,0.008982728896412821,-0.07376554902612806,0.30795384443455587,0.1574466530036881,0.5,30.0,12.0,0.26712838662132
47,0.11899096653755319,0.28152579405556805,-0.029495918024069777,0.024973990907727527,0.1931101116158813,0.4309937696986696,0.008982728896412821,-0.07376554902612806,0.11440833638740959,0.1574466530036881,0.5,30.0,12.0,0.4062773509489263
48,2.3849503584765817,0.38648933661243,-0.02290496486012088,0.008361840543911115,0.27348023248228587,0.12253559213085996,0.008982728896412821,-0.07376554902612806,0.26566902209008453,0.1574466530036881,0.5,30.0,12.0,0.09118515901264862
49,0.0622571948155682,0.09018338063352319,-0.041843214896273226,0.011358303313233065,0.12074456159611782,0.31975948373090896,0.008982728896412821,-0.07376554902612806,0.19589727695771303,0.1574466530036881,0.5,30.0,12.0,0.15469392408503568
50,0.5680134545718274,0.036119419129853496,-0.03545412033548424,0.031037376761849946,0.09383273400656333,0.04916869555261433,0.008982728896412821,-0.07376554902612806,0.06039310701517152,0.1574466530036881,0.5,30.0,12.0,0.23485149483293236
51,0.0664290252042284,0.2296223122535522,-0.07135801452381468,0.027266423019148,0.34156310218793945,0.40229544200339834,0.008982728896412821,-0.07376554902612806,0.2408233951870411,0.1574466530036881,0.5,30.0,12.0,0.035355914144858044
52,0.10887592130280371,0.06899973188441177,-0.047285056191669936,0.005473161335974545,0.47592530897636476,0.48455013380609907,0.008982728896412821,-0.07376554902612806,0.16882017430509424,0.1574466530036881,0.5,30.0,12.0,0.33955600597284336
53,0.22126050768088384,0.4682742042908319,-0.053244213440499955,0.023388274672998498,0.15559295474567877,0.21954141461711416,0.008982728896412821,-0.07376554902612806,0.03111371918220243,0.1574466530036881,0.5,30.0,12.0,0.4417144763792949
54,0.14056464102162475,0.1522228332551071,-0.08196288355888592,0.032921004014256794,0.36069951620525365,0.2650164672019063,0.008982728896412821,-0.07376554902612806,0.07623404661650757,0.1574466530036881,0.5,30.0,12.0,0.06311752465201771
55,0.12518430314171564,0.12114667769382977,-0.05895346207458525,0.04977103825221142,0.23249127118125273,0.41951359334710664,0.008982728896412821,-0.07376554902612806,0.14209106546750896,0.1574466530036881,0.5,30.0,12.0,0.2867331667149813
56,0.1281547032974171,0.40051702921700133,-0.03347712760835714,0.03735403863636795,0.1866451057811003,0.30482087414717346,0.008982728896412821,-0.07376554902612806,0.10308130346656895,0.1574466530036881,0.5,30.0,12.0,0.36765316286726923
57,0.13418533369135555,0.3454484017769425,-0.0014861981582439468,0.04315311093516426,0.39784208653204123,0.3351925400555711,0.008982728896412821,-0.07376554902612806,0.2887061797054101,0.1574466530036881,0.5,30.0,12.0,0.2172291861487568
58,0.07085624875698912,0.30721791666090514,-0.06594362116328908,0.02039389471890923,0.030539447319229467,0.4430719579095615,0.008982728896412821,-0.07376554902612806,0.44773912671578653,0.1574466530036881,0.5,30.0,12.0,0.1861393961472909
59,0.595352241111033,0.013389401334311518,-0.02063374199501866,0.017664993580089536,0.3289602420788459,0.3628141635781126,0.008982728896412821,-0.07376554902612806,0.16257629839546583,0.1574466530036881,0.5,30.0,12.0,0.25182008170633324
60,0.6877932508893638,0.19003913525393742,-0.09331034957881743,0.014624053223388622,0.06589419343680922,0.17660599915284825,0.008982728896412821,-0.07376554902612806,0.13049524932295734,0.1574466530036881,0.5,30.0,12.0,0.10891307936671057
61,5.539982629439018,0.20685745303637235,-0.013321425426297277,0.0068507371328405935,0.10788215266740345,0.3843783602989645,0.008982728896412821,-0.07376554902612806,0.1792712934370405,0.1574466530036881,0.5,30.0,12.0,0.49964762813830466
62,0.08008093673624093,0.264849873124932,-0.04445031947997556,0.02594173830473477,0.13439632890664271,0.1256812307526204,0.008982728896412821,-0.07376554902612806,0.3465124269727997,0.1574466530036881,0.5,30.0,12.0,0.14736153982925748
63,0.07509571968753212,0.24343866803570646,-0.028449994460993104,0.028659232625082,0.2455144525606902,0.4689671106088483,0.008982728896412821,-0.07376554902612806,0.24395566244973443,0.1574466530036881,0.5,30.0,12.0,0.12336411169455017
64,0.13413009284816754,0.4349374613314781,-0.0692868373404309,0.011354755462406305,0.2161973641691572,0.4958024332343003,0.008982728896412821,-0.07376554902612806,0.2173222296892816,0.1574466530036881,0.5,30.0,12.0,0.3925534443242665
65,0.03222728930883848,0.33495979572117357,-0.049294646158445185,0.005208202444091958,0.07590361011370002,0.2799818150223321,0.008982728896412821,-0.07376554902612806,0.159673033647257,0.1574466530036881,0.5,30.0,12.0,0.30733000904028157
66,0.09621820166673622,0.326403682716099,-0.051531292504416334,0.005196565139359522,0.07602408819436154,0.23022642139144017,0.008982728896412821,-0.07376554902612806,0.13573058306574573,0.1574466530036881,0.5,30.0,12.0,0.31630264290449084
67,0.07551820013167476,0.3646990833831002,-0.05822498729041797,0.007753801868666156,0.15782569574766142,0.20308867076023374,0.008982728896412821,-0.07376554902612806,0.19570672605029857,0.1574466530036881,0.5,30.0,12.0,0.36125917372078503
68,0.37561413313078634,0.4229388167231258,-0.03830651659618828,0.006640686137433174,0.05276392581790902,0.32688459560821537,0.008982728896412821,-0.07376554902612806,0.11908979485785687,0.1574466530036881,0.5,30.0,12.0,0.28601284990633086
69,0.04605137642930577,0.33446290101579274,-0.04651335814442059,0.00861573867161032,0.012187222273042086,0.14296144101750824,0.008982728896412821,-0.07376554902612806,0.10367577138615465,0.1574466530036881,0.5,30.0,12.0,0.34805786616760864
70,0.1552665089534791,0.277252362532706,-0.06130167301902725,0.012464014485630281,0.26730209067061644,0.0597721632964594,0.008982728896412821,-0.07376554902612806,0.0840911226632297,0.1574466530036881,0.5,30.0,12.0,0.18436756387212697
71,1.2695990485631823,0.29806897829936696,-0.0263998233108286,0.010323038617429812,0.10874738411988838,0.282512611090339,0.008982728896412821,-0.07376554902612806,0.1566967164302668,0.1574466530036881,0.5,30.0,12.0,0.21770611156788833
72,0.09817812052794912,0.10619405059880993,-0.040904711348516594,0.016516802098786983,0.03299194816477171,0.3521126575027064,0.008982728896412821,-0.07376554902612806,0.02938541404778877,0.1574466530036881,0.5,30.0,12.0,0.2514972851872002
73,0.14494142054028591,0.13259340916295043,-0.036687647477936784,0.014585208712721214,0.1779569760592317,0.40275701501936856,0.008982728896412821,-0.07376554902612806,0.060838365681997034,0.1574466530036881,0.5,30.0,12.0,0.3200766524309048
74,0.14791486770908377,0.38793339184698616,-0.03103573910304254,0.019776130355444607,0.2020810313960083,0.2598553174290926,0.008982728896412821,-0.07376554902612806,0.22940447873840558,0.1574466530036881,0.5,30.0,12.0,0.411499813603127
75,0.07385823420614417,0.2488785077074232,-0.05477966389005175,0.02175070776367996,0.30733231353521895,0.43481566494144014,0.008982728896412821,-0.07376554902612806,0.27187509054421843,0.1574466530036881,0.5,30.0,12.0,0.43231177751710254
76,0.16136870644317075,0.17587266668944873,-0.07564800645523562,0.013811476473624332,0.13257730023170047,0.45426935132327523,0.008982728896412821,-0.07376554902612806,0.18747300696150163,0.1574466530036881,0.5,30.0,12.0,0.28805746741410776
77,0.14342794473688833,0.22261952321153605,-0.043761669189589965,0.005075965014365143,0.08132190899488365,0.29795779325325084,0.008982728896412821,-0.07376554902612806,0.2115999356936581,0.1574466530036881,0.5,30.0,12.0,0.33711763482720986
78,0.02399519321660075,0.47216072689259014,-0.04814236694899071,0.009773287005752114,0.2790457825571683,0.3866569437564503,0.008982728896412821,-0.07376554902612806,0.2492255197304863,0.1574466530036881,0.5,30.0,12.0,0.3053626337178327
79,0.09066922153270268,0.46309006566937966,-0.04910834715532217,0.04657027485399585,0.2840811899351541,0.36230473687273657,0.008982728896412821,-0.07376554902612806,0.3061103274755074,0.1574466530036881,0.5,30.0,12.0,0.2616697295014509
80,0.09853677006451367,0.35767018165766545,-0.06304271540884389,0.01116900579531492,0.24299354626943975,0.24283504910218076,0.008982728896412821,-0.07376554902612806,0.25616504077760105,0.1574466530036881,0.5,30.0,12.0,0.24210690017905484
81,0.07585746030507802,0.47304042120083395,-0.052729748619372616,0.007475010176015293,0.3229548906223065,0.3807469885418133,0.008982728896412821,-0.07376554902612806,0.325290995877845,0.1574466530036881,0.5,30.0,12.0,0.306522349912888
82,0.048115077556965244,0.4854334651832926,-0.056338755523180205,0.00903022317913531,0.3732806804696685,0.30657412320858934,0.008982728896412821,-0.07376554902612806,0.2763521314941239,0.1574466530036881,0.5,30.0,12.0,0.3975896722995036
83,0.12071338127154554,0.44759901869359286,-0.06480394845790069,0.009742199274220521,0.2590560372479831,0.39198838050931234,0.008982728896412821,-0.07376554902612806,0.298617212188674,0.1574466530036881,0.5,30.0,12.0,0.27610432075393243
84,1.3964021259005448,0.41989725716832965,-0.08025548658652595,0.006081635501836985,0.34115745988623364,0.4179196618391697,0.008982728896412821,-0.07376554902612806,0.3385788875910736,0.1574466530036881,0.5,30.0,12.0,0.4788599256201903
85,0.11576719001619055,0.4050124469580986,-0.0705402884085821,0.012871288487244366,0.22101383725501314,0.33985358417098094,0.008982728896412821,-0.07376554902612806,0.3743205397685839,0.1574466530036881,0.5,30.0,12.0,0.37966278108010176
86,0.12431445905743804,0.3250217249152792,-0.06805580983166826,0.015851154629622097,0.29810618247407517,0.3695899009969532,0.008982728896412821,-0.07376554902612806,0.3658752768201269,0.1574466530036881,0.5,30.0,12.0,0.22356256060525356
87,0.1453856042955181,0.2586328283322949,-0.033196137843517555,0.018113418068479034,0.3850749476548052,0.28024423993940484,0.008982728896412821,-0.07376554902612806,0.40449770562739024,0.1574466530036881,0.5,30.0,12.0,0.3526621457622625
88,0.10059403301797601,0.38160007659848083,-0.04546041292483711,0.03955497121779192,0.2737983471803747,0.31833185095414396,0.008982728896412821,-0.07376554902612806,0.17382493970411694,0.1574466530036881,0.5,30.0,12.0,0.4555646044156729
89,4.032865442893601,0.48646083088342684,-0.0068404858701269985,0.011231299341471414,0.42467622244976483,0.1898394413726029,0.008982728896412821,-0.07376554902612806,0.4266491266640184,0.1574466530036881,0.5,30.0,12.0,0.31462234216474005
90,0.07077220579000201,0.31403171846315436,-0.04808261021829033,0.019540014118121535,0.31235419336805814,0.4096485883779244,0.008982728896412821,-0.07376554902612806,0.31524846900893494,0.1574466530036881,0.5,30.0,12.0,0.42143834406798725
91,0.057117394086413066,0.2936426810307561,-0.039383727070061186,0.01383987203055142,0.3536336750923519,0.16663677659787815,0.008982728896412821,-0.07376554902612806,0.23801456856485514,0.1574466530036881,0.5,30.0,12.0,0.20410368014334473
92,0.10694879132370955,0.34996422589067144,-0.061865914734437685,0.036103861832363804,0.20526634931524224,0.35347243856255595,0.008982728896412821,-0.07376554902612806,0.25647589736418597,0.1574466530036881,0.5,30.0,12.0,0.2972516196149989
93,0.5748027393807061,0.2005797436071636,-0.02054515938319288,0.01737039419567101,0.2798717450505678,0.22939544433610543,0.008982728896412821,-0.07376554902612806,0.200277938654144,0.1574466530036881,0.5,30.0,12.0,0.28046223315329993
94,0.11361765172834391,0.4358860201676581,-0.074426246501724,0.03213479678541459,0.40633918072593317,0.29358222158808517,0.008982728896412821,-0.07376554902612806,0.2899822525214606,0.1574466530036881,0.5,30.0,12.0,0.18611908568378188
95,0.32804879217277394,0.23137969173937672,-0.016508210857602533,0.023092580442337363,0.29384047025338245,0.3276168862560668,0.008982728896412821,-0.07376554902612806,0.15025594133565545,0.1574466530036881,0.5,30.0,12.0,0.25798703560645464
96,0.168648049757654,0.27420590695009395,-0.05841527734665988,0.015342360276355388,0.4611187411010976,0.2550962010642702,0.008982728896412821,-0.07376554902612806,0.09334224097172118,0.1574466530036881,0.5,30.0,12.0,0.33592845870693616
97,0.09343798062891617,0.49876579642009283,-0.036658045094755044,0.021013009483146022,0.23346587616256714,0.47542556466698216,0.008982728896412821,-0.07376554902612806,0.2197201940958865,0.1574466530036881,0.5,30.0,12.0,0.3711436251884496
98,0.03042549420047764,0.3737675929296675,-0.051422325653603274,0.008382147029130692,0.1514919396602914,0.38962158622354526,0.008982728896412821,-0.07376554902612806,0.38687613454967734,0.1574466530036881,0.5,30.0,12.0,0.24497644559949167
99,2.1758831811773502,0.4517293643772624,-0.024713886718719578,0.008390262755481912,0.18489936790075198,0.42615705641945617,0.008982728896412821,-0.07376554902612806,0.4482777668197805,0.1574466530036881,0.5,30.0,12.0,0.141994773581498
100,1.2825007049880217,0.3769583571403518,-0.0939041687517761,0.012019330361206672,0.19521712556052387,0.3906383216426389,0.008982728896412821,-0.07376554902612806,0.38428114746880854,0.1574466530036881,0.5,30.0,12.0,0.17514171899888356
101,0.08101380131804473,0.3594708398188832,-0.05123232798645788,0.006509876075599683,0.16549719072257824,0.4600570449655864,0.008982728896412821,-0.07376554902612806,0.48642384331228183,0.1574466530036881,0.5,30.0,12.0,0.24085776149471091
102,0.07605273352825435,0.4136706604848505,-0.029334796585037227,0.024594893781202998,0.3358264518375589,0.44862387510511326,0.008982728896412821,-0.07376554902612806,0.46469968553546387,0.1574466530036881,0.5,30.0,12.0,0.19452659851465798
103,0.09069028796390047,0.39211868514902587,-0.040734933174545844,0.04192814602667545,0.15451115827920667,0.4910194718415061,0.008982728896412821,-0.07376554902612806,0.3546703921906472,0.1574466530036881,0.5,30.0,12.0,0.15540855742514686
104,0.05304446094419221,0.37102893563549716,-0.054029120971017454,0.010412575132530345,0.2582820757491999,0.4378086314553295,0.008982728896412821,-0.07376554902612806,0.4226466826740526,0.1574466530036881,0.5,30.0,12.0,0.21052761387726632
105,0.06733954473502196,0.4787614569276734,-0.04316174732725669,0.01873189003927318,0.1435161297113119,0.40870427489770456,0.008982728896412821,-0.07376554902612806,0.38903800751790363,0.1574466530036881,0.5,30.0,12.0,0.3274812445332197
106,0.08555077861177944,0.39512025902199294,-0.03429809431275227,0.046184245324852165,0.22550903316342522,0.3483991523117277,0.008982728896412821,-0.07376554902612806,0.3285947073406298,0.1574466530036881,0.5,30.0,12.0,0.25037930138888653
107,0.12620239485955861,0.18925091069875877,-0.07300153093425549,0.025912846415789552,0.24265887425973307,0.3726654287667896,0.008982728896412821,-0.07376554902612806,0.27995265769475075,0.1574466530036881,0.5,30.0,12.0,0.23118532624339583
108,0.11693295859709313,0.16300821647246433,-0.05976460804066913,0.009001898388471076,0.11093524926689086,0.4211006701905005,0.008982728896412821,-0.07376554902612806,0.4715712578242333,0.1574466530036881,0.5,30.0,12.0,0.0975471044029487
109,1.499251835133876,0.2091654339351981,-0.0315509231656736,0.007834414188763586,0.1733141990510289,0.4815019567415298,0.008982728896412821,-0.07376554902612806,0.41169499540116955,0.1574466530036881,0.5,30.0,12.0,0.35898382984041494
110,0.11344437123606017,0.4403556276997287,-0.07775755206374566,0.02912364442591748,0.32296648906853986,0.3827095255338698,0.008982728896412821,-0.07376554902612806,0.3389826817088026,0.1574466530036881,0.5,30.0,12.0,0.12601242533898616
111,0.020314490236418327,0.2896413648663961,-0.045912008165425636,0.007079680035067391,0.12501240136842573,0.4647283653388759,0.008982728896412821,-0.07376554902612806,0.44402037077083834,0.1574466530036881,0.5,30.0,12.0,0.2952102433836999
112,0.13149847916097981,0.1511774449664256,-0.037787879183059786,0.03413788167838916,0.3685802572246764,0.4679375662532943,0.008982728896412821,-0.07376554902612806,0.24910546723067684,0.1574466530036881,0.5,30.0,12.0,0.2662708830067344
113,0.3172271305928686,0.28476079052341646,-0.026733525891283836,0.014757674348862347,0.44278651068616826,0.4496062066294796,0.008982728896412821,-0.07376554902612806,0.23582375002069922,0.1574466530036881,0.5,30.0,12.0,0.38553571463464464
114,inf,0.07634324177238125,-0.010612265388058026,0.005734215134671379,0.494114806422446,0.0909758017085271,0.008982728896412821,-0.07376554902612806,0.18786437394271516,0.1574466530036881,0.5,30.0,12.0,0.3993497359468382
115,inf,0.23793409353732714,-0.0007192098171170808,0.0070964340550449,0.3565133288118857,0.4985272345395765,0.008982728896412821,-0.07376554902612806,0.3141561995587757,0.1574466530036881,0.5,30.0,12.0,0.29280119372974667
116,0.23185236411244264,0.1414365414544854,-0.020101635997987772,0.027747671925508616,0.27197062873759703,0.39960892179963,0.008982728896412821,-0.07376554902612806,0.4515756256392639,0.1574466530036881,0.5,30.0,12.0,0.3448091956671557
117,1.2123726071467231,0.026282849961398458,-0.02236515510289446,0.012358631173189628,0.21195945793992085,0.48806504018596425,0.008982728896412821,-0.07376554902612806,0.20910649747372895,0.1574466530036881,0.5,30.0,12.0,0.44792037972121235
118,0.040888926204990295,0.22213497090112555,-0.05665665281753644,0.016072092953519086,0.06314759322427013,0.43684396413718973,0.008982728896412821,-0.07376554902612806,0.26516059042929063,0.1574466530036881,0.5,30.0,12.0,0.4671046467239141
119,0.04135101016110923,0.05276318715643594,-0.04658060619525147,0.01384909645898175,0.30781334061645266,0.49959442473869614,0.008982728896412821,-0.07376554902612806,0.13885617410246365,0.1574466530036881,0.5,30.0,12.0,0.42937544815654144
