test,loss,k_on,superhelical_op,spread,k_closed,k_open,width,threshold,k_ini,gamma,kappa,velocity,stall_torque,k_off
44,0.24389903953805261,0.07102915840893906,-0.04635322578597251,0.03480044073488868,0.015482293519608833,0.012554906442348981,0.008982728896412821,-0.07376554902612806,0.4787857551755851,0.1,0.5,30.0,12.0,0.23214080106446225
45,0.21077782564547834,0.11275681154405914,-0.03748498061649705,0.022626170676944675,0.22405731957451236,0.3443740609940426,0.008982728896412821,-0.07376554902612806,0.03706948668518051,0.1,0.5,30.0,12.0,0.3840053451394667
46,0.5050899126747337,0.4814154408501362,-0.09676628473055043,0.03231204627647023,0.10016335928582362,0.08539207146035889,0.008982728896412821,-0.07376554902612806,0.40482509552740936,0.1,0.5,30.0,12.0,0.48988835640843376
47,0.23692323132879523,0.036804945706662706,-0.05518061412636063,0.030466072920648072,0.049416583540365495,0.1613706432479911,0.008982728896412821,-0.07376554902612806,0.29434437063821506,0.1,0.5,30.0,12.0,0.3286454943307462
48,0.9410004236485427,0.39198930751814415,-0.08072283615015519,0.027199949833314644,0.17391229821511067,0.2133351439081716,0.008982728896412821,-0.07376554902612806,0.1560721102632735,0.1,0.5,30.0,12.0,0.34105875283002673
49,1.2781485044768233,0.26434484089248295,-0.06337021913065449,0.02062734438861225,0.1470819642795511,0.28216647557429464,0.008982728896412821,-0.07376554902612806,0.45728697152763864,0.1,0.5,30.0,12.0,0.10161063246514683
50,0.1681805812073426,0.14507530728359913,-0.002898002652804841,0.04375143838854499,0.06588690326745553,0.031004805086165987,0.008982728896412821,-0.07376554902612806,0.34478015019745295,0.1,0.5,30.0,12.0,0.04037568505357884
51,0.12732832147024958,0.11624514598235598,-0.029760539596135636,0.0394495853034171,0.18948788433574343,0.13861879734760987,0.008982728896412821,-0.07376554902612806,0.20259134628824166,0.1,0.5,30.0,12.0,0.43972663179533805
52,0.2656921299016473,0.18214335610848492,-0.07618126433598447,0.0376365202381661,0.02226174043458599,0.10019372597799228,0.008982728896412821,-0.07376554902612806,0.37251998353134097,0.1,0.5,30.0,12.0,0.21989668419948827
53,1.475511930954148,0.20844881492809794,-0.06927758632915373,0.04716901258457714,0.22716216820446494,0.3769842100657023,0.008982728896412821,-0.07376554902612806,0.24111169185419656,0.1,0.5,30.0,12.0,0.17802074901895007
54,1.5128752876317337,0.010663186050770601,-0.008696527130045857,0.02443287915872824,0.0927043594139857,0.18365507247130447,0.008982728896412821,-0.07376554902612806,0.05915462761485077,0.1,0.5,30.0,12.0,0.1361603563952001
55,2.445540242399752,0.28574503196104317,-0.01873718453558936,0.01004936088082824,0.03898243271718607,0.24663696324807508,0.008982728896412821,-0.07376554902612806,0.3974220603519632,0.1,0.5,30.0,12.0,0.3497882496474582
