test,loss,k_on,width,threshold,gamma,kappa,velocity,stall_torque
46,0.33634889969683424,0.11794030655455941,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
47,0.08531266367536233,0.1308104996200525,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
48,0.22235323313919583,0.10651965214030756,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
49,0.3161027646845334,0.13274748863664892,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
50,0.26573105009332054,0.15159923002884498,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
51,0.14218101391205198,0.13139193774044966,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
52,3.0789772043552057,0.08407449317666493,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
53,0.3216482513609707,0.17633700147403947,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
54,0.29189302074518375,0.11519884294772599,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
55,0.9201048789130707,0.10009268729357569,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
56,0.23142031703465715,0.14807591800667919,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
57,0.4146741908909865,0.18898773585137074,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
58,0.3899504334483764,0.1592671094556218,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
59,0.25750815154499296,0.12939099412100905,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
60,2.353229745709259,0.09040023783940423,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
61,2.745956309262818,0.13764583585404364,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
62,0.6802278939801153,0.06619057658785797,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
63,1.2163693516225087,0.10240784982439938,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
64,0.36617292112750893,0.11988880363216105,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
65,0.12954538265174925,0.021832121508535515,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
66,0.20088843422751645,0.022520464302500265,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
67,0.25345848537187055,0.012677877467430383,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
68,1.3695804203460633,0.04900919031056391,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
69,0.9058719678880245,0.17007918659044735,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
70,0.46100500733652733,0.07427027027113228,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
71,0.267956948320004,0.1591474380195702,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
72,3.4878295521619878,0.11039738681575982,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
73,0.23008769065276297,0.06307612757264494,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
74,0.7692829205504733,0.12353809170736577,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
75,0.7015352951584082,0.14440824238267327,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
76,0.7139160263677315,0.007299140520702532,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
77,1.3432401466942139,0.038692734123087796,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
78,0.279195739737503,0.09684703862466326,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
79,1.8830979469072844,0.0852219391610011,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
80,0.4311601491634021,0.01757219777805595,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
81,0.988112172448591,0.11369796552561706,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
82,0.7530865509172443,0.10703043869434938,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
83,0.30645670220663607,0.155436499701487,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
84,0.41583405360931747,0.07911107659372377,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
85,0.49128180946700967,0.1271017861245545,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
86,0.24348051463413278,0.02869274198175336,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
87,1.5403708839615682,0.1637742136087879,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
88,0.5886909661606251,0.1373376039984479,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
89,0.8488303364407567,0.058848093735609994,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
90,0.08680286075731573,0.04834944334289763,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
91,0.5466424531515512,0.06806587822818978,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
92,0.7650267488218275,0.09050014938719173,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
93,0.31665726404010447,0.048812832520800015,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
94,1.2649299120574382,0.17303742607513956,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
95,0.3285326655599252,0.040354345366280665,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
96,0.45561574978388647,0.10386526507858794,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
97,0.46053492569705123,0.052239169325908955,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
98,0.7476201819143785,0.09677444530160312,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
99,0.14035937146889316,0.03313279536213151,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
100,0.2979776127826917,0.1890345393348778,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
101,0.5508749478100674,0.11659093486332896,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
102,0.37030706476156244,0.06918368735447122,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
103,1.1788418792691062,0.14272002434091602,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
104,1.7683269083684583,0.1340437424473421,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
105,1.019582002396447,0.06035382318103304,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
106,1.8525644354316684,0.07628056368079549,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
107,1.9203163153509124,0.08753175177923046,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
108,0.3911201312324458,0.12127873478574092,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
109,0.7214099779238533,0.08113596679946417,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
110,0.608442712552549,0.05339274199925578,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
111,0.23966242641813823,0.19937266353103383,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
112,0.34651802292107065,0.01681051162996624,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
113,0.469830739722657,0.14637996899116773,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
114,0.4046714034943036,0.15317446489962494,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
115,1.3018420125763102,0.128138827788411,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
116,0.8362558345687744,0.006481063133960713,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
117,0.35512121340068026,0.044556631224619114,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
118,5.432024274267706,0.11187812420450072,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
119,0.3483156508222481,0.1634489643960347,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
120,0.2239626645705631,0.10602012516333442,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
121,0.10806176669702361,0.028174441786074603,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
122,0.34608447112700325,0.013065853593372485,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
123,0.1703706167544492,0.027025875131711438,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
124,0.13303599129610846,0.03257702288545052,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
125,0.8789871508288989,0.003746889033514597,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
126,0.5718385738498767,0.045362622098213075,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
127,0.04738548687391726,0.03594504854950177,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
128,0.6666023432161076,0.03703932244769088,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
129,2.4185350651546953,0.07111990376547575,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
130,0.39996991837009604,0.1814948243506214,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
131,0.2011127604357409,0.04210172595905639,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
132,1.1228872559374974,0.06326682372044212,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
133,0.3452825807987524,0.056651696330555744,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
134,0.7414618703806458,0.049994105788748876,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
135,0.3778249699946713,0.023523719176211336,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
136,0.4969358903214306,0.010385353614449783,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
137,0.6740750248404986,0.09220326317869976,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
138,0.3925489935899976,0.10054140205961747,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
139,1.3207475921051324,0.08505873125682151,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
140,0.4885705347445563,0.07587491422908932,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
141,0.10735847068358198,0.03718370859609127,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
142,0.3936318007949392,0.01825911156197287,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
143,0.22550120622374775,0.13721175456932583,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
144,0.9078993010985748,0.17681159189522744,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
145,0.047817669289516,0.03241992801676072,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
146,0.22815514092628264,0.029549305717531355,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
147,0.9119972113490864,0.0031603783946991156,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
148,0.3375141085281845,0.015384300018103963,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
149,0.3079725137074735,0.046465995627429195,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
150,0.3392965025143158,0.020087267835377225,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
151,0.3048700669293353,0.06404301072470858,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
152,0.8335335706215632,0.053336484873884815,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
153,0.8189725402550873,0.008440980166787349,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
154,0.17699973544112854,0.024206632060209246,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
155,0.16031836885228684,0.03424168799548033,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
156,0.19524184984026538,0.031016877235717534,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
157,0.21199794876374706,0.059438236235747,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
158,0.3069733657077085,0.03930241429220549,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
159,0.2006554643278948,0.12403470822453837,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
160,0.5427420829383769,0.08035261072590591,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
161,0.21423867924584597,0.06828760665201354,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
162,0.5100714570276099,0.0023859322219370385,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
163,0.11882711211672736,0.025121542999029675,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
164,0.4404299751736511,0.0487821339341644,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
165,0.3817954919195139,0.055680593146035254,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
166,3.4656867386461077,0.11872582850238385,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
167,0.2777269567195542,0.04181649468268517,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
168,0.20642676776305077,0.03513603409776833,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
169,0.43185867622211166,0.1492640829312264,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
170,0.8396646501435919,0.07253369825343875,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
171,1.5395500669745326,0.08854776111434717,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
172,0.4819799042805491,0.09492830134048884,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
173,0.32771113991832246,0.014915130976763738,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
174,0.2514746070352314,0.020869225150566828,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
175,0.6244273855229673,0.13273987179581126,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
176,0.10791798947709336,0.060142806138919674,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
177,0.3529103978059841,0.14196531823595007,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
178,0.640861968603163,0.05159263862908342,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
179,1.2205761056392916,0.10856633382690173,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
180,0.3069315077143442,0.010636172188929732,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
181,0.517188596757606,0.045161445077628946,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
182,0.2730587970379552,0.08189843291618032,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
183,4.432696920256677,0.15703874200642348,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
184,0.6983948910697523,0.16495798880112028,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
185,0.42735696887115543,0.11219201254746462,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
186,0.2889716540861538,0.09910580811005196,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
187,0.5903962251859411,0.005159521390564869,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
188,0.31460176686966224,0.19203567843045555,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
189,0.8285410432014635,0.07758554538255133,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
190,0.09551607370679398,0.06414159195674088,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
191,0.290830418680482,0.02928464204697821,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
192,0.23843945857677343,0.04037556836596174,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
193,0.38828781432290593,0.15317131046121868,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
194,3.444579369982469,0.12781562754955936,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
195,0.7612059975148808,0.11532460952647733,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
196,0.6089688348987583,0.06835742023728321,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
197,0.217247814320751,0.018556972622705656,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
198,1.0378478817271894,0.14035630126493304,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
199,0.3563243582017037,0.10387750643392948,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
200,0.14762136319008975,0.025679127568012258,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
201,0.10498325405986074,0.03305979522548683,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
202,0.2822557017964634,0.05556613614230511,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
203,0.29152154918224127,0.13541668638053905,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
204,0.2650424037181894,0.047680591780282555,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
205,0.13272140065814292,0.03654373241332772,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
206,0.40569503449881167,0.17377416929313896,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
207,0.5666035918405549,0.08571224163362315,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
208,0.30428517251435944,0.010482489457407856,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
209,1.2256443940803754,0.07452284952003668,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
210,0.333635850701132,0.09126563682000502,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
211,0.2454627040415314,0.12403224701148512,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
212,0.26241988094590774,0.015374798076259428,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
213,0.20625139000232648,0.041400230593610546,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
214,0.3178092156908348,0.1471161158463138,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
215,0.2091779154352032,0.020759600884403488,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
216,0.6638306011819384,0.06165446311156689,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
217,1.794240266925522,0.11994100395783631,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
218,0.6830541247171769,0.06706922459432135,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
219,0.3157214603410426,0.13134300168988466,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
220,0.26787818516660744,0.05491454456726958,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
221,0.25228869687723,0.049798616092556564,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
222,0.45690802419679555,0.006448618412552558,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
223,0.23898293509756857,0.16193172770011274,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
224,0.7342665871774423,0.07170644195872042,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
225,0.2929169464126549,0.16726994236149173,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
226,0.10087414496596253,0.044405165558221,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
227,1.647553960440454,0.1078868920462111,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
228,0.154122037296485,0.027965484995501413,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
229,0.3018460650613125,0.18316561424694666,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
230,0.8560591575369497,0.09651813786518058,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
231,0.43943037819165015,0.05864618199995393,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
232,0.31199646001048176,0.022673645458552598,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
233,0.45102498721096007,0.013412731200639169,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
234,0.10499920919331421,0.03258918397189962,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
235,0.13580140988183653,0.038663526046071664,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
236,0.4699349533252066,0.0027013343364800935,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
237,0.37732886308381175,0.07701532299596081,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
238,1.4797914626365094,0.08239860753427562,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
239,0.5758139265461107,0.1440814573062529,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
240,0.3193416495958192,0.11560526169708321,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
241,2.0361926875347476,0.09996015069039374,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
242,1.5397603628400067,0.06497530550884462,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
243,0.13702520192735157,0.02577951135717288,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
244,0.16876950851155667,0.036504841339606235,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
245,0.3513183980144356,0.05177739708704233,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
246,0.4624238083288723,0.009495697773535098,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
247,0.5000759816079973,0.10433255190764967,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
248,0.29675278520775017,0.08779761864464682,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
249,0.13563526594665568,0.03078709245596347,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
250,1.013290628169346,0.002059152043572942,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
251,1.131033518572507,0.15581453263735356,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
252,0.16867216192188622,0.04623018692560144,0.009324615345329726,-0.06702464541055266,0.05,0.5,30.0,12.0
