test,loss,k_on,superhelical_op,spread,k_closed,k_open,width,threshold,k_ini,gamma,kappa,velocity,stall_torque,k_off
0,0.749498953672809,0.0600248738792557,-0.0035872059791583755,0.023443281068088313,0.36200447163629146,0.3420542386996873,0.008919114726247282,-0.07534726136520323,0.4538922131200593,0.1574466530036881,0.5,30.0,12.0,0.3636632804539975
1,0.262177191895576,0.04868986425790787,-0.03999865946851982,0.02214934051095155,0.39682755928534663,0.39480877065753783,0.008919114726247282,-0.07534726136520323,0.32734174652878334,0.1574466530036881,0.5,30.0,12.0,0.29843103714469593
2,0.19802107060939286,0.3994865536376442,-0.020387843299703737,0.030136256707310037,0.1218022267101249,0.4424732230481714,0.008919114726247282,-0.07534726136520323,0.33464966483479247,0.1574466530036881,0.5,30.0,12.0,0.3920448049803565
3,0.05119453974848817,0.35665752648595767,-0.05707868532605326,0.008341908608046322,0.3911371503741421,0.1419679425183113,0.008919114726247282,-0.07534726136520323,0.11795829449438994,0.1574466530036881,0.5,30.0,12.0,0.08427848417499842
4,0.23078829074380458,0.4080797822100445,-0.07590360442929658,0.044501184867879316,0.2112210045614753,0.09211607140005092,0.008919114726247282,-0.07534726136520323,0.14294766367642187,0.1574466530036881,0.5,30.0,12.0,0.41797386289841143
5,0.25909334410629375,0.4966855127907894,-0.05220174963836758,0.009992741680790878,0.14865634200150854,0.29359524133097176,0.008919114726247282,-0.07534726136520323,0.011021308400980322,0.1574466530036881,0.5,30.0,12.0,0.42268092699235355
6,0.34463086196154924,0.0921139725544634,-0.09178846882640634,0.030495080577433362,0.29490801240840747,0.25187292123465277,0.008919114726247282,-0.07534726136520323,0.1995259646256713,0.1574466530036881,0.5,30.0,12.0,0.21386640098631934
7,1.1942592116329225,0.3190991126948681,-0.08433912849009821,0.012364401732322021,0.06527113833825718,0.027124724252337758,0.008919114726247282,-0.07534726136520323,0.3014839911319873,0.1574466530036881,0.5,30.0,12.0,0.30414462354786537
8,0.21583924175650174,0.42338662858675863,-0.09197615638618878,0.047283279198944615,0.35626156866421993,0.24515624973449737,0.008919114726247282,-0.07534726136520323,0.27379784593416445,0.1574466530036881,0.5,30.0,12.0,0.29264720030218117
9,7.934848121832397,0.23594407138957266,-0.009210909766833142,0.009109476025985701,0.15166935700798567,0.0699901695950365,0.008919114726247282,-0.07534726136520323,0.06789227254753878,0.1574466530036881,0.5,30.0,12.0,0.44168660903593737
10,0.06626613307298196,0.2771275594382446,-0.04367728197225304,0.01931808335465646,0.32789887100133264,0.4527204918468975,0.008919114726247282,-0.07534726136520323,0.39761749049792244,0.1574466530036881,0.5,30.0,12.0,0.3681036650043233
11,3.093033239409113,0.12935133626228304,-0.09839729616110802,0.011199799552516819,0.40353816306007745,0.02025497350177402,0.008919114726247282,-0.07534726136520323,0.39065619919892247,0.1574466530036881,0.5,30.0,12.0,0.027452873726684264
12,0.08706848449801033,0.356204981511063,-0.06177634282662571,0.02654587008981426,0.029782938849338372,0.1738430494141478,0.008919114726247282,-0.07534726136520323,0.012375300148938461,0.1574466530036881,0.5,30.0,12.0,0.029812532110303352
13,0.08848036286313632,0.2458151114227258,-0.048761532637838216,0.025684136546822098,0.39544781616898955,0.204068190077464,0.008919114726247282,-0.07534726136520323,0.22635472295965645,0.1574466530036881,0.5,30.0,12.0,0.055484778784704585
14,0.677829612028001,0.08505609182924688,-0.07013175775562205,0.035804376126285245,0.24364415832151903,0.04272066235880627,0.008919114726247282,-0.07534726136520323,0.06163992730795149,0.1574466530036881,0.5,30.0,12.0,0.4198545014574186
15,0.14456179248958992,0.4745179490601045,-0.028560365293672507,0.04315224094747345,0.19470481976103174,0.42459782090851994,0.008919114726247282,-0.07534726136520323,0.35678236090372584,0.1574466530036881,0.5,30.0,12.0,0.13225119303309948
16,0.12177030676453085,0.46875898257476784,-0.08939278820460886,0.049579869265677,0.10222607601047977,0.39159920817212135,0.008919114726247282,-0.07534726136520323,0.020569120029096118,0.1574466530036881,0.5,30.0,12.0,0.17751607980894704
17,0.18124485584837852,0.30284070536539986,-0.018579100028343204,0.0400889720368502,0.06848033991992418,0.36699857333593616,0.008919114726247282,-0.07534726136520323,0.4657179509197492,0.1574466530036881,0.5,30.0,12.0,0.28236999397233803
