test,loss,k_on,superhelical_op,spread,k_closed,k_open,width,threshold,k_ini,gamma,kappa,velocity,stall_torque,k_off
73,0.336669643698597,0.35010321625575197,-0.025760352748338006,0.015990296305686852,0.1457036818076353,0.41025353328132336,0.009324615345329726,-0.06702464541055266,0.044572153619898185,0.1,0.5,30.0,12.0,0.42409771575227273
74,0.2066508532593122,0.3874218154257295,-0.04104859271177777,0.00984477744865189,0.09742552446590041,0.44381810809769107,0.009324615345329726,-0.06702464541055266,0.2098616918274336,0.1,0.5,30.0,12.0,0.3791240710821585
75,0.17996448618063796,0.4569829911879534,-0.05094232501071996,0.011634200899182203,0.06556133489017771,0.36378588171025084,0.009324615345329726,-0.06702464541055266,0.08239446511337453,0.1,0.5,30.0,12.0,0.4171982553141595
76,4.5201200641242565,0.25873301262831855,-0.08497540079309907,0.006181259060468763,0.1208354374552019,0.31982068556252014,0.009324615345329726,-0.06702464541055266,0.013554712689585954,0.1,0.5,30.0,12.0,0.28558147856856525
77,0.5003613816881116,0.29125447909966223,-0.062018975240998905,0.008475300567615172,0.07626321632750989,0.2856563212033077,0.009324615345329726,-0.06702464541055266,0.1019766984721846,0.1,0.5,30.0,12.0,0.4546446740326969
78,0.22730715528173345,0.36317052937356015,-0.03392315529009832,0.020946030384300637,0.023548722221333904,0.4246809508406558,0.009324615345329726,-0.06702464541055266,0.06652590030082933,0.1,0.5,30.0,12.0,0.301753181926021
79,1.0155442037955196,0.48277750661206265,-0.016712700732661845,0.014363592072464891,0.04961561575477716,0.4716658484292838,0.009324615345329726,-0.06702464541055266,0.18489367781945426,0.1,0.5,30.0,12.0,0.36050110260662493
80,0.5670119613393145,0.43173567163704396,-0.04566120514952608,0.028280296829225622,0.12451163971792999,0.4471631040469029,0.009324615345329726,-0.06702464541055266,0.25657646366125775,0.1,0.5,30.0,12.0,0.33499747838878635
81,0.10645813117049845,0.4174987281472224,-0.02993341770701813,0.01695902582214534,0.1565454400111963,0.30113840826551697,0.009324615345329726,-0.06702464541055266,0.31996611288641846,0.1,0.5,30.0,12.0,0.12798554937230097
82,2.5219507505403573,0.40500866988881734,-0.09987440937382547,0.01805189362955669,0.18468856941020256,0.38840591358319987,0.009324615345329726,-0.06702464541055266,0.2908930872668439,0.1,0.5,30.0,12.0,0.3999955638689462
83,4.8094066943399705,0.3449007468058983,-0.012731330315504283,0.010015980416515777,0.1693512381396544,0.2448779978999613,0.009324615345329726,-0.06702464541055266,0.19689009924412038,0.1,0.5,30.0,12.0,0.20240171065129176
84,0.185556228221173,0.4992423448692315,-0.04900690460779158,0.011520448354641888,0.2333134305128819,0.4641887364793195,0.009324615345329726,-0.06702464541055266,0.11550106866585166,0.1,0.5,30.0,12.0,0.15191574238381145
85,0.11605346286819099,0.2662928945899585,-0.007037946539850407,0.022908137272607668,0.14221048880782228,0.33660481034462825,0.009324615345329726,-0.06702464541055266,0.4517993431762003,0.1,0.5,30.0,12.0,0.06586108486117798
86,0.1367688325851142,0.36399759640279555,-0.02437490540995385,0.024655428278506048,0.2631642552672281,0.2212786563393472,0.009324615345329726,-0.06702464541055266,0.14052871190521854,0.1,0.5,30.0,12.0,0.31524123595245135
87,1.8820649640839096,0.30333263336190464,-0.0702895328394684,0.021382460403649783,0.2134054272105876,0.3738945107788775,0.009324615345329726,-0.06702464541055266,0.16437012144994262,0.1,0.5,30.0,12.0,0.2505431758199635
88,1.068930393551649,0.38077288515679797,-0.020544272863048375,0.015333628187846782,0.2779354369152208,0.4044390892415615,0.009324615345329726,-0.06702464541055266,0.018055634083385494,0.1,0.5,30.0,12.0,0.38405638760833694
89,0.18125599362223668,0.32421398253383626,-0.0431229263812579,0.030600345794869935,0.2477648002335135,0.430610018867892,0.009324615345329726,-0.06702464541055266,0.03773379025420774,0.1,0.5,30.0,12.0,0.16876625403334006
90,0.06949694685484545,0.24220552847098964,-0.0380827262493457,0.01368286389296459,0.15882805958953322,0.4836354109630506,0.009324615345329726,-0.06702464541055266,0.263353822120654,0.1,0.5,30.0,12.0,0.29898505113959156
91,0.27956732387212857,0.4590787157820734,-0.03263662814198071,0.02687171005533297,0.09043114288878513,0.41874653195431366,0.009324615345329726,-0.06702464541055266,0.12664005456973423,0.1,0.5,30.0,12.0,0.34855686710762745
92,0.3321130074372379,0.48537384084080776,-0.06306583217210845,0.0070655744160531605,0.19116670380469614,0.2687344835472078,0.009324615345329726,-0.06702464541055266,0.23317529630064565,0.1,0.5,30.0,12.0,0.19537413671835618
93,0.14860338610072638,0.2878476747450849,-0.05577874907630659,0.005894728133300633,0.30256700855355645,0.04110864481219584,0.009324615345329726,-0.06702464541055266,0.08175316216688018,0.1,0.5,30.0,12.0,0.08229127341799704
94,1.2391128585159379,0.4378743597400343,-0.07647330636708341,0.01787720651280872,0.3251815676484274,0.18668692065375714,0.009324615345329726,-0.06702464541055266,0.09736038461059467,0.1,0.5,30.0,12.0,0.21356485673128983
95,0.09887241857063718,0.3415480350968721,-0.040738640175331756,0.012641381515352745,0.11986798127595694,0.31366901821830384,0.009324615345329726,-0.06702464541055266,0.06091243008713546,0.1,0.5,30.0,12.0,0.2740806444927435
96,0.08741338868169754,0.3296014966251054,-0.030491801440913742,0.019308342007290796,0.23467527684082437,0.33321932110545616,0.009324615345329726,-0.06702464541055266,0.37067073414047935,0.1,0.5,30.0,12.0,0.23955195133498658
97,11.675128620806047,0.3968598646898346,-0.009401009795760532,0.007924640695304169,0.07337701945271938,0.39193037479678766,0.009324615345329726,-0.06702464541055266,0.41970282381983526,0.1,0.5,30.0,12.0,0.25973693286564525
98,0.05214008766948885,0.445755674340773,-0.025601730314818147,0.03251607339292485,0.17628256305846887,0.3667946597401604,0.009324615345329726,-0.06702464541055266,0.04961747175533106,0.1,0.5,30.0,12.0,0.17520824829990142
99,0.7054594747139046,0.4480365910663132,-0.005106607749420546,0.043345032548585766,0.05307872558094502,0.3655360031568402,0.009324615345329726,-0.06702464541055266,0.04539317646789961,0.1,0.5,30.0,12.0,0.17618496201000686
100,0.38888051568694143,0.41058735773061594,-0.017151705663773255,0.03586683062824307,0.02587062978022965,0.4662435862672928,0.009324615345329726,-0.06702464541055266,0.17578715783238485,0.1,0.5,30.0,12.0,0.1453554892801796
101,0.1238472239974045,0.4231084286262461,-0.02213286143482559,0.04322361683907143,0.18091888591749372,0.4520249061570749,0.009324615345329726,-0.06702464541055266,0.02789665133994587,0.1,0.5,30.0,12.0,0.1210080013310624
102,0.9588110940401064,0.3702996376838175,-0.026379541233729157,0.032613590773904466,0.10132613319767766,0.28184667183498635,0.009324615345329726,-0.06702464541055266,0.11292402124674152,0.1,0.5,30.0,12.0,0.10064148637997641
103,0.5073718184555482,0.2477801988959274,-0.014873721429919705,0.03849302273988678,0.13223868244526896,0.49983345287028785,0.009324615345329726,-0.06702464541055266,0.3404810716769453,0.1,0.5,30.0,12.0,0.22941032620099164
104,0.46954922059959814,0.38258733070936146,-4.4159910889792625e-05,0.04669162119458235,0.21007024523206452,0.35418386120176093,0.009324615345329726,-0.06702464541055266,0.07889415339250568,0.1,0.5,30.0,12.0,0.28066517704702043
105,1.2752672982053554,0.4644784789258524,-0.03717611035749872,0.040262410530034036,0.2696736386404078,0.25121343370718974,0.009324615345329726,-0.06702464541055266,0.31188708625564887,0.1,0.5,30.0,12.0,0.3216549011624898
106,0.1183906516521838,0.35588981518045293,-0.012531447895200769,0.029693426490635184,0.11421186137182758,0.1384298172559647,0.009324615345329726,-0.06702464541055266,0.47824982373159075,0.1,0.5,30.0,12.0,0.18900993034676228
107,1.9367252533362858,0.27858701404499386,-0.09481901088115761,0.03337288562963602,0.28688255211395697,0.324200484220421,0.009324615345329726,-0.06702464541055266,0.22207463193580765,0.1,0.5,30.0,12.0,0.16078055370861216
108,0.5491661015194432,0.48955993555844,-0.05176694198447597,0.031343392547205744,0.22540244487004613,0.4122699569992602,0.009324615345329726,-0.06702464541055266,0.05187815205277213,0.1,0.5,30.0,12.0,0.31080369941371233
109,2.143582210425431,0.2968677734426425,-0.047512360835814144,0.035663508855309056,0.14882264395192127,0.29999429351679135,0.009324615345329726,-0.06702464541055266,0.1448667013723934,0.1,0.5,30.0,12.0,0.29655494100622765
110,1.1003926175496346,0.47576991496101617,-0.03443977002553284,0.03731716860264851,0.0383135432221622,0.3422895741106631,0.009324615345329726,-0.06702464541055266,0.13372168537169027,0.1,0.5,30.0,12.0,0.20761845711929
111,1.805134010682203,0.2247993244082199,-0.044422890642485946,0.048732120889164454,0.16939627745956354,0.3770285388655459,0.009324615345329726,-0.06702464541055266,0.23874216795117686,0.1,0.5,30.0,12.0,0.1398822421304857
112,0.18269407008614846,0.27100587104603413,-0.0028890235783682605,0.027699799571714066,0.08556769063415967,0.39837071446091665,0.009324615345329726,-0.06702464541055266,0.20651530492355644,0.1,0.5,30.0,12.0,0.25906588446245277
113,0.6081071265649073,0.4012491703559585,-0.020147416480752522,0.02551237999471017,0.061293957550274614,0.29072367360139373,0.009324615345329726,-0.06702464541055266,0.06961644609399968,0.1,0.5,30.0,12.0,0.34001413523724744
114,3.3391615499287717,0.3202432003007998,-0.022821279963138805,0.009032087149218989,0.1910501225692724,0.44053710088419246,0.009324615345329726,-0.06702464541055266,0.1604856028210167,0.1,0.5,30.0,12.0,0.35996301886008286
115,0.213005569351749,0.44061920182760234,-0.008721018949386677,0.02348251482922627,0.25574445233558935,0.4813810646784007,0.009324615345329726,-0.06702464541055266,0.09299564027984128,0.1,0.5,30.0,12.0,0.23348163921834378
116,0.4052628713003058,0.38824348350057836,-0.02905258746356896,0.03431983829998633,0.13603716985947137,0.30771967820137247,0.009324615345329726,-0.06702464541055266,0.010185017622837661,0.1,0.5,30.0,12.0,0.17440435709231789
117,2.400169632329002,0.33741580861886333,-0.05444899233389276,0.04239902987201953,0.15957186438676865,0.23049948408630955,0.009324615345329726,-0.06702464541055266,0.10830376969918509,0.1,0.5,30.0,12.0,0.24815877792945742
118,0.43349912925097406,0.16616996178272284,-0.02423148354540769,0.0263413382402845,0.3670980212225531,0.26426977877439106,0.009324615345329726,-0.06702464541055266,0.12097988911870378,0.1,0.5,30.0,12.0,0.4113315140062984
119,3.794505866177311,0.13205415416274696,-0.06893846930648648,0.0395673021498762,0.011975782348636388,0.4237338037098404,0.009324615345329726,-0.06702464541055266,0.033712781993414584,0.1,0.5,30.0,12.0,0.27483286953009806
120,7.40559094275592,0.31053690136759754,-0.07397233910185425,0.045328021977653836,0.4336921131251329,0.3581918834416584,0.009324615345329726,-0.06702464541055266,0.2786823218268353,0.1,0.5,30.0,12.0,0.22007127709662022
121,0.13052945575239014,0.3474603460043968,-0.05938389642024161,0.010835283712685554,0.49598488374126803,0.20942424274608787,0.009324615345329726,-0.06702464541055266,0.15563311792628837,0.1,0.5,30.0,12.0,0.03449970299067401
122,0.6422556942444717,0.4289942452865609,-0.04142028029236357,0.01612092998714886,0.29697973824140156,0.15807013536106315,0.009324615345329726,-0.06702464541055266,0.02357377068769262,0.1,0.5,30.0,12.0,0.19572841257079776
123,0.20613609526429902,0.358594432786942,-0.027221617289435597,0.024531169043441013,0.23907256945428218,0.38389048271488424,0.009324615345329726,-0.06702464541055266,0.18864000626232794,0.1,0.5,30.0,12.0,0.3767504372641054
124,0.40100651122220476,0.3691836816833036,-0.03330949966594928,0.029686212972262028,0.20060009102431628,0.10247918141168061,0.009324615345329726,-0.06702464541055266,0.17115556400261395,0.1,0.5,30.0,12.0,0.16040227389183845
