test,loss,k_on,width,threshold,gamma,kappa,velocity,stall_torque
99,0.3824717785462522,0.049123144436322354,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
100,0.5475032229141321,0.042807946257552076,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
101,0.44812616933552635,0.19309859979759025,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
102,0.09714818235855863,0.037221570495463714,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
103,0.1979111374268337,0.15019136193639782,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
104,0.10132928973488733,0.03747233884975303,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
105,0.07095968643081173,0.038493244651898816,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
106,0.48464575689083284,0.1201319198059425,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
107,0.4448180878563183,0.18502657038991818,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
108,0.164638069256486,0.06437528862933739,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
109,0.16644166100962646,0.015411897533724194,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
110,1.045553628513133,0.1324722819912199,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
111,0.5522947042406368,0.10328834143281651,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
112,0.23528253939548818,0.010717146779963119,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
113,0.6234749491698511,0.11025208808746993,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
114,0.3082553292811492,0.034770732536524185,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
115,1.741689231472174,0.092221119448318,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
116,0.21103577903094906,0.08208759272719351,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
117,0.5122151392590015,0.046509103545573305,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
118,0.29347622564065823,0.05530539540639802,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
119,1.3592469205829099,0.09921749258486717,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
120,0.03150932523895,0.025603984698118892,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
121,0.2564010658674295,0.004210116793317009,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
122,0.08221255156891075,0.0267898080772812,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
123,0.07613812070634032,0.02141260791843068,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
124,0.2475815531104273,0.07025115226617523,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
125,2.7086513787661186,0.16313189226812208,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
126,1.7163175385479275,0.07791458852111444,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
127,0.28035468261482305,0.014516929789630904,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
128,0.492761964517908,0.14365518484099726,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
129,0.17015576497470478,0.0068495665286236185,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
130,0.0580193715485796,0.031806788476268305,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
131,0.1818204555997001,0.01966987639590225,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
132,0.1519510716724195,0.0333021617655931,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
133,0.29169064480005163,0.043236845013270346,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
134,0.4127077359659116,0.19901077169870238,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
135,0.37571899353494087,0.06756739484557536,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
136,1.8831594041572268,0.0025715310192116897,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
137,0.5069704920632038,0.05849142826801823,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
138,0.18260833548437394,0.02446572130413865,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
139,0.09373102124966745,0.049500121480392775,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
140,0.8327934178567666,0.15623930514547393,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
141,0.6535037817241139,0.17627520997707594,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
142,0.36959854911744744,0.011577874530754761,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
143,0.3462415898433196,0.1314123207250597,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
144,0.12973216018729508,0.02917638090199662,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
145,0.35133749414668813,0.03905304381366183,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
146,0.1157709346698042,0.01793375754735454,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
147,0.1822039062479936,0.05084907038028402,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
148,0.5297949963722616,0.06287897258792255,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
149,0.06601997243592082,0.03224435344151911,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
150,0.10844460884945491,0.03236498606775872,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
151,0.19365301235017587,0.045738552077994696,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
152,0.25534297791991006,0.007704039143673024,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
153,0.3091681503489684,0.02405556047018499,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
154,0.3076290784186745,0.05617469656740551,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
155,0.07377224758579262,0.041136034901675,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
156,0.3483064041114803,0.07355937786872882,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
157,0.1831642524485144,0.014239209928954073,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
158,0.1478693744778929,0.053622627719621535,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
159,0.2217290434700621,0.029194257139703545,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
160,0.13597804289062804,0.019002201172873025,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
161,0.5445317287634206,0.08932253679089658,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
162,0.13796985554158236,0.026382936712001967,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
163,0.38275526351289696,0.03568374608708787,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
164,0.3255177502306259,0.01108061444306125,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
165,0.48975905951397547,0.061838541359748575,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
166,0.8575950246239187,0.002616694736361627,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
167,0.11975555898617984,0.046382914492251334,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
168,0.0985322685353252,0.03134030008086814,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
169,0.06049911189946015,0.042447392235496206,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
170,0.6591795070314879,0.0671045206559704,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
171,0.09634267750124972,0.021950777548191903,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
172,0.09566877502059674,0.05989291844083172,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
173,0.8665325702638824,0.08110587697752847,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
174,0.08326914857034375,0.041995654324416654,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
175,0.20956813832151383,0.05353434814364518,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
176,0.25451190414087804,0.006758742106956268,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
177,1.0290380056426833,0.10998018806642978,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
178,0.5987009534919774,0.08674422943021763,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
179,0.36565076905900706,0.07418965181935884,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
180,0.19228618727248423,0.017020705667969743,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
181,0.3423996946051876,0.048475549041612526,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
182,0.0959334758450789,0.036605619489335335,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
183,0.45979484019699934,0.09914310533568543,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
184,0.051528016019637135,0.027556999383006636,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
185,0.10055429910379705,0.024214650919188972,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
186,0.3761802459139285,0.012259842062874041,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
187,0.570247974743486,0.003793189088535473,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
188,0.09623538558664373,0.02789125132542602,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
189,0.7682618070943,0.12331283851662242,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
190,0.2993060898811258,0.1696527653003983,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
191,0.2342317430198614,0.00916387038281851,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
192,0.18379434839924919,0.017478683741847405,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
193,0.12236124910100052,0.0509135349988464,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
194,0.44689560760651154,0.06485838309654163,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
195,0.29148208382559665,0.0773742113710748,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
196,0.18173739427824018,0.05715879158765327,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
197,0.9078395372280669,0.0020183456686464207,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
198,0.08043141176235305,0.03455550181174738,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
199,0.11151653586147843,0.04500216575576942,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
200,0.45447590597607285,0.06955488954957204,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
201,0.3964256914811226,0.02106675589650171,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
202,0.43659133014250573,0.01461142461929564,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
203,1.7002158438050095,0.09308594571276095,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
204,0.10870187704722806,0.041125135929578706,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
205,0.08382083721192986,0.0274882375490153,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
206,0.11150262577607456,0.031895079396587,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
207,0.3669828562721754,0.008359729685382289,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
208,0.13318182431036435,0.03794097437508866,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
209,0.08970854304223959,0.022950096775247085,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
210,0.27808151758866917,0.0020492930231523314,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
211,0.3023186897081605,0.05386581826816027,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
212,0.1670395954969541,0.04534561902495777,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
213,0.6625821993822083,0.11646510669911862,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
214,0.43943384057221346,0.08538256325752064,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
215,1.1734062706724213,0.06141536978740336,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
216,1.6762613937257353,0.10468420094635877,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
217,3.4889025432098144,0.049023402890001955,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
218,0.27919167863627614,0.07087957859048617,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
219,0.3457572988789819,0.01836853805834497,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
220,0.3067499597061612,0.011457293012749902,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
221,0.5027356768510163,0.03921979843442406,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
222,0.1706700058654076,0.05830638423506289,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
223,0.1520093174238453,0.025028972791686012,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
224,0.4266328352463676,0.18791056140629797,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
225,0.06911509710059865,0.03387399121103427,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
226,0.8788097481247891,0.1387200021989311,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
227,0.4422401398913989,0.006025513369621236,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
228,0.5316162481349368,0.08087239047303482,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
229,2.170489130914042,0.06611246074840575,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
230,0.16605442891059288,0.014889725043034357,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
231,0.1768030084274084,0.030112921093848513,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
232,0.43472561164606216,0.12765405368446653,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
233,0.923225197369899,0.0756073644812848,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
234,0.8546191974317005,0.14510283689108558,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
235,0.1599140776992193,0.020861770703050786,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
236,0.2657601461777068,0.09694088908793883,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
237,0.8271708011098805,0.04994555752975617,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
238,0.16959658755842769,0.035903066748434916,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
239,1.820008155262658,0.11075659390449791,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
240,0.4447462555212716,0.04328033164419606,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
241,0.7707107570136564,0.15177920698993774,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
242,0.0581369618465227,0.05431341832508965,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
243,0.286808605019679,0.05286415912307494,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
244,1.1385608876285016,0.0638075174737506,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
245,0.43555016951377334,0.05783429473710401,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
246,0.7031055425405798,0.08854557446245823,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
247,0.12304954857690062,0.027108608515982763,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
248,0.25882953597870395,0.009676646408177433,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
249,1.6526269653428214,0.0720373793366528,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
250,0.16070991226662532,0.04715511421460444,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
251,0.11328062476191936,0.038841740364725076,0.008982728896412821,-0.07376554902612806,0.05,0.5,30.0,12.0
