test,loss,k_on_topoI,k_off_topoI,k_cat_topoI,width_topoI,threshold_topoI,k_on_gyrase,k_off_gyrase,k_cat_gyrase,width_gyrase,threshold_gyrase,sigma0_gyrase
0,6.170534075593137,0.08804083336401218,0.9978314175778343,19.66285404214509,0.22701995785671977,0.6684464129620482,0.050153077138874035,0.5008182683724998,3.14451979936609,0.22137873151361814,-0.18757372554672186,-0.11
1,7.025781750957838,0.00591493173654998,0.34390452192340715,13.10188619463922,0.17920820444954405,0.5276676225676662,0.037638739994494234,0.31658889663804535,7.403922954118687,0.2596943133868082,-0.22003843608736653,-0.11
2,0.4223866666820188,0.09215995487940366,0.5480749159642078,15.398735715722411,0.2572676411784987,0.7575088707641768,0.03180419093680112,0.13796070456867063,7.930505724329007,0.06280845301172044,-0.05321746785106095,-0.11
3,36.65030472922771,0.04074036054861189,0.7447115962119966,1.4751042861216934,0.14821322128295625,0.4364047859733574,0.08337088776786865,0.4756427945915933,8.568377167242886,0.0014437845611142905,-0.0012233155694922162,-0.11
4,15.629368359239672,0.023558740055047402,0.9998136628105139,15.9587901779971,0.0061725027707522345,0.018174557757215732,0.001231295461485977,0.7264548234380797,10.185368291615966,0.13464387245433682,-0.11408346504480714,-0.11
5,14.611608379928825,0.004979013370917995,0.632803273382913,6.813184862326905,0.053369805649612086,0.15714413606525512,0.08997765914864107,0.038161606124050555,10.09936546216933,0.1347415317612749,-0.11416621156662267,-0.11
6,6.4731169242457,0.04162309868255758,0.6662473500837871,5.035943861542565,0.1257913990415085,0.3703850985816976,0.06769561520947952,0.9063328609428949,12.517436244525053,0.22074158686277262,-0.1870338742473033,-0.11
7,5.1354624182454,0.00616539466669607,0.5912683078807657,6.453624615958054,0.003600182740186456,0.010600518392327245,0.05215843479491775,0.020907398978277338,7.330799140540824,0.2309781332668237,-0.19570727811321012,-0.11
8,13.961801934236906,0.09010826705189075,0.5378963544436483,2.7279478876096297,0.13781497313834323,0.4057877788213137,0.050470450786855754,0.4934476603521422,1.02261781468858,0.24484916934224965,-0.20746017730127223,-0.11
9,14.169502852349776,0.06766214936143675,0.35568056794863234,13.269244064013979,0.19720187320298557,0.5806488822235086,0.055561038241925584,0.4248216387242649,15.572613726758606,0.0038878758609607587,-0.003294188898443108,-0.11
10,17.01009470864244,0.03457913554707356,0.5075196364290321,2.51409479750067,0.1444881051028854,0.4254364086908332,0.09297594995117374,0.12258233970513881,6.139273398448973,0.12857819881274074,-0.10894403274647572,-0.11
11,4.052579796211133,0.05560208049968313,0.5337317422784316,19.902022453383697,0.26289959645938416,0.7740918194221382,0.05604147294970682,0.13307517151928352,17.199999392517405,0.008026032049069244,-0.006800439782575495,-0.11
12,27.02265817780254,0.001505905172609125,0.08280867404835285,13.552927708330039,0.2650094330671036,0.7803041045695797,0.05314384778469652,0.1824065279792237,0.011160489601813595,0.10639842680061756,-0.09015115937672777,-0.11
13,1.4375993153363509,0.09785621827553877,0.3944262366935212,2.4951429539094128,0.01986105810009136,0.058479673637398366,0.015581423432693961,0.729025256496962,14.14016508454927,0.1940923017669542,-0.16445399200476776,-0.11
14,2.2318420968643746,0.03887651720468356,0.46641272130475037,12.188886272168734,0.2715707841871112,0.7996236025633274,0.06299669263733942,0.5472918169628618,14.981215742739025,0.1544953491588005,-0.13090357878202563,-0.11
15,5.46076063520757,0.07883575265912493,0.19851333871502735,1.4624608615382728,0.21134250680761535,0.6222851149990913,0.038993362274279214,0.9683590023865142,19.004759350594917,0.1930043120314331,-0.16353214062973748,-0.11
16,3.7401415708658488,0.010377895672604467,0.23731835356343664,8.946471797773032,0.19660605715890309,0.5788945382388994,0.008152035487533427,0.0725660385929677,6.015292172739784,0.18228596645352468,-0.15445050935468504,-0.11
