k_cat_gyrase,k_cat_topoI,k_off_gyrase,k_off_topoI,k_on_gyrase,k_on_topoI,sigma0_gyrase,threshold_gyrase,threshold_topoI,width_gyrase,width_topoI
13.828017129619763,9.790490532136694,0.6303243788733132,0.09262966522962973,0.00010843582722117008,0.00013127163747526276,-0.13439488841332126,0.07137958407839706,0.042495019241894416,0.00999963348713006,0.10994937667850312
