k_cat_gyrase,k_cat_topoI,k_off_gyrase,k_off_topoI,k_on_gyrase,k_on_topoI,sigma0_gyrase,threshold_gyrase,threshold_topoI,width_gyrase,width_topoI
5.233864569904199,17.660062464833576,0.8938225456388136,0.3119583170612096,0.01891384691083762,0.012019691440839957,-0.20914990363154623,0.13657129845790617,-0.0150063839833501,0.18895322614979523,0.026340842677166996
