frame,time,type,name,concentration
104,26.0,topo,topoI,0.17
104,26.0,topo,gyrase,0.44
104,26.0,lacI,lacI,0.2
105,26.25,RNAP,RNAP,0.2
105,26.25,topo,topoI,0.17
105,26.25,topo,gyrase,0.44
105,26.25,lacI,lacI,0.2
106,26.5,RNAP,RNAP,0.2
106,26.5,topo,topoI,0.17
106,26.5,topo,gyrase,0.44
106,26.5,lacI,lacI,0.2
107,26.75,RNAP,RNAP,0.2
107,26.75,topo,topoI,0.17
107,26.75,topo,gyrase,0.44
107,26.75,lacI,lacI,0.2
108,27.0,RNAP,RNAP,0.2
108,27.0,topo,topoI,0.17
108,27.0,topo,gyrase,0.44
108,27.0,lacI,lacI,0.2
109,27.25,RNAP,RNAP,0.2
109,27.25,topo,topoI,0.17
109,27.25,topo,gyrase,0.44
109,27.25,lacI,lacI,0.2
110,27.5,RNAP,RNAP,0.2
110,27.5,topo,topoI,0.17
110,27.5,topo,gyrase,0.44
110,27.5,lacI,lacI,0.2
111,27.75,RNAP,RNAP,0.2
111,27.75,topo,topoI,0.17
111,27.75,topo,gyrase,0.44
111,27.75,lacI,lacI,0.2
112,28.0,RNAP,RNAP,0.2
112,28.0,topo,topoI,0.17
112,28.0,topo,gyrase,0.44
112,28.0,lacI,lacI,0.2
113,28.25,RNAP,RNAP,0.2
113,28.25,topo,topoI,0.17
113,28.25,topo,gyrase,0.44
113,28.25,lacI,lacI,0.2
114,28.5,RNAP,RNAP,0.2
114,28.5,topo,topoI,0.17
114,28.5,topo,gyrase,0.44
114,28.5,lacI,lacI,0.2
115,28.75,RNAP,RNAP,0.2
115,28.75,topo,topoI,0.17
115,28.75,topo,gyrase,0.44
115,28.75,lacI,lacI,0.2
116,29.0,RNAP,RNAP,0.2
116,29.0,topo,topoI,0.17
116,29.0,topo,gyrase,0.44
116,29.0,lacI,lacI,0.2
117,29.25,RNAP,RNAP,0.2
117,29.25,topo,topoI,0.17
117,29.25,topo,gyrase,0.44
117,29.25,lacI,lacI,0.2
118,29.5,RNAP,RNAP,0.2
118,29.5,topo,topoI,0.17
118,29.5,topo,gyrase,0.44
118,29.5,lacI,lacI,0.2
119,29.75,RNAP,RNAP,0.2
119,29.75,topo,topoI,0.17
119,29.75,topo,gyrase,0.44
119,29.75,lacI,lacI,0.2
120,30.0,RNAP,RNAP,0.2
120,30.0,topo,topoI,0.17
120,30.0,topo,gyrase,0.44
120,30.0,lacI,lacI,0.2
121,30.25,RNAP,RNAP,0.2
121,30.25,topo,topoI,0.17
121,30.25,topo,gyrase,0.44
121,30.25,lacI,lacI,0.2
122,30.5,RNAP,RNAP,0.2
122,30.5,topo,topoI,0.17
122,30.5,topo,gyrase,0.44
122,30.5,lacI,lacI,0.2
123,30.75,RNAP,RNAP,0.2
123,30.75,topo,topoI,0.17
123,30.75,topo,gyrase,0.44
123,30.75,lacI,lacI,0.2
124,31.0,RNAP,RNAP,0.2
124,31.0,topo,topoI,0.17
124,31.0,topo,gyrase,0.44
124,31.0,lacI,lacI,0.2
125,31.25,RNAP,RNAP,0.2
125,31.25,topo,topoI,0.17
125,31.25,topo,gyrase,0.44
125,31.25,lacI,lacI,0.2
126,31.5,RNAP,RNAP,0.2
126,31.5,topo,topoI,0.17
126,31.5,topo,gyrase,0.44
126,31.5,lacI,lacI,0.2
127,31.75,RNAP,RNAP,0.2
127,31.75,topo,topoI,0.17
127,31.75,topo,gyrase,0.44
127,31.75,lacI,lacI,0.2
128,32.0,RNAP,RNAP,0.2
128,32.0,topo,topoI,0.17
128,32.0,topo,gyrase,0.44
128,32.0,lacI,lacI,0.2
129,32.25,RNAP,RNAP,0.2
129,32.25,topo,topoI,0.17
129,32.25,topo,gyrase,0.44
129,32.25,lacI,lacI,0.2
130,32.5,RNAP,RNAP,0.2
130,32.5,topo,topoI,0.17
130,32.5,topo,gyrase,0.44
130,32.5,lacI,lacI,0.2
131,32.75,RNAP,RNAP,0.2
131,32.75,topo,topoI,0.17
131,32.75,topo,gyrase,0.44
131,32.75,lacI,lacI,0.2
132,33.0,RNAP,RNAP,0.2
132,33.0,topo,topoI,0.17
132,33.0,topo,gyrase,0.44
132,33.0,lacI,lacI,0.2
133,33.25,RNAP,RNAP,0.2
133,33.25,topo,topoI,0.17
133,33.25,topo,gyrase,0.44
133,33.25,lacI,lacI,0.2
134,33.5,RNAP,RNAP,0.2
134,33.5,topo,topoI,0.17
134,33.5,topo,gyrase,0.44
134,33.5,lacI,lacI,0.2
135,33.75,RNAP,RNAP,0.2
135,33.75,topo,topoI,0.17
135,33.75,topo,gyrase,0.44
135,33.75,lacI,lacI,0.2
136,34.0,RNAP,RNAP,0.2
136,34.0,topo,topoI,0.17
136,34.0,topo,gyrase,0.44
136,34.0,lacI,lacI,0.2
137,34.25,RNAP,RNAP,0.2
137,34.25,topo,topoI,0.17
137,34.25,topo,gyrase,0.44
137,34.25,lacI,lacI,0.2
138,34.5,RNAP,RNAP,0.2
138,34.5,topo,topoI,0.17
138,34.5,topo,gyrase,0.44
138,34.5,lacI,lacI,0.2
