type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-133.89168690299715,-0.03792372881356034
origin,ori,ori,3085.0,0,100.0,-133.89168690299715,-0.03792372881356034
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
