type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,9.411317051549943,0.0026656788326223325
origin,ori,ori,3085.0,0,100.0,9.411317051549943,0.0026656788326223325
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
