type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-183.97599446788797,-0.08497712375981796
RNAP,RNAP,tetA,803.0,1,32.0,46.0451170102745,0.034198770561339534
origin,ori,ori,3085.0,0,100.0,-183.97599446788797,-0.08497712375981796
EXT,EXT_R,EXT,6803.0,0,0.0,0.0,-0.06
