type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-122.22291418966255,-0.03461864406779732
origin,ori,ori,3085.0,0,100.0,-122.22291418966255,-0.03461864406779732
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
