type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-97.98777086196878,-0.027754237288136
origin,ori,ori,3085.0,0,100.0,-97.98777086196878,-0.027754237288136
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
