type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-73.12822490442089,-0.03821342838251454
RNAP,RNAP,tetA,383.0,1,32.0,4.312385825785669,0.0026990801375575838
origin,ori,ori,3085.0,0,100.0,-73.12822490442089,-0.03821342838251454
EXT,EXT_R,EXT,6383.0,0,0.0,0.0,-0.06
