type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-83.92897550225625,-0.03714405954929503
topo,gyrase,8,961.0,0,120.0,-48.01791594852108,-0.04004193170752096
origin,ori,ori,3085.0,0,100.0,-83.92897550225625,-0.03714405954929503
EXT,EXT_R,EXT,6961.0,0,0.0,0.0,-0.06
