type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-120.42771838760959,-0.03411016949152566
origin,ori,ori,3085.0,0,100.0,-120.42771838760959,-0.03411016949152566
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
