type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-56.39906811444844,-0.01597457627118732
origin,ori,ori,3085.0,0,100.0,-56.39906811444844,-0.01597457627118732
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
