type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-1319.0,0,0.0,8.830468762288147,0.0033507797252578697
origin,ori,ori,3085.0,0,100.0,0.444709548311121,0.0005400916351495122
topo,gyrase,38,4561.0,0,120.0,8.830468762288147,0.0033507797252578697
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
