type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-114.14453308043191,-0.03233050847457705
origin,ori,ori,3085.0,0,100.0,-114.14453308043191,-0.03233050847457705
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
