type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-170.9924001453916,-0.04843220338983172
origin,ori,ori,3085.0,0,100.0,-170.9924001453916,-0.04843220338983172
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
