type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-79.5870138909421,-0.022542372881356125
origin,ori,ori,3085.0,0,100.0,-79.5870138909421,-0.022542372881356125
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
