type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-97.6885715616257,-0.027669491525423792
origin,ori,ori,3085.0,0,100.0,-97.6885715616257,-0.027669491525423792
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
