type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-121.02611698829332,-0.03427966101694938
origin,ori,ori,3085.0,0,100.0,-121.02611698829332,-0.03427966101694938
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
