type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-104.86935476983233,-0.029703389830508933
origin,ori,ori,3085.0,0,100.0,-104.86935476983233,-0.029703389830508933
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
