type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-112.05013797803886,-0.031737288135594045
origin,ori,ori,3085.0,0,100.0,-112.05013797803886,-0.031737288135594045
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
