type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-121.7741152391496,-0.034491525423729484
origin,ori,ori,3085.0,0,100.0,-121.7741152391496,-0.034491525423729484
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
