type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-53.556674761200554,-0.015169491525424615
origin,ori,ori,3085.0,0,100.0,-53.556674761200554,-0.015169491525424615
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
