type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2001.0,0,0.0,-82.46887951408038,-0.027097122133723214
origin,ori,ori,3085.0,0,100.0,-20.156480503188156,-0.04307421589243861
RNAP,RNAP,mKalama1,3967.0,-1,32.0,-82.46887951408038,-0.027097122133723214
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
