type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-83.92540374590071,-0.023771186440678518
origin,ori,ori,3085.0,0,100.0,-83.92540374590071,-0.023771186440678518
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
