type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-62.53265377145615,-0.017711864406780277
origin,ori,ori,3085.0,0,100.0,-62.53265377145615,-0.017711864406780277
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
