type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-78.53981633974614,-0.022245762711864778
origin,ori,ori,3085.0,0,100.0,-78.53981633974614,-0.022245762711864778
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
