type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-76.8942201878678,-0.0217796610169501
origin,ori,ori,3085.0,0,100.0,-76.8942201878678,-0.0217796610169501
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
