type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-149.88722414059774,-0.07010371469273424
RNAP,RNAP,tetA,758.0,1,32.0,15.845937587430429,0.011538375859317978
origin,ori,ori,3085.0,0,100.0,-149.88722414059774,-0.07010371469273424
EXT,EXT_R,EXT,6758.0,0,0.0,0.0,-0.06
