type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-1919.0,0,0.0,-127.20934488216162,-0.0424826056110144
origin,ori,ori,3085.0,0,100.0,-20.295910186392838,-0.04370752773517074
topo,gyrase,33,3961.0,0,120.0,-127.20934488216162,-0.0424826056110144
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
