type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-1319.0,0,0.0,-101.8327406942879,-0.03864110638645704
origin,ori,ori,3085.0,0,100.0,-18.445378043154044,-0.022401575199164327
topo,topoI,38,4561.0,0,120.0,-101.8327406942879,-0.03864110638645704
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
