type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-128.95489844735573,-0.03652542372881448
origin,ori,ori,3085.0,0,100.0,-128.95489844735573,-0.03652542372881448
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
