type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-87.81499465034705,-0.024872881355933275
origin,ori,ori,3085.0,0,100.0,-87.81499465034705,-0.024872881355933275
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
