type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-99.78296666402053,-0.02826271186440731
origin,ori,ori,3085.0,0,100.0,-99.78296666402053,-0.02826271186440731
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
