type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-109.70763384437956,-0.05355985343941324
RNAP,RNAP,tetA,608.0,1,32.0,21.144640943177695,0.014452097473662603
origin,ori,ori,3085.0,0,100.0,-109.70763384437956,-0.05355985343941324
EXT,EXT_R,EXT,6608.0,0,0.0,0.0,-0.06
