type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-167.05262878236655,-0.07408867889747749
RNAP,RNAP,tetA,953.0,1,32.0,54.40409220364484,0.04329340099318661
origin,ori,ori,3085.0,0,100.0,-167.05262878236655,-0.07408867889747749
EXT,EXT_R,EXT,6953.0,0,0.0,0.0,-0.06
