type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-127.13584012441568,-0.05753049626303483
RNAP,RNAP,tetA,878.0,1,32.0,46.65122833244724,0.03584373457443006
origin,ori,ori,3085.0,0,100.0,-127.13584012441568,-0.05753049626303483
EXT,EXT_R,EXT,6878.0,0,0.0,0.0,-0.06
