type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-69.37079565411506,-0.03939089461875192
RNAP,RNAP,tetA,128.0,1,32.0,-54.19851538708499,-0.030964990474193373
origin,ori,ori,3085.0,0,100.0,-69.37079565411506,-0.03939089461875192
EXT,EXT_R,EXT,6128.0,0,0.0,0.0,-0.06
