type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-149.74924982111742,-0.04241525423728925
origin,ori,ori,3085.0,0,100.0,-149.74924982111742,-0.04241525423728925
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
