test,loss,k_on_topoI,k_off_topoI,k_cat_topoI,k_on_gyrase,k_off_gyrase,k_cat_gyrase,sigma0_gyrase
41,7.865643892318913,0.07571887578156845,0.35768584826584815,0.14396007763627283,0.06858446046113854,0.15352001264386786,10.292428092377726,-0.11
42,10.598489733911684,0.08950773598046428,0.4528412777924507,11.373027446235916,0.05937210092722761,0.36891782754158353,1.6988972847484964,-0.11
43,0.365310329387444,0.07757677338675498,0.5425916489730225,2.2552056705793317,0.035471747836887974,0.14961806978398656,8.31064259448621,-0.11
44,0.9340287107496849,0.07728348194055262,0.5533295962548749,3.2359130821532016,0.03274555994530802,0.14507939333173264,12.593535228199428,-0.11
45,2.6354625867336994,0.06748733678176651,0.4734924127400404,7.165907878539432,0.015554103868662475,0.08844088931727676,5.367832261441093,-0.11
46,0.3978025479545949,0.09995305880466047,0.3808900671807277,0.9326867642083421,0.03548413025513431,0.24194789896435914,9.438484879371911,-0.11
47,1.8192295677471102,0.06164209889498587,0.5286525323755876,5.136473858054547,0.045378203963352,0.020451235254404815,8.345937135704192,-0.11
48,1.5918116607982173,0.08965563924716824,0.306538828132797,7.933996774403241,0.05541190750776073,0.1686777914090218,14.078882579083967,-0.11
49,27.990015339812455,0.0792753683505582,0.5675616822583429,18.490302870809955,0.009894585649599934,0.5530086172205753,0.07825271509183818,-0.11
50,3.8584548557452516,0.06924383950875578,0.20212011390385543,10.815001461707283,0.018386164624183365,0.09256254153415613,12.314996621062164,-0.11
51,2.61979410241642,0.07237563945414555,0.6327497575257819,6.66186317638316,0.039679874063505344,0.4400843101052005,10.155964301312743,-0.11
52,3.2989471260801966,0.040557850404411816,0.12994314363482584,3.5139211994781574,0.022813585152315158,0.34738126818447146,8.589364458621082,-0.11
53,5.349643116439259,0.05935762635439219,0.4079248863272048,13.037454144165707,0.05153665799337358,0.18481822847711143,4.256441747721751,-0.11
54,4.317447807094502,0.06414531419731137,0.25537549330897985,9.46238796181859,0.02853892012383965,0.12705403060311027,6.161320737006584,-0.11
55,9.167373772083009,0.07966580149813687,0.4985487816233667,5.117920755545274,0.001509489080322765,0.5976234991696405,10.70565885635804,-0.11
56,2.7161001153383735,0.09984053243083332,0.6086257855031427,0.6813785787076156,0.03516305271039128,0.06380033778431991,5.506819704561376,-0.11
57,11.010084675171203,0.09222645507833738,0.665080138161798,2.1109358136920364,0.09463554811810743,0.23043365175059716,0.7950520767521887,-0.11
58,1.4041522004103795,0.049663934894386766,0.714918459254248,8.793955729668419,0.0575720586265721,0.41214469532994535,13.336450790342676,-0.11
59,1.7650045050951941,0.03675053857987485,0.17603629561680584,2.78291172649727,0.04424363390232221,0.6470845453112647,9.497364881768464,-0.11
60,0.49492784534612355,0.08637708373347727,0.5172622906217644,1.767927888054915,0.04955645535645964,0.4653775773786086,11.910544364379483,-0.11
61,4.597244671612636,0.06480724425404011,0.09038273442896755,4.999987120264447,0.06306191146996977,0.35069551322155873,14.572841058592985,-0.11
62,0.6416596996121378,0.045427967639514,0.3147241643139179,10.204195058412223,0.07629766625288266,0.02397292847338131,7.046324062267101,-0.11
63,9.71160753333147,0.09658061028527892,0.010877767203941402,6.389548326456736,0.019272133483318507,0.559141541113104,3.787109784725377,-0.11
64,7.341875154567639,0.07075975380743951,0.43317731949147725,3.813305849512873,0.08474190089654665,0.5288484851910339,2.6587956084636204,-0.11
65,0.31661692673513503,0.09915335231620119,0.3682836075887876,0.860061670152467,0.030946615842141718,0.23450538699237516,7.957593932269264,-0.11
66,1.0643719955377078,0.09337563997355301,0.367843804810317,0.6068067135304231,0.007680137764396824,0.2055952868183343,8.256727958739333,-0.11
67,3.1577087549950518,0.08857070324256294,0.27536633340324834,3.049733310286954,0.030220915459295533,0.25645619030122446,5.046505489340764,-0.11
68,0.09892608822384988,0.09971913465159682,0.5791896911079496,0.045863273761707735,0.04268904720305493,0.2878665285311125,6.435598448193376,-0.11
69,1.36379266612415,0.09893631306898798,0.48624040460752865,1.057182603970421,0.025740064722444847,0.38216815624956685,6.507016453848678,-0.11
70,3.713756641061514,0.09527730554723143,0.5771496719579877,0.22802135569790938,0.07126159467087045,0.2786162505226153,1.89371175322876,-0.11
71,0.9097626377806802,0.08150728975456725,0.7551034559016662,1.4692727576103266,0.04314499669432175,0.4168398611080634,8.878720815780412,-0.11
72,0.45727788327783153,0.08561188361679968,0.33489116691817883,2.846404623120949,0.012457464780484425,0.12105191150280811,11.105215163514181,-0.11
73,3.587618680992707,0.0979423093084795,0.4353952007957087,5.523390527583185,0.03847443619959597,0.3453266958517784,7.165011422073445,-0.11
74,4.290569772500591,0.09207017369962861,0.6860637892015203,7.634537385095293,0.048190789165179784,0.4755030569841488,7.890011599792883,-0.11
75,2.475021690308794,0.07393235663520746,0.16887268776227554,4.705610818374543,0.052271551303532504,0.22249658942048342,9.857733865509076,-0.11
76,8.087419468920727,0.08711866614264721,0.23054796758490942,0.0360166909723566,0.060940711271531875,0.2808447248383848,5.876732133926404,-0.11
77,3.3798919400958622,0.01770805535210468,0.3945416604107299,14.770238953477335,0.05556982224408716,0.17913811087916354,3.5700780217862373,-0.11
78,14.006905100407124,0.0944126193707293,0.34687648915724056,3.6902134329219143,0.00353022764693358,0.06790185518256012,0.8750844926738406,-0.11
79,4.324739827720153,0.08386919266660951,0.6160402459864697,0.5347307033269926,0.032714130386732675,0.6196269405952979,4.266055310564484,-0.11
80,2.916133433951386,0.09049599245180502,0.7796889699879057,1.2204899697444636,0.021654104403039783,0.32726436923362506,4.898063465955295,-0.11
81,2.1141007155667197,0.0801403116238475,0.8434479270009386,1.900861726360168,0.04235752141751814,0.438241421290585,6.585496670521823,-0.11
82,1.199568661034595,0.05150433618154986,0.47196185940977037,4.030255379570589,0.06990381723203531,0.5322144907604456,9.373069236308687,-0.11
83,8.01728089351618,0.06800777158352984,0.7236011208143287,15.886148046046145,0.07641146766157594,0.4024447544053524,3.01510524818618,-0.11
84,2.260143494813079,0.07606918521071014,0.6438662472772946,2.586675842578835,0.07319552812112673,0.7305511902005689,10.602698901708944,-0.11
85,2.3552717535541037,0.09962001193711131,0.5899916854220336,8.86592704296093,0.037590253512383195,0.2620719087128421,12.987966025327022,-0.11
86,0.5268526567100152,0.05900938959256627,0.431413607173992,6.885902766258068,0.09438349399635983,0.12225019389362471,8.904572701876893,-0.11
87,3.9792492164645745,0.09704270361112075,0.5418050700763852,12.338246767190501,0.06479133369105487,0.3779956221305376,11.756185124718966,-0.11
88,4.791719956117236,0.08385198550170758,0.2634189695703245,5.947581936334495,0.027393961256866817,0.3027462481519718,7.289829619005834,-0.11
89,4.591074540041543,0.0256652918888651,0.5016935802017266,8.216446988694342,0.045584906278373846,0.19607980952352394,2.122877409733846,-0.11
90,5.7226230230015815,0.087658154350749,0.3043710097884248,18.738722081940722,0.023497359750888007,0.07958020161853621,7.785629774050693,-0.11
91,1.9636246555673416,0.0726750369931348,0.46198087563268286,3.293720237224367,0.04925631602596364,0.15652689579309137,16.016748965914875,-0.11
92,0.9711648663954959,0.09093985895170176,0.8136700467299893,5.531434063123376,0.07834408973292163,0.22882662186040623,9.849750528012287,-0.11
93,1.7115301650305668,0.06208053501774086,0.38172480090230065,0.036534537785813836,0.03267607380269653,0.5118184857307352,5.398835498017815,-0.11
94,5.11523795479571,0.09363396582969688,0.5621565979373853,1.7629250754430092,0.0841819205279417,0.011582794918186257,6.135921780373509,-0.11
95,10.739357903704985,0.057093100589845534,0.6728841874626998,4.5457910509501644,0.05826376859811808,0.46265468078646793,1.3266205669800204,-0.11
96,6.090438364419823,0.07782951987725889,0.5159514147046715,17.535031695285213,0.02005731354777016,0.33047479844815875,11.51575918635913,-0.11
97,3.466195396415575,0.08181203865763637,0.20780985258089024,0.8220526861464297,0.062315750547459525,0.10660509583989886,8.134967257605018,-0.11
98,8.722776559488382,0.06602423389778717,0.41433770935743414,11.190625611420902,0.06729958806119203,0.5833939769240354,3.301455755852067,-0.11
99,0.26033388405633556,0.03661656838719327,0.10763761048645892,2.5279947391199378,0.04042917334685643,0.037382705763951085,4.073608417153775,-0.11
100,14.14005608434357,0.04218062738596423,0.09795108530441066,2.475421734792396,0.055554764528167266,0.03412775603005937,0.44920126682377504,-0.11
101,0.9944352880417726,0.030458587268532265,0.8707147118570645,6.2300978149147,0.04741820310720103,0.16656769582313036,3.898505670660599,-0.11
102,7.269149866322154,0.013849738310928533,0.03932387109762936,9.813675549481973,0.04044280844146493,0.35812760922275516,4.528531430987447,-0.11
103,5.750721059646991,0.006482747658082374,0.15425681048983886,1.3651881394648244,0.08881445034716148,0.6965776401002528,2.6537759840790525,-0.11
104,8.385618081018668,0.03507744556437244,0.7041001826326987,13.489571692391728,0.05347456357916166,0.7948039589723165,5.129923726760402,-0.11
105,0.4815788827947706,0.028904235797725733,0.7405516824600284,7.28711270922259,0.0746378652710297,0.13731772631588732,6.756715823577036,-0.11
106,0.43901773320035903,0.020115027407353263,0.6084101155661069,11.94563096321503,0.038254643442194966,0.05481247569741632,5.614003744286797,-0.11
107,0.6476385808626606,0.039112727190903834,0.6471968168628001,2.056886259805159,0.06095077601492523,0.2886179392029842,8.675999095908317,-0.11
108,0.5255216509137393,0.047353926070648436,0.7757173068489224,3.5645111813001473,0.0507062301031416,0.25242435387012674,6.193303901968719,-0.11
109,1.7571114775736858,0.022391982696990838,0.9442925456588205,3.096772372566977,0.03621049591224684,0.09682342339255828,4.090335613121274,-0.11
110,15.674068121573011,0.02457630062491393,0.5293757687091011,4.918651450006754,0.017262309246619673,0.8939895230806933,1.5037848566099057,-0.11
111,3.7599052261783203,0.05268317103446215,0.06473754114136185,4.217098344481314,0.05721457687270394,0.20894701063284404,12.300699736886372,-0.11
112,2.912800501890807,0.028075563512511302,0.6781835507590239,0.399635737100847,0.09125515706099985,0.42310070566879376,2.130010851542145,-0.11
113,0.5456173501820294,0.010791061423407425,0.5835737660484609,6.781549426963778,0.014356294986834647,0.0710407496094203,4.633769550629107,-0.11
114,0.49990398839678496,0.03777179971178965,0.32522059045694474,5.35484284234672,0.029551848962528333,0.18421705790041346,13.845157488299378,-0.11
115,2.9362287719767703,0.04483410963464775,0.9981444667186421,10.348125327505064,0.04460108087255122,0.3905287821237805,7.514377991842551,-0.11
116,1.4582190417266268,0.015903031054795343,0.2325498895615772,9.196552930386177,0.04175454785623584,0.017246306844342613,10.339604247693895,-0.11
117,10.978690676905423,0.05822545889753249,0.6302472968374024,8.362757543132743,0.01176002270418823,0.6423694867083432,3.1502394206022397,-0.11
118,1.1601474904911244,0.032755722414489624,0.4843213689572898,7.8217255038671585,0.06630347146786424,0.04576539831091625,9.223684233417687,-0.11
119,0.5092597885314308,0.043236384998020946,0.4434264268680088,1.121472808724895,0.07161912713002515,0.48816273872192756,5.855678090012653,-0.11
120,20.66663321576295,0.03495418312510124,0.28894788832893675,3.9381924866650473,0.033748345321285976,0.45137730189563285,0.28208814071575805,-0.11
121,10.26777973191833,0.05052320738225647,0.9185845595693605,2.7280226326680905,0.09662552168228619,0.33362479587205707,0.9622739204314978,-0.11
122,6.223493096918874,0.048656987234359274,0.562166752222601,14.26504120745887,0.05163038713590688,0.3026766483206542,3.5201450010641167,-0.11
123,9.610821903979245,0.04165413892796387,0.4142305852048361,0.039251635170671095,0.04624557385599133,0.13062395040674574,9.73994371079431,-0.11
124,1.7844986500867117,0.018950387631504594,0.6564168886727085,1.5473298233453836,0.0688724310656812,0.5747436349921138,14.939088400001431,-0.11
125,0.3023712015320593,0.05468947080560391,0.8052188392092123,2.1241947336442775,0.06471509595472458,0.2656393149439229,6.975410048731025,-0.11
126,4.883749263932505,0.0019864697856502647,0.6057351178196813,4.659524377245622,0.07855962690212764,0.5145416829291976,5.095676903189461,-0.11
127,7.88797530000939,0.07021107148046604,0.35235177887863856,6.441681379342258,0.026082108949454206,0.36859916305665724,2.3469424796472227,-0.11
128,4.204048241910406,0.06717106791872648,0.12984668050834408,5.787721944971906,0.02133313640668498,0.24121935211013748,17.274247795119972,-0.11
129,0.4469953115038267,0.06042963922307714,0.7060500148398574,3.411610262150771,0.053286649444595754,0.20939579500760158,8.354266116819673,-0.11
130,4.16084810494023,0.06303652280651631,0.7465853383705255,19.935062878726626,0.0851458356857428,0.16919521156630804,6.376056898146287,-0.11
131,0.6415411912251643,0.031479930700781374,0.5297948490484,0.4865228245325355,0.005954637718944118,0.19611051023173048,10.914662829293118,-0.11
132,0.3294594647254189,0.036727036715272054,0.18438282930068478,2.913847810012347,0.05876987621380647,0.1171618426737486,4.33839919264893,-0.11
133,1.7477327464644772,0.07448670922960948,0.8317094731257986,2.464302195346189,0.02423352448046954,0.08873792851505127,2.7536178306798673,-0.11
134,6.625093770078223,0.00918255399089371,0.39377386824053506,16.5663533359801,0.08199098582444884,0.3150835225895247,1.6715201302320803,-0.11
135,2.2219423618294174,0.05622678734185289,0.49488422014436373,10.613144380268965,0.043547473007697096,0.14913903887652766,7.189362137197603,-0.11
136,17.167811931870062,0.0847166642100749,0.24312272567963972,4.262344171348865,0.04036843904216075,0.5419223319358254,0.6177997127198633,-0.11
137,2.359951902503245,0.026506904555584757,0.45279448999985705,1.645899498880222,0.062407155538908014,0.3982736124822663,13.111303558393079,-0.11
138,2.4038139763462514,0.04584874115301188,0.729342541480834,7.414718051180266,0.049083147723154766,0.038547419092172755,11.305410739019525,-0.11
139,2.4969578125640384,0.02077205154625427,0.5463458738661402,12.592290445835314,0.056127104481023586,0.7444455485395678,12.080217169317269,-0.11
140,7.910908378201834,0.08866232529552621,0.20532950526444887,0.06497366171705199,0.09097426183076969,0.4342966031916743,5.760646833206891,-0.11
141,1.5713074857210645,0.03988040819268953,0.27143104526180306,0.8874061421939863,0.031721539918484816,0.28305117187193474,7.822933751404362,-0.11
142,10.007626105928047,0.013768327248999512,0.7656886363160701,15.296491013432703,0.05467509208996074,0.9509977308186797,4.788510305838049,-0.11
143,1.2470487945820388,0.07215052956802284,0.8575839473273061,3.8769312435201115,0.03659216373662837,0.34657837088183274,10.35898545201022,-0.11
144,7.732350887869636,0.09478613732445025,0.02642194489506676,4.948115982385714,0.028126957429758438,0.22630479427867636,8.926495765259043,-0.11
145,0.5114551691222045,0.05480916651500598,0.9667368697768416,2.050103284001702,0.06355448459973247,0.2714673517981782,6.903568370250483,-0.11
146,0.4189294864324043,0.0474239137344847,0.9027270872663133,2.246329709148144,0.06044311701441799,0.2468715362629076,6.684525943075272,-0.11
147,0.648200105566753,0.07855717444109582,0.7936539102818762,1.2373678607219616,0.07302191057753199,0.36494900847330736,7.4405184902314065,-0.11
148,3.797721681963622,0.05244476957116882,0.6232093951168844,3.1969205421571374,0.06445499079860141,0.49009232327974467,3.8952142737486155,-0.11
149,0.3551007510587779,0.04390110037728519,0.9468026837902027,0.5759523131696866,0.07684108123030679,0.26853660334117335,5.419939823784313,-0.11
150,1.0788307383544204,0.06512220879628162,0.5965202966702458,1.8469846540811692,0.06781562036392363,0.10887240181919208,5.9775424876337855,-0.11
151,13.27689497297036,0.02331134596235284,0.8218715079795763,0.011358125300109378,0.07057003275182984,0.012862969390058238,8.557969110352595,-0.11
152,0.6731674762011939,0.08068932201914776,0.7972814279484631,3.537318603516699,0.08722031382460829,0.18126431573619056,9.246961889013987,-0.11
153,1.9907128024425007,0.0757076492757031,0.6812849296268588,5.29873329253359,0.04746100047844126,0.2961824997012727,7.035415283751865,-0.11
154,5.143986523697944,0.0680708821029462,0.5168726183120667,4.446913949815033,0.07941177161255172,0.40849295508688527,2.9916326802083373,-0.11
155,4.471360510223622,0.03337708526043028,0.657258958946261,1.1160444152028188,0.05070218407991709,0.1581812568969516,9.676582982582389,-0.11
156,1.3057544005176247,0.04985838916539801,0.5837058586485364,2.3934845977593775,0.07484257093399693,0.6247536968280117,8.033300336019643,-0.11
157,2.120074268687812,0.004519360063586726,0.42838137662590375,2.853505863378939,0.03911104751241842,0.46153394678158216,6.4193658182613635,-0.11
158,0.702365773753842,0.06284408465657532,0.47969609797707563,1.459818996826385,0.05727118265046384,0.33143718747298406,4.7197994426659236,-0.11
159,0.6671405382902973,0.0572239697412666,0.986460071070284,6.191928750692572,0.03442706518135575,0.06563137018907769,5.3951736635435665,-0.11
160,1.1704302126257637,0.02730455045300672,0.7141539452069133,0.45059711005634934,0.06545398231309726,0.2184500846049419,4.027539759716226,-0.11
161,5.735885224783448,0.036940515421006875,0.08995884343388895,2.0649827221287964,0.042239113751136016,0.6809362087060848,5.097368313500473,-0.11
162,0.965725400820696,0.05981054815377797,0.8664188466427706,6.900721125021772,0.059718321122478546,0.1920797141632407,7.531672580123834,-0.11
163,5.4686713571353955,0.09688230313213228,0.37006070926548196,0.8648975305303175,0.04556412577648515,0.13074225893500335,1.2075208840951337,-0.11
164,1.062081587424284,0.05427439308787084,0.6322023875293095,5.704004235606522,0.05127373179919367,0.07929822640001505,3.706132890551396,-0.11
165,3.3822849099871926,0.09164549354069718,0.8847027713921615,3.222861921100103,0.08332499271821162,0.2512490138121788,3.2858927630405805,-0.11
166,0.2010838738467085,0.030416386023510718,0.3281508435178711,3.7050812420503973,0.06239852041334574,0.3824172391337477,10.042191774375734,-0.11
167,3.1344826403070227,0.03465715922232776,0.16595293974139216,8.574097296146874,0.048532409645497335,0.422876104987378,14.137640619906161,-0.11
168,2.5406084928437407,0.029891572148747055,0.1067857773472447,3.841852034430083,0.05315115492134029,0.5184599988801344,10.095033324673816,-0.11
169,0.3005079384376307,0.017394098420181615,0.3251093662000197,4.542372876867125,0.07192828809310584,0.47786594392584647,10.787010101060472,-0.11
170,2.9349070618218622,0.03853786704600493,0.2941374896023517,9.347540678125725,0.061928514754246614,0.3788402110908884,8.583197496699547,-0.11
171,0.7594866371856722,0.02482767700628408,0.34564424109726655,2.739880415523636,0.06798826116107964,0.5571751150090095,12.666582541948477,-0.11
172,1.4033554564683648,0.03210953162398147,0.15342061868999624,5.228095717425404,0.030337874066141805,0.44207979002211273,18.937200390676363,-0.11
173,6.483055071591102,0.0403174949573391,0.048459231901435106,8.079303152937724,0.0808095333610196,0.3104479311424043,13.574793478269262,-0.11
174,24.89557055660524,0.02218418894081762,0.0756240519050786,0.012422922487705053,0.04349287046514508,0.5877289647562394,11.44872445056682,-0.11
175,5.155204866221203,0.012647821427027021,0.2166220011004114,1.7273267007681092,0.03779455370548146,0.3604703463009243,15.378244189044352,-0.11
176,8.770915352697433,0.028719292317232387,0.013567893490078642,6.523487684498232,0.0546030664654531,0.7025942561440002,9.112605763040055,-0.11
177,0.7929105447956941,0.041673408429552354,0.45723543966628055,6.062514754180004,0.05788480782329033,0.39091343638171333,10.445959799746271,-0.11
178,0.3269926692480763,0.008567078743632356,0.39824124055302856,11.239310010126427,0.07404407450491265,0.32731149948406085,8.175449495399855,-0.11
179,0.7242217015912132,0.030900964922771994,0.2553546769483724,3.506824217904069,0.08604897027135508,0.2874903366931356,12.450041479091087,-0.11
180,0.7409936813407622,0.03562825952825566,0.5627433959868051,4.879601724273085,0.06946670252174623,0.4998123942902951,9.533856053431398,-0.11
181,0.3082465433653844,0.018900074778817364,0.11757487375270581,3.9375927215089987,0.040388225817729675,0.35016940684695913,11.85804752882521,-0.11
182,5.720658465108809,0.015089483956105399,0.5040109833882397,1.368330594836399,0.0459990335306187,0.2336755444343778,11.08091238366055,-0.11
183,1.2858976879330837,0.04649724716118094,0.3086610173878712,0.7047454661163193,0.03571854455007285,0.4265172083180878,4.429619829700962,-0.11
184,9.630533137802658,0.04259329263901405,0.5338692869308544,7.5788972039311915,0.016795053231241856,0.6132720314560266,2.576210915996363,-0.11
185,8.294094229875785,0.02622320815396574,0.47656761575425544,4.333163173016667,0.06657134616852282,0.6556887847803964,1.9735421028048261,-0.11
186,0.8550343067359126,0.05159996924428281,0.4448661742305675,7.051197550266171,0.07590602513173893,0.14423921239224233,6.646612483871468,-0.11
187,2.537549198583166,0.04483095850997357,0.14260711567317702,2.430318589707518,0.05970227325552631,0.45574640609518685,6.099358604568886,-0.11
188,24.49645988032442,0.021064543146582713,0.23621590955680746,2.9012239008005754,0.09848510221656676,0.40599255372345555,0.06519765251526,-0.11
189,0.39543053078735585,0.04852292713029123,0.4194835754973823,0.456200670239721,0.025581559404972525,0.535394286149702,9.936294418043765,-0.11
190,1.4818467584083634,0.03796084179814743,0.3849463429763132,9.956995805914804,0.03367155745537196,0.16939618671977968,8.83398254439231,-0.11
191,0.5520015116271926,0.02448892502749583,0.18865575277601804,5.650785176516632,0.04967816679720196,0.2123806009126324,7.773549724164659,-0.11
192,2.2472829804498,0.0863504775657812,0.33415865004180106,1.0719411968918784,0.09236580607843088,0.3084647233123967,16.119926487187307,-0.11
193,4.650245454281867,0.08254560213429862,0.282751861292549,19.19753376853753,0.028643454497618633,0.030921426172560794,6.34745970152725,-0.11
194,1.7139985785738339,0.03348486974262466,0.6938715057550155,11.666124013653913,0.06343895638074382,0.09421622969329224,14.435376796118417,-0.11
195,2.671348646101148,0.09980731099673473,0.365699927545447,1.7863064985150614,0.05210531137969811,0.052431605310292895,8.39534104952981,-0.11
196,3.244997008710656,0.02870160751474101,0.5694592601489367,13.18524235901219,0.0440339658358324,0.3376140763106099,5.649644847511162,-0.11
197,0.27350197834951534,0.006260932952812312,0.6098321918169012,18.052160461326714,0.056130708102751524,0.38564417003666385,7.229282662009685,-0.11
198,5.292900623198511,0.07096921921869088,0.5482206899223444,0.0020564186975522425,0.008727803204347961,0.5738133572746084,4.925806457619792,-0.11
199,0.3876550134441356,0.01651861220658596,0.514255992135397,8.908878399141493,0.041747945504736685,0.2822751359686292,9.340322497537837,-0.11
200,6.5721299638011885,0.01151613384893915,0.470231005206557,3.359379420016351,0.020586208318494396,0.1077689051993336,13.459564536744278,-0.11
201,14.159128706197553,0.04034226615842794,0.03130951794411384,2.4566445208018237,0.0779371490353433,0.7963360199027534,2.3402990221936335,-0.11
202,2.4015396023761455,0.09278436680208642,0.4136566901684964,4.921475700493673,0.06094516079607455,0.47047894240504096,10.691456671395935,-0.11
