k_on,superhelical_op,spacer,k_closed,k_open,width,threshold,k_ini,gamma,kappa,velocity,stall_torque,k_off
0.023035495303437514,-0.06,17,0.4161975492235734,0.17368934678197967,0.005,-0.042,0.06029398954450988,0.0506943373586016,0.5,30.0,12.0,0.28393246385545207
