k_cat_gyrase,k_cat_topoI,k_off_gyrase,k_off_topoI,k_on_gyrase,k_on_topoI,sigma0_gyrase,threshold_gyrase,threshold_topoI,width_gyrase,width_topoI
16.73945664660146,13.510313695091437,0.5324414250879362,0.6231773732047796,0.09336735024585997,0.049380859461342456,-0.08507511113449881,0.03525635060747141,0.0991040825680195,0.040174868997326425,0.04084067073245232
