k_cat_gyrase,k_cat_topoI,k_off_gyrase,k_off_topoI,k_on_gyrase,k_on_topoI,sigma0_gyrase
5.05160862183296,16.51094943255461,0.1943662780834828,0.6958875714794505,0.01656940115100991,0.06451516233087395,-0.11099640034733227
