frames,time,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,simulation_87,simulation_88,simulation_89,simulation_90,simulation_91,simulation_92,simulation_93,simulation_94,simulation_95
1981,990.5,13,12,12,15,11,13,15,12,14,17,10,12,13,15,10,13,17,10,11,8,15,14,13,15,14,13,15,16,16,17,13,9,12,13,12,14,11,16,10,12,18,11,9,15,15,9,10,14,10,11,14,9,16,15,11,15,12,17,11,14,14,10,14,12,16,13,14,12,11,13,13,14,11,16,15,12,17,12,13,15,13,8,9,14,12,15,13,16,11,13,11,15,15,11,12,14
1982,991.0,10,13,10,14,10,14,17,13,14,17,11,12,12,15,10,14,14,13,12,12,15,11,11,15,13,13,14,15,17,16,11,10,11,15,11,14,12,15,10,13,16,11,12,12,14,10,12,14,13,11,13,14,15,11,12,14,12,15,12,13,13,9,15,13,14,13,15,13,13,11,11,12,13,14,15,12,15,13,14,15,14,10,11,15,12,17,10,14,12,14,10,11,17,13,12,15
1983,991.5,11,12,10,14,10,13,18,13,12,14,11,13,16,14,13,13,14,15,11,15,14,14,13,16,13,10,14,14,14,14,9,14,10,16,14,12,14,15,10,12,14,14,11,13,13,11,15,13,15,12,13,14,16,12,11,14,13,16,13,13,14,8,12,15,16,13,15,15,15,11,13,13,14,9,13,13,17,11,12,15,15,10,12,13,12,15,12,13,14,15,10,9,17,11,11,14
1984,992.0,10,13,12,13,8,10,16,14,13,14,10,15,13,14,10,14,14,15,10,13,13,13,12,16,13,10,14,16,14,14,11,16,10,17,15,12,14,17,10,13,13,11,13,15,11,13,13,13,13,13,11,12,13,13,13,15,12,15,12,14,14,10,12,13,16,13,12,13,15,10,14,14,13,12,13,13,17,10,15,17,16,10,10,13,13,13,12,14,15,14,9,11,13,11,11,12
1985,992.5,10,13,13,12,11,12,17,14,10,13,11,17,12,14,11,16,13,16,12,12,12,14,13,17,12,14,13,12,14,17,13,16,10,14,12,12,15,16,12,13,14,12,13,14,8,13,13,12,12,13,11,14,14,13,12,16,13,12,12,13,13,10,13,14,19,12,13,13,14,12,16,14,14,11,12,15,17,13,12,17,15,12,12,14,11,14,15,13,13,11,10,14,16,11,12,13
1986,993.0,9,13,14,13,12,12,18,15,12,14,11,15,15,15,12,15,13,17,13,9,13,14,13,14,10,17,16,11,14,17,14,15,13,17,12,12,14,16,15,14,12,13,11,13,11,14,13,13,15,13,12,14,13,15,13,13,13,11,15,15,12,9,14,11,13,14,13,12,15,12,13,11,15,12,13,15,15,12,13,13,14,12,12,14,13,13,13,13,11,14,13,14,15,12,13,13
1987,993.5,12,15,15,12,12,13,18,13,12,13,12,13,15,14,13,15,12,14,12,13,11,12,14,15,13,17,14,10,12,18,11,14,15,16,13,13,13,16,14,16,13,12,9,11,12,11,11,12,13,10,13,15,12,14,14,14,13,10,17,16,13,10,16,13,16,13,11,10,14,16,16,16,16,13,13,13,15,12,15,13,16,11,13,11,14,11,14,14,13,13,13,15,17,12,13,14
1988,994.0,11,13,12,12,12,11,19,12,9,14,11,14,15,16,12,16,14,13,11,13,12,11,12,14,15,15,13,14,11,18,10,14,14,16,13,11,12,14,12,16,11,11,11,11,15,11,13,13,14,12,13,13,13,14,17,15,14,13,16,13,15,13,16,13,16,11,11,12,14,15,13,17,15,11,11,14,14,12,17,14,17,13,14,10,15,12,12,12,13,13,13,15,18,15,13,16
1989,994.5,9,12,14,11,11,14,16,9,12,13,10,14,13,12,12,12,13,14,10,12,14,12,13,11,16,15,15,13,11,13,8,12,13,16,12,12,10,13,12,15,13,12,12,11,15,13,14,12,14,14,14,11,13,13,16,12,14,12,16,13,14,12,17,12,15,13,11,10,15,13,12,14,15,11,11,16,14,14,16,14,18,15,15,12,14,12,11,11,9,14,12,16,15,12,13,13
1990,995.0,9,11,15,11,12,13,13,11,11,13,14,16,14,12,13,15,11,13,14,11,10,14,14,10,15,14,15,12,10,12,8,10,14,14,13,13,9,12,11,14,13,13,14,13,15,14,16,12,14,16,14,13,12,15,15,9,12,11,16,13,15,13,16,13,16,14,10,9,14,14,10,13,16,14,12,15,14,12,15,13,18,12,13,12,15,11,11,7,12,14,13,14,15,10,12,13
1991,995.5,12,11,15,13,11,12,14,8,11,12,15,14,15,10,13,12,13,12,13,13,13,13,13,13,12,15,15,14,11,14,10,11,14,15,16,13,13,14,11,14,15,12,13,14,14,14,14,11,12,16,16,12,12,13,13,8,10,11,17,12,15,13,16,13,14,15,12,10,10,15,9,12,14,12,13,13,12,9,14,11,17,15,13,9,16,14,13,5,13,14,14,14,16,9,13,11
1992,996.0,12,12,13,14,11,12,14,8,15,13,14,13,14,11,11,15,8,14,15,14,16,12,15,15,14,15,13,14,10,12,11,13,12,16,14,14,12,14,13,13,16,13,13,13,11,12,12,11,15,13,12,12,12,16,12,10,8,11,16,8,12,13,14,15,14,14,11,13,11,15,11,14,13,13,15,14,11,11,15,12,17,13,12,11,16,14,15,10,14,14,13,13,17,9,14,11
1993,996.5,14,14,12,15,13,11,15,11,17,12,13,12,18,10,13,16,11,16,16,14,15,13,14,13,15,16,12,12,11,13,12,13,13,14,11,13,13,13,14,13,16,12,14,12,12,13,14,11,15,13,12,12,9,17,12,9,9,12,16,9,14,15,16,17,16,12,13,14,10,17,14,14,12,11,16,12,12,14,14,12,17,14,12,12,16,16,16,9,14,12,12,14,16,12,13,11
1994,997.0,13,14,13,13,14,11,13,13,14,11,13,12,16,10,12,16,10,15,12,12,16,14,13,15,16,16,13,13,9,16,13,13,15,15,12,14,13,12,13,12,14,11,13,11,14,14,12,9,12,16,10,14,7,14,10,10,11,14,17,8,11,13,15,15,16,11,14,13,11,16,15,15,13,10,17,11,10,15,13,13,15,16,12,12,11,15,11,11,17,13,11,14,15,11,11,10
1995,997.5,12,15,16,13,13,11,14,11,14,11,14,13,14,12,15,15,11,14,13,13,16,12,11,17,15,14,15,11,12,11,13,13,13,12,11,14,13,14,15,7,13,12,15,13,15,14,11,11,13,17,11,13,8,14,14,10,13,14,15,9,11,14,14,18,17,12,16,13,12,16,16,13,15,10,15,10,12,15,12,11,15,14,13,12,12,17,10,12,16,13,13,14,12,11,12,12
1996,998.0,14,15,16,11,16,12,17,13,13,13,10,13,14,11,14,15,14,15,12,13,12,13,12,14,16,12,16,12,14,11,15,9,14,13,10,14,14,15,14,10,15,13,15,12,14,15,13,12,14,15,10,12,8,15,15,11,15,16,15,10,12,13,14,18,15,13,14,14,12,17,15,12,13,13,14,10,12,15,10,11,15,15,14,10,12,16,11,9,18,11,16,15,15,12,11,12
1997,998.5,16,15,14,12,16,12,15,14,12,15,10,14,13,12,11,13,15,16,14,14,13,12,12,14,15,15,14,12,14,9,12,10,10,14,9,13,13,14,15,11,12,10,12,9,12,15,14,10,13,12,12,13,11,15,16,12,15,14,16,11,13,13,15,17,13,15,11,15,13,16,13,9,15,12,14,11,14,17,10,10,14,16,14,12,7,14,13,15,17,12,13,17,15,10,7,12
1998,999.0,13,15,15,13,13,11,15,14,11,11,9,11,14,13,11,14,13,16,16,15,14,12,13,13,14,12,15,11,11,11,13,12,11,11,7,14,13,14,14,14,10,10,10,7,13,15,15,9,14,14,12,12,10,16,17,11,13,16,13,12,13,13,13,16,12,15,12,15,12,15,12,12,12,12,15,11,14,12,11,10,13,16,14,10,7,14,13,17,13,11,14,17,19,13,9,17
1999,999.5,15,15,14,12,14,11,17,14,13,12,10,14,12,12,10,13,13,16,14,14,12,12,13,13,13,11,16,11,11,14,15,9,10,13,9,16,13,14,13,16,13,9,11,6,14,13,15,10,12,14,13,15,10,16,16,10,13,16,13,10,13,14,14,19,13,14,10,14,12,12,12,13,12,14,14,9,13,14,11,14,13,15,14,11,11,15,16,16,14,11,11,16,17,11,10,15
2000,1000.0,15,16,15,11,14,13,18,14,14,9,9,13,12,14,14,12,12,14,15,15,13,13,12,17,14,11,14,11,12,13,12,11,10,13,12,16,12,13,13,11,15,10,12,9,11,11,13,12,12,14,14,17,10,12,15,9,15,16,11,11,12,13,14,16,13,13,9,14,15,13,13,14,13,14,13,11,12,14,11,15,15,15,13,13,12,12,14,15,13,12,14,16,16,11,12,14
2001,1000.5,16,13,13,10,14,14,16,13,15,9,12,13,13,13,13,10,12,14,14,14,15,15,11,17,15,14,13,10,13,14,11,13,12,12,13,13,11,13,13,11,15,12,14,10,13,11,12,13,11,11,14,16,10,13,13,11,15,15,11,11,14,13,16,12,16,12,10,14,16,12,13,13,14,12,13,10,13,14,14,15,17,16,14,14,12,13,13,13,15,13,13,14,14,11,11,13
2002,1001.0,15,13,13,8,11,12,15,15,16,11,15,11,14,11,14,10,13,11,15,14,14,14,12,14,16,15,13,11,12,15,12,12,12,13,14,13,13,12,11,12,16,15,12,11,13,14,13,12,11,11,13,14,11,14,14,11,15,15,14,8,13,11,15,13,16,15,13,14,14,12,12,13,16,12,13,12,12,16,13,16,17,15,13,15,13,9,13,12,11,11,13,11,12,15,10,14
2003,1001.5,15,13,13,13,10,14,15,13,14,14,11,9,13,11,13,12,14,12,14,13,13,9,11,14,15,15,13,11,12,15,10,13,11,13,12,12,11,11,12,13,14,17,14,14,13,16,13,10,13,9,14,13,8,13,14,13,14,17,15,10,13,11,12,13,16,13,14,13,11,14,12,13,14,10,11,13,15,18,11,14,15,17,13,16,14,11,10,13,14,11,13,14,13,14,13,14
2004,1002.0,13,12,15,13,12,13,16,13,13,15,13,12,13,12,13,12,12,11,15,14,12,11,14,14,16,15,14,11,13,15,12,11,10,12,10,10,14,12,13,13,12,16,16,11,14,13,13,12,12,11,10,12,9,14,13,13,14,16,15,10,14,11,14,12,16,15,16,15,14,12,14,12,14,12,12,13,16,16,9,12,15,16,14,16,12,11,10,11,13,12,15,15,11,14,13,15
2005,1002.5,14,12,12,13,13,12,14,12,12,16,14,14,15,12,14,13,12,12,15,14,12,12,13,16,16,16,12,12,13,11,15,12,10,14,11,12,18,16,14,14,16,15,15,10,15,11,13,13,12,12,13,13,8,10,14,12,13,19,12,9,15,13,13,14,16,14,16,13,16,13,11,14,16,13,13,13,15,14,11,12,13,15,12,14,10,13,9,13,16,12,15,15,11,14,13,12
2006,1003.0,14,13,13,11,12,11,15,10,10,17,15,12,16,15,12,13,14,15,13,14,13,13,14,12,16,14,12,11,12,13,14,12,8,15,11,12,18,16,12,14,17,17,15,13,14,11,14,13,12,12,14,14,11,11,15,10,15,18,9,8,13,13,13,14,15,13,14,9,16,14,14,15,16,10,14,12,15,15,11,9,13,15,13,12,10,14,12,15,16,13,12,13,11,13,14,12
2007,1003.5,13,13,13,11,14,13,16,9,12,15,14,11,16,13,13,14,16,15,10,16,11,15,13,13,15,14,13,11,12,13,14,11,9,13,13,10,17,13,11,17,16,15,14,12,10,12,11,16,12,11,14,16,10,14,17,9,15,18,10,10,11,14,12,11,15,15,12,11,16,15,14,14,15,10,13,11,12,13,12,11,15,17,14,10,12,17,10,15,16,13,11,14,12,13,14,13
2008,1004.0,13,14,12,12,13,14,16,11,13,15,13,14,16,14,10,13,15,15,12,16,14,15,11,14,14,12,13,10,12,9,12,14,12,14,13,10,16,15,13,17,13,15,12,14,13,12,11,16,11,13,14,18,9,12,14,10,14,16,11,11,12,11,9,11,15,14,12,10,13,13,13,12,15,11,13,11,11,16,12,13,14,16,15,11,10,18,11,15,17,14,12,13,12,15,15,14
2009,1004.5,14,16,11,14,11,15,15,12,14,15,14,14,16,13,10,11,16,15,11,13,14,16,13,15,14,11,13,12,12,11,10,14,14,15,13,13,16,13,14,14,13,15,13,12,12,12,10,17,13,14,13,17,12,13,12,10,14,16,14,12,8,11,13,14,14,15,11,10,13,13,13,12,15,10,12,10,13,16,12,13,14,17,14,11,11,15,10,14,17,15,13,14,13,13,16,17
2010,1005.0,14,16,12,15,12,12,17,11,16,16,15,12,16,13,11,12,13,14,12,13,14,15,14,12,14,12,14,9,13,14,10,15,14,14,11,15,16,14,14,13,14,15,13,13,9,11,9,15,12,13,11,18,12,15,9,12,15,15,13,11,10,10,15,14,16,13,12,11,14,12,13,15,15,7,10,10,14,16,15,13,15,13,13,11,12,16,11,14,15,12,14,14,15,12,16,13
2011,1005.5,16,15,13,14,11,12,16,15,17,13,15,11,15,12,11,11,13,15,10,13,15,12,13,12,16,12,15,7,14,13,12,14,13,14,10,14,14,14,13,13,14,16,13,13,8,14,10,11,13,14,10,18,12,14,9,14,16,14,12,11,12,10,17,13,18,13,13,14,14,14,14,16,13,6,11,11,15,16,15,12,14,14,14,9,12,15,9,12,15,13,15,13,15,13,14,12
2012,1006.0,14,14,12,14,13,14,15,15,17,13,14,12,14,8,11,13,13,13,9,14,14,11,13,12,15,15,16,10,14,15,13,13,12,12,11,15,15,15,12,13,13,13,13,13,9,15,12,10,15,11,11,16,15,14,10,14,17,13,10,13,13,10,17,14,18,13,14,12,11,13,13,15,14,8,14,11,14,16,15,11,13,12,13,10,11,11,9,11,12,12,15,11,15,15,14,11
2013,1006.5,13,14,11,15,11,13,15,17,15,15,14,12,12,12,12,11,13,12,12,13,15,13,11,11,15,15,18,8,16,13,14,13,14,12,12,13,11,15,14,11,14,15,12,14,11,17,11,12,13,11,11,17,12,16,10,13,14,13,10,16,11,11,13,12,17,13,14,9,11,12,16,13,12,10,12,12,15,15,11,10,13,13,13,13,11,12,10,13,16,13,15,13,13,16,15,11
2014,1007.0,10,14,13,14,12,13,14,16,14,16,14,12,15,13,8,10,14,12,11,11,13,10,11,10,15,15,16,9,14,13,15,13,14,12,12,14,11,14,15,12,11,15,11,12,13,17,10,14,11,11,13,14,13,15,10,12,13,14,10,17,11,11,13,11,19,15,13,11,11,13,18,13,12,10,14,14,14,14,11,12,13,12,11,15,13,13,11,14,15,14,14,12,15,13,15,12
2015,1007.5,9,14,11,13,15,13,12,16,15,14,13,11,13,11,10,14,12,14,12,13,15,13,11,13,12,16,15,10,10,13,16,15,15,14,11,12,12,13,16,16,10,16,9,10,12,14,9,17,12,12,14,12,15,13,11,11,15,15,12,18,13,12,11,15,20,15,15,11,14,14,17,14,12,13,14,13,13,15,9,9,12,13,12,15,12,12,10,14,14,15,11,12,15,15,14,12
2016,1008.0,9,14,12,15,15,13,12,13,16,13,10,11,13,13,13,15,13,14,13,12,11,16,14,14,13,15,15,10,9,13,12,11,16,12,11,11,14,12,15,16,9,17,10,10,11,12,10,17,11,12,12,15,11,14,13,10,15,14,12,18,16,13,12,14,20,13,16,8,12,14,15,10,12,12,17,12,14,17,9,10,15,13,10,14,14,12,10,14,14,13,12,13,16,16,11,13
2017,1008.5,12,15,9,12,12,13,12,14,15,13,13,12,11,13,11,15,13,15,13,10,12,13,13,15,14,12,16,12,10,13,15,9,14,12,12,16,13,12,13,14,10,17,11,11,12,12,13,15,12,14,11,15,9,12,10,11,13,15,14,18,14,11,13,14,18,12,12,6,15,14,15,12,13,11,18,14,14,16,9,13,14,13,10,16,16,11,11,15,15,13,13,14,14,17,13,14
2018,1009.0,12,16,11,14,9,13,14,15,14,12,13,12,10,12,15,15,13,14,11,12,9,14,13,16,14,9,13,13,11,13,15,11,14,11,12,17,13,14,13,15,9,16,12,11,13,11,11,16,15,11,13,16,11,14,8,12,13,17,13,16,16,10,12,14,17,14,13,7,14,15,18,11,15,12,16,13,14,17,11,13,14,15,10,14,15,13,12,15,15,14,14,12,13,17,10,17
2019,1009.5,12,15,9,15,11,12,14,17,15,9,13,13,9,15,16,15,11,14,12,10,12,14,16,12,12,11,12,13,9,13,16,12,14,11,12,16,14,16,12,14,10,15,12,12,12,14,10,16,16,12,13,16,13,14,11,10,13,15,10,14,16,7,11,13,17,15,13,11,13,16,18,14,15,14,15,14,15,13,13,13,12,15,13,16,14,14,14,14,16,11,12,12,15,16,10,19
2020,1010.0,14,12,12,14,13,13,14,17,14,9,14,11,10,14,14,14,11,16,12,10,14,13,16,13,13,9,12,13,11,14,15,14,12,13,14,14,14,14,14,14,10,14,11,12,12,15,13,15,15,12,13,15,11,11,12,11,14,17,10,14,18,9,14,12,18,16,12,13,14,15,17,15,15,15,16,12,12,13,13,11,11,15,14,15,14,12,13,14,16,11,10,14,12,16,10,18
2021,1010.5,12,12,12,11,10,14,14,16,17,13,16,11,11,14,13,15,13,14,13,12,14,8,15,15,13,9,12,14,12,15,14,13,11,13,14,15,15,13,13,16,12,14,9,10,13,13,11,12,14,13,12,16,11,12,12,10,14,16,9,14,17,11,13,12,15,14,12,13,14,14,17,16,15,15,14,13,11,14,14,11,11,12,15,18,13,13,11,12,15,13,11,11,15,16,12,16
2022,1011.0,11,11,14,12,12,15,14,15,15,13,16,13,15,15,11,14,14,12,14,13,14,11,10,16,14,13,12,13,15,16,12,12,10,13,14,11,15,14,14,14,13,15,10,10,14,14,12,13,12,15,12,15,12,13,11,10,14,16,8,16,13,12,13,11,18,14,10,13,14,12,13,14,14,16,13,14,13,16,14,10,9,12,13,17,12,12,14,12,17,12,14,10,16,18,14,16
2023,1011.5,12,10,14,14,13,18,14,15,16,13,13,13,13,16,15,16,16,13,15,13,11,13,8,14,11,14,13,12,15,16,13,14,12,11,12,13,12,14,15,12,13,14,10,11,14,12,11,15,14,15,10,16,13,13,13,10,13,15,9,16,13,11,14,12,18,12,10,12,14,12,14,15,13,15,18,11,11,14,16,10,12,9,14,14,15,12,11,14,18,11,11,12,14,16,16,16
2024,1012.0,15,12,11,13,13,17,13,16,14,14,12,13,12,17,11,15,15,15,13,14,12,12,8,12,11,14,13,13,14,15,9,16,12,12,9,13,13,13,14,14,15,14,10,12,13,11,10,16,15,14,13,18,14,11,14,9,14,16,10,14,14,10,14,11,18,14,11,14,15,11,12,14,12,13,15,11,13,15,17,10,13,11,13,15,14,12,11,14,17,14,12,13,13,15,15,16
2025,1012.5,15,12,10,17,11,17,12,15,16,14,14,13,11,13,14,15,10,14,11,14,11,14,7,13,13,15,15,12,15,15,10,14,13,11,7,14,14,11,15,15,16,15,8,10,12,12,13,16,12,11,15,14,14,10,15,8,12,12,13,15,15,12,11,12,15,12,10,16,14,11,12,14,12,13,15,13,11,14,19,12,11,11,16,12,10,14,10,15,18,13,14,12,9,14,13,14
2026,1013.0,13,12,9,17,10,15,14,15,16,12,14,10,12,13,13,14,14,12,14,13,12,14,7,12,11,15,14,11,15,13,12,14,13,14,9,13,15,13,13,17,16,14,7,12,11,13,12,16,12,14,16,14,12,13,13,6,13,12,9,18,16,12,12,11,15,12,11,16,13,13,13,15,9,11,14,14,13,13,16,9,7,10,15,10,11,15,13,15,15,14,14,10,11,14,13,14
2027,1013.5,13,12,11,15,11,13,15,14,18,14,13,9,14,12,12,14,16,13,14,14,12,11,9,13,10,12,12,11,14,9,13,14,14,12,11,11,17,14,12,18,14,14,9,11,8,11,14,15,11,14,12,15,14,13,14,8,14,12,10,16,16,13,11,9,16,14,11,14,12,14,12,14,13,11,16,13,11,13,17,11,10,11,13,11,11,13,12,13,15,13,16,10,12,13,13,11
2028,1014.0,11,11,12,15,12,13,12,15,19,14,13,11,16,13,12,14,17,14,11,9,11,10,10,12,11,10,14,13,14,11,14,15,14,12,13,11,16,15,10,15,11,14,8,12,10,14,10,14,12,14,10,16,13,12,14,10,13,14,13,13,14,14,10,10,14,14,12,13,15,15,13,12,15,13,15,16,12,13,16,11,12,13,15,12,12,10,11,14,14,14,12,9,14,11,12,10
2029,1014.5,11,13,12,13,12,10,13,15,17,14,15,9,14,13,11,14,18,11,8,12,11,13,10,15,13,10,15,12,14,10,11,12,13,12,13,12,16,16,10,10,11,15,9,12,11,14,13,15,14,15,11,16,11,13,14,11,15,14,14,13,14,15,9,10,12,12,15,15,15,14,13,14,12,12,15,16,12,12,17,12,10,13,16,11,12,12,11,16,15,14,12,10,12,13,10,11
2030,1015.0,13,11,11,17,12,11,13,16,15,14,17,12,12,11,11,14,19,13,12,14,13,15,8,17,15,10,14,13,16,11,13,12,14,12,10,14,16,15,11,10,14,12,9,14,14,13,12,14,11,12,11,17,11,14,13,12,16,14,13,15,15,15,9,11,14,13,15,17,15,13,12,13,12,12,16,18,11,9,17,11,11,14,15,8,14,10,13,14,11,16,14,11,13,12,11,10
2031,1015.5,12,12,11,17,12,13,13,14,15,16,18,11,13,11,12,15,20,14,15,14,11,14,10,17,13,12,13,12,15,12,13,11,16,11,12,16,14,14,13,10,13,13,9,14,14,12,11,13,14,13,10,18,13,13,13,12,14,13,13,14,15,15,10,11,14,14,14,14,15,13,12,16,11,11,15,16,11,8,16,12,13,15,14,9,14,11,9,15,12,17,15,9,12,13,12,11
2032,1016.0,14,11,9,18,12,14,11,14,16,16,16,12,12,12,13,14,21,14,15,10,12,14,11,17,12,11,14,10,13,11,14,10,16,13,13,16,11,14,14,10,13,12,12,14,14,13,12,14,13,13,11,14,11,16,14,13,17,12,14,14,14,15,11,13,15,14,13,14,11,15,13,13,12,13,16,17,12,9,16,11,13,14,13,10,14,11,10,13,14,14,15,14,13,13,11,10
2033,1016.5,15,12,8,17,12,14,13,12,18,15,14,13,14,12,11,13,19,15,13,10,10,13,14,16,14,14,13,11,13,11,15,13,14,12,13,12,13,13,15,11,12,13,14,13,15,12,13,14,13,15,12,15,11,14,14,13,17,12,12,15,16,13,11,16,16,10,13,15,13,17,14,12,11,13,15,16,12,10,14,11,10,15,11,10,13,12,10,13,14,13,15,11,11,13,10,12
2034,1017.0,12,14,11,19,14,14,13,13,18,11,12,14,14,12,12,12,19,14,9,8,12,13,13,15,14,12,12,12,15,11,14,13,14,13,14,10,12,14,15,10,13,13,13,10,15,12,11,14,13,14,11,13,10,14,14,13,16,14,13,14,11,13,11,15,16,10,13,15,13,16,11,12,13,18,17,17,10,10,13,10,13,17,13,10,14,10,11,12,13,14,15,10,11,11,10,13
2035,1017.5,16,16,13,19,14,13,13,13,17,11,14,14,14,12,13,14,17,13,11,9,11,14,12,14,13,13,11,13,16,13,13,11,14,12,13,10,12,11,15,12,10,12,12,11,13,11,11,13,15,13,10,12,13,12,13,14,14,12,12,14,10,12,13,14,15,11,14,14,13,12,11,12,12,16,15,15,11,8,13,13,13,16,13,11,13,13,11,11,11,15,14,12,12,15,10,13
2036,1018.0,15,14,10,14,14,13,17,13,16,12,15,14,13,13,14,14,15,14,12,12,13,12,12,14,15,10,12,14,14,13,13,9,13,10,13,13,10,10,15,12,9,12,14,14,15,13,12,12,15,11,12,15,15,12,14,10,14,13,12,13,12,14,13,12,13,10,15,15,14,14,13,10,12,14,13,15,12,10,10,13,13,12,13,13,17,16,10,10,12,14,15,14,11,13,11,11
2037,1018.5,12,13,11,16,13,12,16,14,16,12,10,15,15,10,13,13,15,14,14,11,13,12,12,11,10,12,10,13,13,14,12,9,12,11,10,13,12,13,14,12,9,14,15,14,15,11,13,12,15,12,11,15,15,11,13,11,14,12,11,12,11,15,13,12,12,9,13,15,13,13,14,12,11,14,13,15,13,11,11,10,14,14,13,10,14,15,10,13,13,15,15,13,12,13,13,11
2038,1019.0,14,13,10,16,14,12,15,14,16,11,12,14,15,14,11,15,15,14,13,12,12,12,12,9,11,13,9,14,14,16,10,11,13,9,11,14,12,13,15,11,9,13,15,15,12,10,12,11,12,11,13,16,16,11,13,12,16,14,13,11,11,15,14,13,12,9,14,14,13,14,14,11,12,16,12,15,11,12,12,12,11,15,11,10,14,13,10,15,13,13,15,12,13,12,13,14
2039,1019.5,14,15,10,15,14,13,13,13,15,11,13,11,12,13,11,13,14,12,12,12,13,10,13,10,12,11,11,15,15,15,12,9,10,12,10,14,11,11,16,11,9,14,14,15,14,12,12,12,14,9,13,17,14,9,12,12,15,13,11,13,13,11,13,15,14,10,16,14,14,14,12,14,11,13,13,15,14,15,12,10,12,13,13,12,11,14,11,13,16,12,16,11,14,12,12,13
2040,1020.0,12,15,9,17,14,14,12,15,15,11,14,11,13,9,13,12,17,13,11,13,11,10,14,10,11,12,13,14,16,15,12,11,11,13,11,12,10,11,14,10,11,15,15,14,14,12,9,12,14,11,14,17,13,9,11,11,15,15,13,13,15,12,13,13,15,9,15,15,13,14,12,16,10,13,13,17,14,12,13,9,14,12,15,13,9,12,12,13,15,11,16,13,15,14,14,12
2041,1020.5,11,14,10,13,12,12,11,14,14,14,15,11,15,11,12,13,17,11,10,13,14,10,15,13,9,12,15,15,16,16,11,12,12,14,10,10,12,10,12,10,15,13,14,13,16,13,12,14,12,13,14,14,12,12,10,12,12,13,17,14,15,11,13,13,14,12,18,16,13,15,12,15,12,13,15,15,12,15,12,13,14,13,14,11,11,13,10,13,13,12,13,11,13,13,14,13
2042,1021.0,12,13,11,13,13,13,13,14,16,10,15,12,16,11,13,13,17,8,8,15,12,10,14,13,8,11,16,16,15,16,14,13,13,11,10,13,12,11,9,9,12,13,15,13,17,11,14,15,9,13,14,13,14,11,7,10,13,14,18,14,14,9,14,13,14,12,18,16,16,13,14,12,11,14,17,15,11,14,11,14,14,14,14,13,10,12,12,14,14,12,13,10,13,14,13,10
2043,1021.5,11,13,12,13,13,13,12,13,17,14,14,13,16,11,13,14,15,9,9,15,11,12,14,10,11,12,14,13,14,13,16,15,12,11,11,13,13,13,8,9,14,11,14,15,14,12,13,13,11,13,13,13,15,11,10,12,13,16,16,15,15,11,15,14,14,9,17,15,16,11,14,13,12,15,15,14,15,14,13,13,13,13,12,13,11,13,11,15,16,12,11,12,15,15,13,12
2044,1022.0,13,12,15,12,11,12,15,13,16,15,12,14,16,11,14,16,16,11,8,14,10,14,16,13,11,12,13,14,10,15,15,15,11,11,12,13,12,13,9,11,13,12,11,14,13,16,14,12,9,12,15,15,13,9,12,13,14,15,16,13,15,14,13,14,18,8,16,14,15,14,14,14,13,12,14,13,14,12,13,13,12,15,11,13,14,10,11,13,16,10,12,14,16,14,11,12
2045,1022.5,13,11,12,13,9,11,14,15,16,15,12,12,13,11,12,13,17,10,12,14,11,14,16,13,12,10,13,14,14,15,14,12,12,9,10,15,13,10,12,10,12,13,11,13,13,16,12,11,11,12,15,16,11,8,14,12,16,11,17,13,15,14,14,13,17,11,16,12,13,12,13,14,13,11,15,9,13,13,12,15,14,15,10,13,12,10,10,13,16,11,10,16,16,14,11,11
2046,1023.0,13,14,12,13,11,9,15,14,13,18,14,13,14,14,13,13,15,9,12,12,14,16,16,15,14,10,11,13,13,16,14,16,10,9,13,14,13,11,14,12,10,13,11,12,12,13,11,11,12,15,13,15,12,9,12,15,17,12,17,15,14,14,13,14,15,12,17,14,14,13,13,13,13,11,17,10,13,12,13,15,13,15,12,14,13,10,10,10,14,16,11,17,16,13,10,12
2047,1023.5,12,13,12,10,12,11,13,15,13,15,14,13,14,11,15,13,14,9,13,11,14,14,14,14,16,10,12,10,13,13,15,17,12,10,9,17,14,12,15,12,11,13,11,13,11,13,14,11,15,16,10,14,11,9,13,13,16,13,16,15,15,15,12,15,14,16,15,12,15,12,13,12,13,11,17,14,13,12,14,17,14,13,14,14,12,13,12,11,17,17,12,16,15,12,12,13
