frames,time,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,simulation_87,simulation_88,simulation_89,simulation_90,simulation_91,simulation_92,simulation_93,simulation_94,simulation_95
4763,2381.5,2,2,4,2,2,1,4,1,1,2,2,1,3,3,3,2,3,2,1,2,0,2,1,1,2,2,2,1,1,3,1,0,1,1,1,2,1,4,2,1,1,3,2,2,3,1,1,1,2,1,1,1,3,1,1,0,1,0,3,0,2,2,1,3,5,3,1,1,2,1,2,1,3,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,0,1,0,2,2
4764,2382.0,1,3,3,1,1,3,1,2,2,1,1,1,2,0,0,2,0,2,2,4,1,3,3,1,3,0,2,1,2,1,1,2,1,2,1,3,3,1,4,4,3,2,2,3,1,2,2,2,2,1,3,1,2,2,1,1,2,1,4,3,0,2,3,2,3,1,1,2,4,2,1,1,1,1,1,2,1,3,1,2,1,1,1,5,2,1,1,2,1,1,1,1,2,1,3,0
4765,2382.5,3,3,1,2,1,2,2,2,2,2,1,2,1,1,2,3,2,1,2,3,1,3,1,2,3,1,2,1,0,2,2,1,2,3,2,2,4,2,2,4,2,2,0,1,1,1,2,2,3,1,1,1,2,4,1,2,1,3,2,2,4,2,2,2,1,2,1,1,1,1,4,2,3,2,2,2,2,1,3,1,3,1,3,2,3,2,2,1,1,3,2,1,0,3,2,1
4766,2383.0,2,2,0,0,1,1,3,2,1,3,1,3,2,4,2,4,1,0,2,1,3,1,3,2,3,0,1,3,2,1,2,3,1,0,0,2,3,3,1,3,1,2,3,0,2,1,2,2,2,4,4,3,2,1,2,1,1,1,1,1,2,5,2,4,3,2,2,1,1,1,2,2,0,4,1,1,4,2,2,0,1,2,2,2,2,3,1,1,2,0,3,1,2,2,1,3
4767,2383.5,1,1,2,1,2,1,4,0,2,3,2,1,3,2,1,3,2,3,1,3,1,2,2,2,1,1,2,2,2,3,2,2,2,3,2,2,3,4,1,1,1,2,1,1,1,2,5,2,3,3,1,3,1,2,2,1,1,2,4,2,1,1,2,1,2,1,1,1,3,2,3,2,2,2,1,1,1,3,2,3,2,3,1,3,1,4,4,2,3,1,3,1,1,2,2,1
4768,2384.0,1,1,2,2,1,5,1,1,2,1,1,1,2,3,1,1,2,2,1,1,4,1,2,4,3,2,3,3,2,3,2,1,1,2,2,2,4,2,0,1,2,1,1,2,3,1,0,2,1,4,1,2,2,1,3,2,3,0,1,2,1,1,3,1,3,2,2,1,2,4,3,2,1,3,2,0,2,0,1,1,1,1,1,1,1,2,1,3,2,3,1,1,1,2,1,2
4769,2384.5,1,1,3,1,1,3,1,2,0,1,1,1,3,3,2,1,0,2,1,2,2,1,1,3,1,3,1,2,2,3,2,2,3,1,0,0,1,1,2,1,4,1,3,3,2,2,2,2,4,2,1,2,3,3,3,2,0,1,3,2,2,0,0,3,2,1,1,2,1,2,2,1,1,1,2,2,2,1,1,3,1,2,1,1,2,1,0,2,2,2,2,2,1,2,0,1
4770,2385.0,0,1,1,0,2,2,3,2,1,1,2,0,5,4,1,4,2,1,4,2,2,3,1,3,2,3,0,4,1,1,2,1,1,0,1,3,1,3,1,1,3,1,2,2,3,2,1,1,2,3,2,0,0,1,2,3,1,2,1,1,0,1,1,2,1,2,2,3,2,4,2,1,1,4,0,1,3,1,3,2,2,1,2,3,2,1,1,1,1,2,1,2,1,1,1,2
4771,2385.5,0,2,2,2,1,3,1,3,1,2,1,1,2,1,2,1,2,2,4,2,2,3,4,2,2,0,1,1,2,1,4,1,2,2,1,1,1,1,1,5,4,1,3,1,2,1,2,1,2,2,1,1,2,6,1,3,3,4,1,0,4,1,2,3,3,3,1,2,1,2,2,2,1,2,3,3,1,1,3,3,3,3,1,2,2,1,3,2,4,1,3,3,3,1,1,4
4772,2386.0,1,2,2,5,2,2,2,2,2,2,1,2,2,2,3,2,3,3,3,5,1,0,0,1,2,4,2,1,3,1,3,3,1,1,1,1,0,2,2,3,3,2,3,2,2,3,1,2,3,1,3,2,2,1,4,3,3,2,1,1,4,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,3,3,2,3,2,5,1,4,1,0,3
4773,2386.5,2,2,4,4,2,3,1,1,2,3,3,2,2,3,2,2,1,2,4,2,1,1,4,3,1,3,2,1,4,0,1,1,2,1,2,2,1,3,2,1,2,2,1,1,2,2,2,4,4,2,4,2,1,1,2,1,1,0,1,1,1,3,2,1,0,1,4,1,1,2,4,2,2,1,2,1,1,3,3,2,2,1,2,1,2,2,1,3,1,0,1,2,1,2,2,1
4774,2387.0,3,2,1,1,1,2,2,0,2,2,2,2,1,3,3,3,3,2,1,2,2,2,2,3,3,2,1,0,1,1,1,2,3,3,2,3,2,1,1,2,1,1,3,3,2,1,3,5,2,1,2,3,2,2,2,4,2,3,1,2,3,1,2,2,2,3,2,3,2,3,5,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,0,3,2,1,2,1,4,1,4,3
4775,2387.5,3,1,2,2,1,2,2,2,2,3,2,2,1,2,3,2,2,3,3,1,3,3,2,2,2,3,2,1,2,1,2,3,1,1,3,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,0,1,2,1,1,1,1,1,1,1,1,4,2,2,3,1,1,0,1,2,4,1,1,1,1,1,2,3,1,1,2,2,1,1,2,1,2,2,1,0,1,2,4,2,3
4776,2388.0,2,2,4,2,1,2,1,1,1,3,3,2,1,1,4,1,2,2,1,1,2,4,0,1,2,1,3,3,1,2,2,2,2,3,2,1,2,1,1,1,2,1,1,3,0,3,2,1,3,3,1,1,3,1,1,1,1,2,1,1,5,2,1,2,4,3,1,1,2,1,1,3,3,1,1,3,1,3,1,3,2,1,1,1,4,3,2,2,2,1,4,2,5,2,2,3
4777,2388.5,1,3,2,1,2,7,3,2,1,3,1,1,1,1,2,0,3,1,0,2,1,1,1,1,2,1,1,0,2,2,0,1,1,2,1,1,1,4,1,1,4,4,1,3,1,2,2,2,4,2,2,1,1,3,1,2,4,1,4,1,3,0,2,2,1,1,1,1,1,2,2,2,1,0,1,3,1,2,0,0,1,1,2,3,2,4,0,0,3,1,1,1,1,1,2,2
4778,2389.0,2,2,1,2,2,2,1,3,3,3,1,1,3,2,2,1,3,3,2,2,1,0,3,1,2,1,2,3,2,2,1,1,2,3,1,1,3,1,2,1,1,2,3,1,1,3,3,3,2,1,1,1,0,1,1,2,2,1,2,3,2,3,1,1,3,2,1,2,3,1,2,2,2,3,1,2,1,1,3,3,1,1,2,2,3,3,2,2,2,2,3,2,3,1,1,2
4779,2389.5,1,1,4,1,3,4,0,1,1,2,2,3,0,0,1,0,1,2,3,2,2,0,2,0,1,1,2,1,2,2,3,1,2,1,2,1,2,1,3,2,2,2,3,1,2,2,1,1,3,2,1,3,2,3,2,2,2,1,2,3,2,1,1,2,0,2,2,1,2,4,1,3,2,3,3,3,3,1,1,2,2,2,3,1,0,1,3,2,2,0,2,2,3,1,4,0
4780,2390.0,2,1,3,2,3,2,1,1,1,1,3,1,2,0,1,3,1,1,2,2,1,2,2,3,0,2,3,1,4,1,3,2,2,1,4,2,1,3,2,3,2,1,2,2,2,2,3,1,1,4,3,3,1,1,0,2,1,2,3,1,1,2,2,1,3,1,1,2,2,1,0,1,3,1,2,1,1,2,2,1,1,3,4,1,2,2,1,2,1,2,2,3,0,2,1,5
4781,2390.5,2,2,0,3,2,3,0,1,4,2,3,1,2,2,2,1,1,1,1,4,2,4,3,3,1,2,2,1,0,2,2,3,2,1,2,2,4,1,2,3,1,2,1,1,2,3,1,3,2,3,2,1,1,1,1,1,2,1,2,3,2,2,2,0,1,3,0,1,1,2,0,2,2,2,1,2,2,3,0,1,1,1,2,0,1,2,1,1,1,2,1,1,4,1,0,2
4782,2391.0,2,2,3,1,2,1,1,2,6,1,3,1,1,2,2,2,1,2,2,2,1,2,4,2,2,2,3,3,4,2,2,1,1,2,1,1,1,1,4,3,0,0,2,1,1,1,3,2,2,1,3,1,1,3,2,2,3,2,3,2,1,2,2,1,0,3,3,2,0,2,0,1,3,5,1,1,3,0,3,1,1,2,1,1,1,3,1,1,2,2,0,2,3,2,2,2
4783,2391.5,1,2,2,1,4,2,2,2,2,1,3,2,1,2,1,2,0,2,1,2,2,0,1,2,4,1,2,2,3,2,3,2,3,1,3,0,2,1,3,1,2,2,3,2,2,3,5,0,2,4,3,2,3,2,3,2,3,3,5,1,3,2,3,1,1,2,3,2,4,0,0,3,2,3,1,1,3,1,4,1,4,3,1,1,3,2,2,3,2,4,2,1,1,2,2,2
4784,2392.0,1,2,2,1,2,1,2,0,1,1,3,2,2,1,1,2,1,1,0,1,1,1,4,1,1,1,2,1,2,3,1,1,1,1,2,3,2,3,1,0,1,2,1,3,1,3,1,1,2,2,3,2,3,2,2,2,4,2,3,2,1,3,1,1,3,1,1,1,1,0,2,3,2,1,1,1,3,2,1,1,3,1,3,0,1,2,2,4,2,1,3,1,3,1,1,3
4785,2392.5,2,1,1,3,1,1,1,2,2,2,2,3,3,1,1,2,1,3,1,1,2,1,4,1,1,0,1,4,4,1,3,2,2,2,4,2,1,2,3,1,2,2,1,3,2,1,1,1,2,2,4,1,2,2,2,2,3,2,1,3,2,2,2,4,2,2,3,3,3,2,2,3,3,0,1,1,3,2,2,2,2,3,1,2,3,2,4,2,2,4,1,1,3,1,1,2
4786,2393.0,2,1,0,1,0,2,1,3,3,4,2,3,2,1,1,2,2,1,1,3,2,2,2,2,2,2,2,1,3,3,2,3,6,3,1,1,2,3,4,4,2,1,1,2,3,1,0,1,2,2,1,2,2,3,2,2,3,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,4,3,1,2,1,3,4,4,1,1,4,1,4,2,2,1,2,4,1,3,2,1,2
4787,2393.5,3,1,1,2,3,1,1,1,1,2,2,1,1,1,2,1,2,1,3,4,2,2,1,2,1,1,2,4,7,2,1,0,1,3,2,1,1,1,2,1,5,1,2,1,1,1,1,3,2,1,3,4,2,1,2,0,1,4,0,2,2,0,3,1,2,1,1,1,2,2,3,1,1,3,3,1,1,1,2,2,2,3,4,1,0,1,1,2,2,1,1,3,0,2,1,3
4788,2394.0,3,0,2,3,1,2,3,1,1,1,1,3,1,3,0,2,1,2,2,1,1,2,1,0,2,2,1,1,2,2,2,2,4,3,1,3,1,2,3,1,0,2,3,1,2,1,3,1,2,3,3,1,3,2,3,2,2,1,1,5,2,2,5,3,2,0,1,0,2,2,3,0,2,3,0,3,2,3,4,1,4,2,2,1,2,3,2,3,1,1,1,2,3,2,1,1
4789,2394.5,3,1,3,2,2,4,2,2,1,3,1,1,3,3,2,4,2,0,1,1,4,2,2,0,1,2,3,2,1,1,2,2,1,3,3,3,4,2,2,1,3,0,1,1,2,1,3,2,2,1,3,1,4,3,2,1,1,1,0,2,2,2,1,2,1,2,1,2,1,2,3,1,3,3,1,3,1,1,2,2,2,1,2,2,2,3,1,3,3,2,0,2,2,2,1,3
4790,2395.0,0,3,0,2,1,1,3,1,2,2,4,1,3,3,1,1,2,0,2,1,3,2,1,2,2,3,2,1,1,3,1,2,4,3,1,2,1,1,2,1,4,1,3,2,2,0,0,3,3,1,1,3,2,2,1,1,2,3,2,1,3,2,1,1,1,1,1,2,0,1,3,1,2,2,3,1,0,2,1,2,3,1,2,1,3,1,1,3,3,1,1,2,1,1,2,1
4791,2395.5,1,3,1,3,3,1,1,2,1,4,3,2,4,2,1,2,2,1,1,3,2,1,2,1,1,1,2,3,1,2,1,3,1,5,2,2,0,4,3,2,1,1,0,1,1,1,3,2,2,2,1,2,3,2,1,3,1,3,1,2,4,3,1,1,1,3,3,1,2,1,2,0,2,3,3,3,2,1,2,2,3,4,1,1,1,1,3,2,1,1,3,1,2,2,4,0
4792,2396.0,3,1,3,2,1,2,0,1,1,1,1,4,1,2,2,3,3,2,4,2,3,4,2,2,1,1,2,3,4,2,1,3,1,2,1,2,3,4,2,3,1,2,1,1,2,0,1,4,1,2,2,2,1,2,3,4,3,1,3,2,2,3,1,2,4,2,1,1,1,3,2,4,1,1,3,2,3,4,4,2,2,2,2,1,2,2,1,1,2,0,3,1,1,0,1,0
4793,2396.5,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,3,2,4,2,2,1,2,1,4,1,2,2,2,1,2,2,2,3,3,2,1,1,2,1,1,2,2,1,1,1,2,1,2,2,2,1,2,4,3,2,2,1,2,1,1,2,2,4,3,3,5,2,2,2,1,2,3,2,3,1,2,2,0,4,1,3,2,1,2,1,2,1,2,2,2,3,2,2,3
4794,2397.0,1,3,3,1,1,1,2,4,2,3,1,2,1,2,1,2,2,2,2,1,0,2,2,2,3,4,2,2,1,2,2,3,3,4,1,3,0,2,2,1,1,2,1,1,1,1,1,1,3,3,1,3,1,1,3,2,4,2,1,3,4,1,1,1,0,1,1,1,3,1,2,1,2,1,1,1,4,1,1,2,2,1,2,2,1,2,1,2,3,1,0,2,3,1,2,2
4795,2397.5,1,3,1,0,1,2,1,1,2,1,2,2,1,3,0,2,3,1,2,1,2,1,2,3,2,2,2,2,3,1,3,2,0,1,1,2,2,3,1,1,3,1,1,2,1,0,2,2,1,3,1,2,1,4,3,3,2,0,2,2,2,1,2,1,1,2,2,4,2,1,1,1,2,4,2,3,3,1,2,2,3,2,1,1,1,3,3,3,3,2,2,2,2,1,1,1
4796,2398.0,1,4,1,3,2,1,2,3,0,2,1,1,4,2,2,1,1,2,2,1,3,4,3,3,1,2,1,1,1,2,5,3,3,3,1,2,2,2,1,2,1,2,3,2,2,1,0,5,1,2,2,2,2,2,2,0,1,1,2,3,2,1,1,2,1,3,2,4,1,2,2,0,2,1,1,2,1,1,2,2,3,0,2,2,1,2,3,3,3,3,2,2,3,1,1,1
4797,2398.5,1,2,1,1,2,2,2,2,3,1,1,2,4,3,2,3,3,1,2,0,0,1,2,3,2,1,1,1,2,1,2,1,3,1,2,1,1,3,1,1,1,3,3,2,2,2,1,2,1,2,2,1,1,1,6,2,1,1,3,2,2,3,2,1,3,1,0,4,1,3,2,3,1,1,2,0,2,1,2,3,2,1,2,2,2,1,1,3,2,3,1,4,0,2,2,2
4798,2399.0,2,2,2,2,1,3,0,2,3,1,3,0,2,1,2,1,1,2,1,1,4,0,3,2,1,2,0,0,2,2,0,4,3,3,2,1,1,1,3,1,2,1,1,4,3,1,1,2,2,1,4,3,3,1,2,1,2,1,2,3,3,1,2,5,2,1,1,6,1,2,1,4,1,3,2,2,3,3,3,2,1,1,3,1,2,1,2,1,1,2,3,2,1,1,3,1
4799,2399.5,1,1,2,2,3,1,3,1,0,1,2,2,2,1,4,2,3,3,2,2,2,2,1,3,1,1,0,0,0,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,3,3,4,2,0,3,1,5,2,1,2,1,1,3,1,2,2,2,2,1,2,2,2,1,2,2,4,1,2,2,2,1,3,1,3,1,2,1,2,1,2,0,3,2,2,1,2,2,3,2,1
4800,2400.0,3,0,3,2,1,2,1,2,3,1,2,3,1,1,1,0,2,1,3,0,1,1,1,1,2,1,1,1,2,4,2,3,1,1,1,1,2,1,1,2,1,4,1,2,3,1,2,2,3,2,1,3,3,2,1,1,2,2,3,2,4,1,1,3,3,3,5,1,1,4,4,3,1,1,3,1,3,3,1,1,1,5,2,1,2,2,1,1,3,0,2,2,0,3,4,1
4801,2400.5,1,1,1,2,1,1,2,3,2,2,3,2,1,1,3,2,2,5,3,2,2,3,2,1,3,2,2,2,0,4,2,2,2,1,2,2,1,1,3,2,2,2,4,2,1,3,3,0,1,2,4,3,3,3,1,1,2,1,1,2,3,3,2,2,3,2,3,3,1,1,1,0,3,5,3,4,2,2,2,2,2,2,2,1,2,3,1,2,1,1,1,2,2,2,2,2
4802,2401.0,3,1,1,2,2,2,0,2,1,2,1,3,1,3,2,2,1,2,0,5,2,2,2,3,2,2,1,0,1,1,1,1,2,1,1,2,1,0,1,4,2,3,2,2,3,1,1,1,2,0,3,1,3,2,3,2,1,3,2,1,2,2,4,2,2,2,3,1,1,2,2,1,2,2,1,3,2,2,1,2,1,1,0,1,1,2,3,2,1,4,1,1,3,4,0,4
4803,2401.5,2,0,3,2,2,2,2,0,0,2,1,4,2,2,2,1,0,1,3,1,2,4,3,3,2,3,2,4,1,3,0,2,1,2,2,2,3,1,1,3,2,2,3,0,4,1,1,1,1,2,2,2,2,2,2,2,2,1,4,4,2,1,1,3,2,3,3,3,2,2,3,2,2,3,2,1,2,1,4,2,2,2,1,2,2,2,3,1,1,0,6,1,1,1,3,3
4804,2402.0,3,1,1,2,0,1,3,2,3,2,2,2,2,1,2,0,3,1,1,1,4,3,1,2,3,1,1,2,3,4,1,3,0,1,1,1,1,1,2,1,2,0,2,0,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,3,2,1,2,1,3,0,3,3,1,0,1,1,2,1,1,1,1,3,2,3,1,2,3,2,1,2,2,1,3,2,2
4805,2402.5,2,0,2,1,2,1,2,1,3,1,3,4,2,2,0,5,3,1,1,2,2,3,2,1,1,2,1,1,2,2,0,2,2,2,2,1,2,1,1,1,3,0,3,2,2,1,2,2,2,2,1,1,1,2,1,3,1,2,2,3,1,4,2,2,2,2,2,1,2,4,3,1,2,2,4,2,2,1,2,2,0,1,2,4,3,3,2,2,3,1,2,1,2,2,1,2
4806,2403.0,5,1,3,1,1,2,2,3,3,2,2,4,4,1,2,1,1,1,1,2,0,1,3,1,3,1,1,1,2,3,2,2,0,1,1,1,1,1,2,1,2,1,1,2,3,2,1,0,1,1,5,1,2,2,2,1,1,1,1,1,2,1,2,2,3,2,1,4,3,4,1,2,1,3,3,2,1,4,2,2,1,1,2,2,3,1,3,2,1,3,2,1,0,1,1,1
4807,2403.5,3,2,1,3,3,2,2,4,3,1,0,0,2,1,1,4,2,3,4,4,5,0,4,1,1,2,2,3,2,2,1,2,2,3,2,2,1,4,2,1,2,1,3,1,3,1,2,1,2,1,1,2,2,1,1,2,2,0,3,3,1,2,2,3,1,2,0,3,1,2,1,1,4,2,0,0,1,4,2,1,3,1,4,3,1,2,1,1,4,1,1,3,2,3,1,3
4808,2404.0,1,4,1,4,3,2,1,1,4,2,2,2,3,2,2,1,2,1,1,2,2,1,3,3,1,3,1,1,0,1,1,2,2,3,3,2,1,1,2,1,1,1,2,2,3,2,3,1,2,4,1,1,2,1,2,2,2,2,1,0,1,3,4,1,2,2,2,2,2,3,3,2,4,1,1,2,2,1,2,1,1,1,1,3,1,3,5,3,2,1,1,1,1,2,2,1
4809,2404.5,2,2,1,2,1,2,1,2,2,2,2,3,2,1,2,1,2,4,2,1,2,1,1,1,0,2,1,1,1,3,1,0,3,2,2,1,4,1,1,1,3,3,5,2,2,1,0,3,2,3,2,1,3,3,2,2,3,1,3,2,2,2,1,1,1,3,1,2,1,2,3,4,2,2,2,1,2,1,2,3,3,1,2,2,3,2,2,1,3,1,3,3,2,3,2,1
4810,2405.0,2,0,1,1,2,1,1,3,2,1,2,2,1,1,0,2,2,2,4,1,2,2,2,1,0,2,2,3,1,1,0,3,1,2,2,1,3,1,2,4,3,2,3,1,3,5,2,1,1,2,1,1,2,2,2,0,1,2,3,2,0,2,3,3,1,1,2,1,2,2,1,1,3,2,3,1,2,3,1,1,1,5,2,2,2,3,2,2,3,1,1,3,2,2,4,2
4811,2405.5,3,2,0,0,2,1,3,2,3,2,3,2,4,4,2,1,2,3,1,2,2,5,3,3,1,0,1,2,0,2,1,1,1,1,1,1,3,2,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,4,3,2,1,0,3,3,4,3,3,4,4,3,0,2,2,2,1,1,3,3,1,1,0,2,2,2,1,1,1,1,2,2,1,2,3,2,1,0,2,3,3,3
4812,2406.0,2,1,1,2,3,1,3,1,2,2,1,1,2,3,3,2,1,1,2,4,2,4,3,1,2,2,2,3,1,1,3,2,2,2,0,3,2,2,1,2,1,0,2,2,1,1,1,3,3,2,2,2,1,3,3,1,1,3,1,1,1,1,2,2,3,2,1,2,3,2,1,1,1,1,2,0,4,5,2,2,1,1,2,2,1,2,3,1,1,0,1,1,5,1,2,5
4813,2406.5,1,1,3,1,1,1,2,2,2,1,4,1,3,2,1,2,1,3,3,3,1,3,3,1,3,1,2,2,3,1,1,2,4,1,1,2,1,2,1,1,2,2,2,3,2,2,1,1,3,2,2,1,0,1,3,1,0,3,2,5,1,1,2,2,1,3,2,2,2,2,1,1,2,0,2,2,1,3,3,0,1,2,2,1,1,4,2,6,3,2,1,3,2,1,2,2
4814,2407.0,1,3,2,1,2,2,2,1,2,1,1,2,1,2,2,4,2,1,2,2,4,2,3,4,4,1,5,3,2,1,2,1,4,1,0,1,2,2,0,1,0,2,1,3,5,2,2,3,1,0,0,2,2,1,3,4,1,2,2,2,3,3,2,2,1,3,3,3,2,1,2,1,2,1,2,3,3,2,2,1,3,2,1,2,3,2,1,1,3,2,2,3,3,2,2,1
4815,2407.5,1,3,1,3,1,0,2,0,2,0,4,4,3,1,1,1,0,2,2,1,1,1,2,2,0,2,3,3,2,3,1,2,0,3,2,1,0,1,2,1,2,1,3,1,4,2,2,2,3,1,4,2,2,2,0,2,2,3,2,1,3,2,2,3,1,3,1,1,2,3,1,2,2,2,1,2,2,2,3,2,0,1,2,1,1,2,3,2,3,1,3,1,2,3,0,2
4816,2408.0,2,1,1,3,2,3,1,1,1,2,2,3,1,4,1,2,3,3,4,1,2,1,2,1,1,1,2,3,3,1,2,1,0,2,1,2,2,2,6,1,2,1,2,0,1,1,2,2,2,1,0,3,3,1,3,2,3,2,2,0,2,2,2,2,1,0,1,2,1,3,1,2,2,0,3,2,2,1,1,1,2,3,1,0,1,1,1,3,1,4,1,2,1,2,0,1
4817,2408.5,1,1,2,3,3,1,2,5,0,1,2,3,2,1,2,2,3,1,2,0,1,1,3,2,2,2,2,2,3,1,2,3,1,1,3,2,2,1,4,2,1,2,1,1,0,1,4,1,1,1,2,1,1,3,1,1,3,2,1,2,2,3,3,1,4,1,1,3,0,1,2,2,3,2,2,1,3,2,3,2,2,1,1,1,2,1,3,2,1,1,2,1,1,1,0,1
4818,2409.0,2,1,2,1,1,2,1,3,3,2,3,1,2,1,3,1,2,3,3,2,1,3,3,3,1,2,2,3,1,2,1,2,1,2,1,2,0,1,2,1,1,1,1,2,1,2,0,0,3,1,2,2,4,3,1,2,1,0,5,1,4,4,3,1,2,3,3,2,1,3,1,1,2,0,2,1,1,1,1,1,1,0,2,2,2,1,2,3,3,3,1,2,1,1,2,1
4819,2409.5,3,3,1,2,1,4,2,1,1,2,2,1,2,2,2,4,2,3,1,1,1,2,3,3,1,1,4,1,2,2,2,1,4,2,2,3,1,2,1,2,3,1,3,1,1,2,3,1,3,3,1,2,2,1,2,3,1,3,1,0,3,2,3,3,2,1,2,2,2,2,0,2,2,1,4,3,3,4,2,0,1,1,2,1,1,1,1,2,2,1,1,2,1,3,1,2
4820,2410.0,4,1,2,2,1,4,1,4,5,3,2,2,3,1,1,3,3,1,2,2,2,2,0,2,3,4,3,2,3,1,2,1,0,3,1,3,1,2,1,1,2,2,2,3,2,1,2,1,2,1,3,2,1,2,1,2,1,1,2,5,1,3,2,4,2,2,2,2,2,3,1,1,1,4,1,2,1,4,2,2,1,2,1,4,2,1,1,3,1,1,2,1,3,2,2,2
4821,2410.5,2,2,3,1,2,4,1,4,3,2,3,1,2,1,1,1,2,3,3,2,1,1,3,2,3,3,1,1,3,2,2,1,1,2,2,3,2,2,1,2,3,1,4,1,3,4,1,3,2,1,1,2,1,3,2,2,3,2,1,3,2,4,2,2,1,1,3,2,3,2,1,1,3,3,1,1,3,2,1,2,2,1,4,1,2,2,0,1,0,1,1,2,2,2,1,3
4822,2411.0,0,0,2,1,1,2,2,2,2,4,0,2,2,0,1,2,0,2,4,0,0,4,0,2,2,1,0,3,1,2,1,2,1,2,1,3,0,3,2,1,1,2,1,2,2,0,1,3,1,2,1,2,2,2,2,3,6,1,1,2,1,2,5,4,1,2,1,0,1,1,1,1,4,1,2,3,2,2,3,1,1,1,1,2,2,1,2,1,2,3,2,1,2,3,2,2
4823,2411.5,1,1,2,3,3,1,2,1,0,3,3,1,2,4,0,2,1,2,2,0,2,3,3,1,1,3,1,2,3,2,3,4,1,2,2,1,1,0,0,3,1,3,1,4,1,1,2,1,3,2,1,1,2,1,3,1,2,3,0,4,2,1,1,2,3,3,1,3,2,1,1,2,3,4,3,3,4,3,2,4,1,1,1,2,3,1,1,1,1,1,0,3,2,4,1,2
4824,2412.0,1,1,1,3,3,0,3,0,3,2,6,1,3,2,2,2,1,0,2,0,2,2,1,1,2,1,2,1,3,3,4,1,2,1,2,0,3,2,2,2,3,1,2,3,1,1,2,2,2,3,3,1,1,1,1,2,2,6,1,2,1,2,4,3,6,2,2,2,3,2,3,0,2,3,3,1,2,1,2,1,1,1,2,2,2,1,1,2,2,1,3,1,3,2,2,1
4825,2412.5,1,4,3,6,2,1,3,2,3,1,3,1,1,2,2,2,2,1,1,1,2,3,1,3,2,1,2,3,3,2,2,3,2,3,3,0,1,1,1,2,1,2,2,1,1,1,2,2,2,1,2,3,2,1,3,4,3,3,2,3,1,2,2,3,2,1,2,1,4,1,2,6,3,3,3,4,1,3,1,2,3,2,3,3,2,0,1,1,0,1,1,1,2,4,1,3
4826,2413.0,2,4,5,3,2,1,3,2,3,2,1,2,1,4,1,2,2,1,2,2,1,3,2,3,2,4,3,1,1,4,1,1,2,2,3,1,3,3,1,2,1,3,3,1,1,0,1,2,1,1,3,1,1,3,1,2,3,5,2,1,2,2,1,2,2,2,1,3,0,1,1,3,1,2,2,1,2,2,5,1,0,1,1,1,4,2,3,3,0,1,1,1,1,3,1,1
4827,2413.5,0,1,2,1,1,1,1,0,3,1,1,1,2,2,1,2,2,4,2,1,2,3,1,2,2,1,1,2,1,2,1,2,2,1,3,1,2,2,1,3,1,2,3,1,3,2,4,1,1,2,3,2,4,2,3,0,3,2,3,0,0,2,4,1,1,0,1,2,3,3,1,2,2,1,2,3,0,1,1,2,3,1,2,1,1,1,3,1,1,2,1,1,3,2,2,2
4828,2414.0,2,3,2,1,1,1,4,1,3,1,2,3,3,2,1,1,3,3,2,3,2,1,1,1,2,1,1,2,3,2,1,2,1,2,1,0,1,2,3,1,2,1,2,1,1,2,2,1,0,2,1,2,4,2,1,1,7,4,1,2,2,3,2,2,3,1,3,2,1,2,1,3,1,1,1,2,3,3,2,3,1,2,3,2,1,1,4,0,1,1,1,2,1,2,1,2
4829,2414.5,2,1,1,2,0,0,1,1,2,1,1,1,1,1,2,6,3,4,2,1,2,3,1,2,3,2,1,2,1,2,1,0,1,2,2,2,1,3,2,3,4,2,3,2,1,2,2,2,2,2,4,2,1,1,2,3,3,1,1,1,1,3,1,3,3,1,0,2,3,2,1,1,1,1,1,2,2,2,3,1,1,2,0,2,1,2,2,1,2,1,1,1,4,1,2,3
