frame,time,type,name,twist,superhelical,#enzymes,binding,unbinding
83,41.5,circuit,topos,-60.84411477861525,-0.033892745687735405,0,0,0
84,42.0,circuit,topos,-60.74182784000282,-0.03383576753610673,0,0,0
85,42.5,circuit,topos,-60.64016881074329,-0.03377913915654871,0,0,0
86,43.0,circuit,topos,-60.53913345024895,-0.0337228581868746,0,0,0
87,43.5,circuit,topos,-60.43871754679782,-0.0336669222809771,0,0,0
88,44.0,circuit,topos,-60.338916917428016,-0.033611329108769496,0,0,0
89,44.5,circuit,topos,-60.2397274078288,-0.03355607635612498,0,0,0
90,45.0,circuit,topos,-60.14114489222864,-0.03350116172481428,0,0,0
91,45.5,circuit,topos,-60.04316527328028,-0.03344658293244166,0,0,0
92,46.0,circuit,topos,-59.945784481943036,-0.03339233771237933,0,0,0
93,46.5,circuit,topos,-59.848998477362386,-0.03333842381370039,0,0,0
94,47.0,circuit,topos,-59.75280324674701,-0.03328483900111034,0,0,0
95,47.5,circuit,topos,-59.65719480524341,-0.033231581054877196,0,0,0
96,48.0,circuit,topos,-59.5621691958082,-0.03317864777076043,0,0,0
97,48.5,circuit,topos,-59.46772248907824,-0.03312603695993855,0,0,0
98,49.0,circuit,topos,-59.373850783238616,-0.03307374644893559,0,0,0
99,49.5,circuit,topos,-59.28055020388869,-0.03302177407954652,0,0,0
100,50.0,circuit,topos,-59.18781690390627,-0.03297011770876153,0,0,0
101,50.5,circuit,topos,-59.09564706331001,-0.032918775208689424,0,0,0
102,51.0,circuit,topos,-59.00403688912012,-0.03286774446648002,0,0,0
103,51.5,circuit,topos,-58.91298261521754,-0.032817023384245685,0,0,0
104,52.0,circuit,topos,-58.822480502201564,-0.03276660987898204,0,0,0
105,52.5,circuit,topos,-58.732526837246176,-0.03271650188248796,0,0,0
106,53.0,circuit,topos,-58.643117933954976,-0.03266669734128469,0,0,0
107,53.5,circuit,topos,-58.55425013221497,-0.03261719421653447,0,0,0
108,54.0,circuit,topos,-58.46591979804916,-0.032567990483958406,0,0,0
109,54.5,circuit,topos,-58.37812332346814,-0.03251908413375377,0,0,0
110,55.0,circuit,topos,-58.29085712632067,-0.032470473170510786,0,0,0
111,55.5,circuit,topos,-58.20411765014334,-0.0324221556131289,0,0,0
112,56.0,circuit,topos,-58.11790136400945,-0.03237412949473258,0,0,0
113,56.5,circuit,topos,-58.03220476237709,-0.0323263928625867,0,0,0
114,57.0,circuit,topos,-57.947024364936546,-0.03227894377801152,0,0,0
115,57.5,circuit,topos,-57.86235671645704,-0.03223178031629734,0,0,0
116,58.0,circuit,topos,-57.778198386633,-0.03218490056661885,0,0,0
117,58.5,circuit,topos,-57.69454596992969,-0.032138302631949146,0,0,0
118,59.0,circuit,topos,-57.611396085428524,-0.032091984628973565,0,0,0
119,59.5,circuit,topos,-57.52874537667193,-0.03204594468800325,0,0,0
120,60.0,circuit,topos,-57.44659051150788,-0.03200018095288858,0,0,0
121,60.5,circuit,topos,-57.36492818193419,-0.03195469158093239,0,0,0
122,61.0,circuit,topos,-57.283755103942546,-0.03190947474280316,0,0,0
123,61.5,circuit,topos,-57.20306801736238,-0.031864528622447943,0,0,0
124,62.0,circuit,topos,-57.12286368570458,-0.031819851417005426,0,0,0
125,62.5,circuit,topos,-57.04313889600523,-0.03177544133671878,0,0,0
126,63.0,circuit,topos,-56.96389045866916,-0.03173129660484857,0,0,0
127,63.5,circuit,topos,-56.88511520731362,-0.03168741545758568,0,0,0
128,64.0,circuit,topos,-56.80680999861196,-0.03164379614396419,0,0,0
129,64.5,circuit,topos,-56.728971712137394,-0.03160043692577438,0,0,0
130,65.0,circuit,topos,-56.65159725020692,-0.031557336077475795,0,0,0
131,65.5,circuit,topos,-56.574683537725356,-0.031514491886110337,0,0,0
132,66.0,circuit,topos,-56.49822752202964,-0.031471902651215536,0,0,0
133,66.5,circuit,topos,-56.42222617273332,-0.03142956668473797,0,0,0
134,67.0,circuit,topos,-56.34667648157131,-0.031387482310946714,0,0,0
135,67.5,circuit,topos,-56.27157546224499,-0.03134564786634713,0,0,0
136,68.0,circuit,topos,-56.19692015026759,-0.03130406169959468,0,0,0
137,68.5,circuit,topos,-56.122707602809946,-0.031262722171409046,0,0,0
138,69.0,circuit,topos,-56.04893489854667,-0.031221627654488396,0,0,0
139,69.5,circuit,topos,-55.97559913750269,-0.03118077653342395,0,0,0
140,70.0,circuit,topos,-55.90269744090028,-0.031140167204614745,0,0,0
141,70.5,circuit,topos,-55.83022695100652,-0.031099798076182655,0,0,0
142,71.0,circuit,topos,-55.758184830981264,-0.031059667567887715,0,0,0
143,71.5,circuit,topos,-55.68656826472559,-0.03101977411104371,0,0,0
144,72.0,circuit,topos,-55.61537445673085,-0.030980116148434066,0,0,0
145,72.5,circuit,topos,-55.54460063192818,-0.03094069213422804,0,0,0
146,73.0,circuit,topos,-55.47424403553871,-0.030901500533897272,0,0,0
147,73.5,circuit,topos,-55.404301932924206,-0.030862539824132586,0,0,0
148,74.0,circuit,topos,-55.33477160943848,-0.030823808492761222,0,0,0
149,74.5,circuit,topos,-55.265650370279324,-0.030785305038664366,0,0,0
150,75.0,circuit,topos,-55.196935540341165,-0.030747027971695047,0,0,0
151,75.5,circuit,topos,-55.1286244640683,-0.03070897581259641,0,0,0
152,76.0,circuit,topos,-55.06071450530888,-0.030671147092920358,0,0,0
153,76.5,circuit,topos,-54.99320304716953,-0.03063354035494659,0,0,0
154,77.0,circuit,topos,-54.92608749187073,-0.030596154151602026,0,0,0
155,77.5,circuit,topos,-54.85936526060285,-0.03055898704638061,0,0,0
156,78.0,circuit,topos,-54.79303379338294,-0.03052203761326356,0,0,0
157,78.5,circuit,topos,-54.72709054891227,-0.030485304436639975,0,0,0
158,79.0,circuit,topos,-54.66153300443463,-0.03044878611122793,0,0,0
159,79.5,circuit,topos,-54.59635865559533,-0.03041248124199594,0,0,0
160,80.0,circuit,topos,-54.53156501630105,-0.030376388444084846,0,0,0
161,80.5,circuit,topos,-54.46714961858039,-0.030340506342730188,0,0,0
162,81.0,circuit,topos,-54.40311001244529,-0.03030483357318498,0,0,0
163,81.5,circuit,topos,-54.33944376575315,-0.030269368780642913,0,0,0
164,82.0,circuit,topos,-54.276148464069855,-0.03023411062016205,0,0,0
165,82.5,circuit,topos,-54.21322171053352,-0.030199057756588932,0,0,0
166,83.0,circuit,topos,-54.15066112571909,-0.030164208864483157,0,0,0
167,83.5,circuit,topos,-54.08846434750378,-0.03012956262804241,0,0,0
168,84.0,circuit,topos,-54.026629030933286,-0.030095117741027945,0,0,0
169,84.5,circuit,topos,-53.96515284808889,-0.030060872906690572,0,0,0
170,85.0,circuit,topos,-53.90403348795535,-0.03002682683769704,0,0,0
171,85.5,circuit,topos,-53.84326865628966,-0.029992978256056943,0,0,0
172,86.0,circuit,topos,-53.78285607549062,-0.029959325893050073,0,0,0
173,86.5,circuit,topos,-53.72279348446932,-0.02992586848915426,0,0,0
174,87.0,circuit,topos,-53.663078638520396,-0.02989260479397366,0,0,0
175,87.5,circuit,topos,-53.60370930919418,-0.029859533566167547,0,0,0
176,88.0,circuit,topos,-53.5446832841697,-0.029826653573379557,0,0,0
177,88.5,circuit,topos,-53.48599836712852,-0.029793963592167415,0,0,0
178,89.0,circuit,topos,-53.42765237762947,-0.029761462407933148,0,0,0
179,89.5,circuit,topos,-53.36964315098419,-0.029729148814853775,0,0,0
180,90.0,circuit,topos,-53.31196853813359,-0.02969702161581248,0,0,0
181,90.5,circuit,topos,-53.25462640552513,-0.029665079622330243,0,0,0
182,91.0,circuit,topos,-53.19761463499094,-0.029633321654497967,0,0,0
183,91.5,circuit,topos,-53.14093112362689,-0.029601746540909087,0,0,0
184,92.0,circuit,topos,-53.084573783672425,-0.029570353118592664,0,0,0
185,92.5,circuit,topos,-53.028540542391305,-0.029539140232946935,0,0,0
186,93.0,circuit,topos,-52.97282934195322,-0.02950810673767337,0,0,0
187,93.5,circuit,topos,-52.91743813931622,-0.029477251494711174,0,0,0
188,94.0,circuit,topos,-52.86236490611004,-0.02944657337417232,0,0,0
189,94.5,circuit,topos,-52.80760762852027,-0.029416071254276987,0,0,0
190,95.0,circuit,topos,-52.753164307173414,-0.02938574402128956,0,0,0
191,95.5,circuit,topos,-52.69903295702271,-0.02935559056945503,0,0,0
192,96.0,circuit,topos,-52.6452116072349,-0.029325609800935903,0,0,0
193,96.5,circuit,topos,-52.591698301077805,-0.029295800625749584,0,0,0
194,97.0,circuit,topos,-52.53849109580878,-0.029266161961706234,0,0,0
195,97.5,circuit,topos,-52.485588062563956,-0.029236692734347095,0,0,0
196,98.0,circuit,topos,-52.43298728624838,-0.029207391876883263,0,0,0
197,98.5,circuit,topos,-52.38068686542697,-0.029178258330134967,0,0,0
198,99.0,circuit,topos,-52.32868491221635,-0.029149291042471305,0,0,0
199,99.5,circuit,topos,-52.27697955217742,-0.02912048896975041,0,0,0
200,100.0,circuit,topos,-52.22556892420887,-0.02909185107526012,0,0,0
201,100.5,circuit,topos,-52.174451180441466,-0.029063376329659114,0,0,0
202,101.0,circuit,topos,-52.12362448613315,-0.029035063710918452,0,0,0
203,101.5,circuit,topos,-52.073087019565044,-0.029006912204263657,0,0,0
204,102.0,circuit,topos,-52.02283697193812,-0.02897892080211716,0,0,0
205,102.5,circuit,topos,-51.97287254727086,-0.02895108850404128,0,0,0
206,103.0,circuit,topos,-51.9231919622976,-0.02892341431668161,0,0,0
207,103.5,circuit,topos,-51.873793446367735,-0.028895897253710865,0,0,0
208,104.0,circuit,topos,-51.82467524134572,-0.028868536335773173,0,0,0
209,104.5,circuit,topos,-51.77583560151188,-0.02884133059042883,0,0,0
210,105.0,circuit,topos,-51.72727279346396,-0.02881427905209946,0,0,0
211,105.5,circuit,topos,-51.67898509601958,-0.028787380762013662,0,0,0
212,106.0,circuit,topos,-51.63097080011935,-0.028760634768153066,0,0,0
213,106.5,circuit,topos,-51.58322820873086,-0.028734040125198833,0,0,0
214,107.0,circuit,topos,-51.535755636753386,-0.028707595894478584,0,0,0
215,107.5,circuit,topos,-51.48855141092343,-0.02868130114391376,0,0,0
216,108.0,circuit,topos,-51.44161386972097,-0.02865515494796743,0,0,0
217,108.5,circuit,topos,-51.394941363276516,-0.0286291563875925,0,0,0
218,109.0,circuit,topos,-51.348532253278925,-0.02860330455018036,0,0,0
219,109.5,circuit,topos,-51.30238491288395,-0.028577598529509942,0,0,0
220,110.0,circuit,topos,-51.256497726623536,-0.02855203742569721,0,0,0
221,110.5,circuit,topos,-51.21086909031591,-0.028526620345145057,0,0,0
222,111.0,circuit,topos,-51.16549741097638,-0.02850134640049362,0,0,0
223,111.5,circuit,topos,-51.120381106728836,-0.028476214710571,0,0,0
224,112.0,circuit,topos,-51.07551860671806,-0.02845122440034439,0,0,0
225,112.5,circuit,topos,-51.030908351022724,-0.028426374600871617,0,0,0
226,113.0,circuit,topos,-50.986548790569074,-0.02840166444925308,0,0,0
227,113.5,circuit,topos,-50.942438387045414,-0.02837709308858409,0,0,0
228,114.0,circuit,topos,-50.89857561281723,-0.028352659667907603,0,0,0
229,114.5,circuit,topos,-50.854958950843084,-0.028328363342167366,0,0,0
230,115.0,circuit,topos,-50.81158689459114,-0.028304203272161415,0,0,0
231,115.5,circuit,topos,-50.76845794795644,-0.02828017862449601,0,0,0
232,116.0,circuit,topos,-50.7255706251789,-0.028256288571539927,0,0,0
233,116.5,circuit,topos,-50.68292345076189,-0.028232532291379137,0,0,0
234,117.0,circuit,topos,-50.640514959391616,-0.028208908967771864,0,0,0
235,117.5,circuit,topos,-50.59834369585712,-0.028185417790104052,0,0,0
236,118.0,circuit,topos,-50.55640821497093,-0.028162057953345147,0,0,0
237,118.5,circuit,topos,-50.514707081490464,-0.02813882865800432,0,0,0
238,119.0,circuit,topos,-50.47323887004,-0.028115729110086994,0,0,0
239,119.5,circuit,topos,-50.43200216503338,-0.028092758521051805,0,0,0
240,120.0,circuit,topos,-50.390995560597325,-0.02806991610776786,0,0,0
241,120.5,circuit,topos,-50.35021766049541,-0.028047201092472416,0,0,0
242,121.0,circuit,topos,-50.3096670780527,-0.02802461270272887,0,0,0
243,121.5,circuit,topos,-50.269342436081,-0.028002150171385146,0,0,0
244,122.0,circuit,topos,-50.22924236680475,-0.027979812736532397,0,0,0
245,122.5,circuit,topos,-50.18936551178757,-0.027957599641464097,0,0,0
246,123.0,circuit,topos,-50.14971052185938,-0.027935510134635442,0,0,0
247,123.5,circuit,topos,-50.11027605704419,-0.027913543469623117,0,0,0
248,124.0,circuit,topos,-50.07106078648847,-0.027891698905085412,0,0,0
249,124.5,circuit,topos,-50.03206338839014,-0.027869975704722664,0,0,0
250,125.0,circuit,topos,-49.99328254992821,-0.02784837313723804,0,0,0
251,125.5,circuit,topos,-49.95471696719292,-0.027826890476298646,0,0,0
252,126.0,circuit,topos,-49.916365345116574,-0.027805527000496995,0,0,0
253,126.5,circuit,topos,-49.878226397404894,-0.027784281993312766,0,0,0
254,127.0,circuit,topos,-49.84029884646902,-0.027763154743074916,0,0,0
255,127.5,circuit,topos,-49.80258142335803,-0.02774214454292411,0,0,0
256,128.0,circuit,topos,-49.76507286769209,-0.027721250690775457,0,0,0
257,128.5,circuit,topos,-49.72777192759616,-0.02770047248928161,0,0,0
258,129.0,circuit,topos,-49.69067735963421,-0.0276798092457961,0,0,0
259,129.5,circuit,topos,-49.653787928744094,-0.02765926027233707,0,0,0
260,130.0,circuit,topos,-49.617102408172926,-0.027638824885551267,0,0,0
261,130.5,circuit,topos,-49.58061957941299,-0.02761850240667835,0,0,0
262,131.0,circuit,topos,-49.54433823213824,-0.027598292161515513,0,0,0
263,131.5,circuit,topos,-49.50825716414134,-0.027578193480382422,0,0,0
264,132.0,circuit,topos,-49.47237518127121,-0.0275582056980864,0,0,0
265,132.5,circuit,topos,-49.43669109737113,-0.02753832815388799,0,0,0
266,133.0,circuit,topos,-49.40120373421736,-0.02751856019146672,0,0,0
267,133.5,circuit,topos,-49.36591192145833,-0.02749890115888726,0,0,0
268,134.0,circuit,topos,-49.33081449655427,-0.02747935040856579,0,0,0
269,134.5,circuit,topos,-49.29591030471743,-0.02745990729723668,0,0,0
270,135.0,circuit,topos,-49.26119819885278,-0.02744057118591947,0,0,0
271,135.5,circuit,topos,-49.2266770394992,-0.02742134143988612,0,0,0
272,136.0,circuit,topos,-49.19234569477121,-0.027402217428628542,0,0,0
273,136.5,circuit,topos,-49.15820304030119,-0.0273831985258264,0,0,0
274,137.0,circuit,topos,-49.12424795918206,-0.027364284109315216,0,0,0
275,137.5,circuit,topos,-49.09047934191048,-0.02734547356105469,0,0,0
276,138.0,circuit,topos,-49.056896086330575,-0.027326766267097378,0,0,0
277,138.5,circuit,topos,-49.02349709757803,-0.027308161617557544,0,0,0
278,139.0,circuit,topos,-48.99028128802477,-0.027289659006580345,0,0,0
279,139.5,circuit,topos,-48.95724757722406,-0.02727125783231124,0,0,0
280,140.0,circuit,topos,-48.9243948918561,-0.027252957496865706,0,0,0
281,140.5,circuit,topos,-48.89172216567406,-0.027234757406299145,0,0,0
282,141.0,circuit,topos,-48.85922833945059,-0.027216656970577124,0,0,0
283,141.5,circuit,topos,-48.82691236092476,-0.027198655603545792,0,0,0
284,142.0,circuit,topos,-48.794773184749516,-0.027180752722902622,0,0,0
285,142.5,circuit,topos,-48.76280977243952,-0.02716294775016735,0,0,0
286,143.0,circuit,topos,-48.73102109231946,-0.027145240110653193,0,0,0
287,143.5,circuit,topos,-48.699406119472805,-0.027127629233438276,0,0,0
288,144.0,circuit,topos,-48.66796383569098,-0.027110114551337366,0,0,0
289,144.5,circuit,topos,-48.636693229422995,-0.02709269550087376,0,0,0
290,145.0,circuit,topos,-48.605593295725484,-0.027075371522251496,0,0,0
291,145.5,circuit,topos,-48.57466303621318,-0.02705814205932775,0,0,0
292,146.0,circuit,topos,-48.54390145900981,-0.027041006559585485,0,0,0
293,146.5,circuit,topos,-48.513307578699404,-0.027023964474106314,0,0,0
294,147.0,circuit,topos,-48.48288041627802,-0.027007015257543635,0,0,0
295,147.5,circuit,topos,-48.45261899910588,-0.02699015836809594,0,0,0
296,148.0,circuit,topos,-48.42252236085989,-0.026973393267480397,0,0,0
297,148.5,circuit,topos,-48.3925895414866,-0.026956719420906623,0,0,0
298,149.0,circuit,topos,-48.36281958715556,-0.026940136297050707,0,0,0
299,149.5,circuit,topos,-48.333211550213036,-0.02692364336802943,0,0,0
300,150.0,circuit,topos,-48.303764489136135,-0.026907240109374717,0,0,0
301,150.5,circuit,topos,-48.27447746848734,-0.0268909260000083,0,0,0
302,151.0,circuit,topos,-48.2453495588694,-0.026874700522216598,0,0,0
303,151.5,circuit,topos,-48.216379836880606,-0.026858563161625798,0,0,0
304,152.0,circuit,topos,-48.187567385070466,-0.026842513407177165,0,0,0
305,152.5,circuit,topos,-48.15891129189574,-0.026826550751102556,0,0,0
306,153.0,circuit,topos,-48.130410651676826,-0.026810674688900124,0,0,0
307,153.5,circuit,topos,-48.10206456455455,-0.02679488471931024,0,0,0
308,154.0,circuit,topos,-48.073872136447314,-0.026779180344291637,0,0,0
309,154.5,circuit,topos,-48.04583247900855,-0.026763561068997698,0,0,0
310,155.0,circuit,topos,-48.01794470958463,-0.026748026401753014,0,0,0
311,155.5,circuit,topos,-47.99020795117305,-0.02673257585403009,0,0,0
312,156.0,circuit,topos,-47.96262133238098,-0.026717208940426267,0,0,0
313,156.5,circuit,topos,-47.935183987384185,-0.02670192517864082,0,0,0
314,157.0,circuit,topos,-47.907895055886286,-0.026686724089452264,0,0,0
315,157.5,circuit,topos,-47.88075368307836,-0.02667160519669588,0,0,0
316,158.0,circuit,topos,-47.85375901959885,-0.026656568027241347,0,0,0
317,158.5,circuit,topos,-47.82691022149384,-0.026641612110970637,0,0,0
318,159.0,circuit,topos,-47.800206450177676,-0.026626736980756068,0,0,0
319,159.5,circuit,topos,-47.77364687239389,-0.026611942172438535,0,0,0
320,160.0,circuit,topos,-47.747230660176434,-0.026597227224805932,0,0,0
321,160.5,circuit,topos,-47.72095699081129,-0.026582591679571742,0,0,0
322,161.0,circuit,topos,-47.69482504679836,-0.026568035081353837,0,0,0
323,161.5,circuit,topos,-47.668834015813665,-0.026553556977653398,0,0,0
324,162.0,circuit,topos,-47.64298309067192,-0.026539156918834073,0,0,0
325,162.5,circuit,topos,-47.617271469289335,-0.026524834458101262,0,0,0
326,163.0,circuit,topos,-47.5916983546468,-0.026510589151481613,0,0,0
327,163.5,circuit,topos,-47.566262954753334,-0.026496420557802637,0,0,0
328,164.0,circuit,topos,-47.54096448260982,-0.026482328238672543,0,0,0
329,164.5,circuit,topos,-47.515802156173116,-0.026468311758460213,0,0,0
330,165.0,circuit,topos,-47.49077519832037,-0.026454370684275356,0,0,0
331,165.5,circuit,topos,-47.46588283681372,-0.026440504585948807,0,0,0
332,166.0,circuit,topos,-47.44112430426518,-0.026426713036013,0,0,0
333,166.5,circuit,topos,-47.41649883810195,-0.02641299560968263,0,0,0
334,167.0,circuit,topos,-47.39200568053189,-0.026399351884835415,0,0,0
335,167.5,circuit,topos,-47.36764407850933,-0.026385781441993068,0,0,0
336,168.0,circuit,topos,-47.34341328370117,-0.026372283864302393,0,0,0
337,168.5,circuit,topos,-47.31931255245326,-0.026358858737516574,0,0,0
338,169.0,circuit,topos,-47.295341145757035,-0.026345505649976578,0,0,0
339,169.5,circuit,topos,-47.27149832921642,-0.026332224192592728,0,0,0
340,170.0,circuit,topos,-47.24778337301504,-0.026319013958826423,0,0,0
341,170.5,circuit,topos,-47.22419555188366,-0.026305874544672033,0,0,0
342,171.0,circuit,topos,-47.20073414506794,-0.02629280554863889,0,0,0
343,171.5,circuit,topos,-47.17739843629639,-0.026279806571733486,0,0,0
344,172.0,circuit,topos,-47.15418771374867,-0.026266877217441767,0,0,0
345,172.5,circuit,topos,-47.13110127002403,-0.026254017091711608,0,0,0
346,173.0,circuit,topos,-47.10813840211016,-0.0262412258029354,0,0,0
347,173.5,circuit,topos,-47.085298411352134,-0.026228502961932805,0,0,0
348,174.0,circuit,topos,-47.06258060342175,-0.02621584818193364,0,0,0
349,174.5,circuit,topos,-47.039984288287016,-0.026203261078560896,0,0,0
350,175.0,circuit,topos,-47.01750878018193,-0.026190741269813904,0,0,0
351,175.5,circuit,topos,-46.99515339757651,-0.026178288376051632,0,0,0
352,176.0,circuit,topos,-46.97291746314704,-0.026165902019976123,0,0,0
353,176.5,circuit,topos,-46.9508003037466,-0.026153581826616062,0,0,0
354,177.0,circuit,topos,-46.92880125037575,-0.026141327423310465,0,0,0
355,177.5,circuit,topos,-46.906919638153575,-0.02612913843969254,0,0,0
356,178.0,circuit,topos,-46.88515480628885,-0.02611701450767362,0,0,0
357,178.5,circuit,topos,-46.86350609805151,-0.02610495526142727,0,0,0
358,179.0,circuit,topos,-46.84197286074429,-0.026092960337373523,0,0,0
359,179.5,circuit,topos,-46.820554445674695,-0.0260810293741632,0,0,0
360,180.0,circuit,topos,-46.79925020812704,-0.026069162012662406,0,0,0
361,180.5,circuit,topos,-46.77805950733489,-0.02605735789593712,0,0,0
362,181.0,circuit,topos,-46.75698170645356,-0.026045616669237926,0,0,0
363,181.5,circuit,topos,-46.736016172532956,-0.02603393797998484,0,0,0
364,182.0,circuit,topos,-46.71516227649058,-0.0260223214777523,0,0,0
365,182.5,circuit,topos,-46.69441939308475,-0.02601076681425424,0,0,0
