type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-25.54499438233984,-0.013441098027595364
topo,gyrase,3,361.0,0,120.0,-21.4292957713391,-0.0137523320523664
origin,ori,ori,3085.0,0,100.0,-25.54499438233984,-0.013441098027595364
EXT,EXT_R,EXT,6361.0,0,0.0,0.0,-0.06
