type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,48.171087355041394,0.013644067796609574
origin,ori,ori,3085.0,0,100.0,48.171087355041394,0.013644067796609574
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
