type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-2.558941497837183,-0.001144011765347658
RNAP,RNAP,tetA,923.0,1,32.0,325.2246646756633,0.2551604161899659
origin,ori,ori,3085.0,0,100.0,-2.558941497837183,-0.001144011765347658
EXT,EXT_R,EXT,6923.0,0,0.0,0.0,-0.06
