type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-10.77117481230934,-0.003050847457627537
origin,ori,ori,3085.0,0,100.0,-10.77117481230934,-0.003050847457627537
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
