type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-132.1940826927728,-0.055118035911816965
RNAP,RNAP,tetA,1193.0,1,32.0,140.87086240268493,0.12656617630890224
origin,ori,ori,3085.0,0,100.0,-132.1940826927728,-0.055118035911816965
EXT,EXT_R,EXT,7193.0,0,0.0,0.0,-0.06
