type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2271.0,0,0.0,-116.53537411537137,-0.03636023128696956
origin,ori,ori,3085.0,0,100.0,57.29391264767605,0.18700273197852635
RNAP,RNAP,mKalama1,3697.0,-1,32.0,-116.53537411537137,-0.03636023128696956
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
