type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-58.327955219411606,-0.03166777619653242
RNAP,RNAP,tetA,263.0,1,32.0,-9.590285958199296,-0.0057442956512825175
origin,ori,ori,3085.0,0,100.0,-58.327955219411606,-0.03166777619653242
EXT,EXT_R,EXT,6263.0,0,0.0,0.0,-0.06
