type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-78.54251797192067,-0.02224652792715417
origin,ori,ori,3085.0,0,100.0,-78.54251797192067,-0.02224652792715417
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
