type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-14.04584690930195,-0.003978371633565758
origin,ori,ori,3085.0,0,100.0,-14.04584690930195,-0.003978371633565758
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
