type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-115.83968985261261,-0.05487041442343859
RNAP,RNAP,tetA,713.0,1,32.0,40.44146616645542,0.028881547899952027
origin,ori,ori,3085.0,0,100.0,-115.83968985261261,-0.05487041442343859
EXT,EXT_R,EXT,6713.0,0,0.0,0.0,-0.06
