type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-83.57218737534215,-0.02367114078318167
origin,ori,ori,3085.0,0,100.0,-83.57218737534215,-0.02367114078318167
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
