type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-2815.0,0,0.0,-48.31400211267626,-0.02648911702632525
RNAP,RNAP,tetA,233.0,1,32.0,-9.275133807110102,-0.0068705344100280985
topo,gyrase,21,2521.0,0,120.0,-19.604283568422083,-0.07378658935752422
origin,ori,ori,3085.0,0,100.0,-48.31400211267626,-0.02648911702632525
EXT,EXT_R,EXT,6233.0,0,0.0,0.0,-0.06
